course_code,fullname,shortname,idnumber,category_code,board_code,school_code,medium_code,grade_code,stream_code,subject_code,subject_name,academic_year,format,numsections,visible,groupmode,groupmodeforce,summary
GVS-GGOV-GUJ-STD11-COM-BADMIN-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Commerce - Business Administration / Management - 2027-2028,GVS-GGOV-GUJ-11-COM-BADMIN-27,GVS-GGOV-GUJ-STD11-COM-BADMIN-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_COM,GGOV,GVS,GUJ,STD11,COM,BADMIN,Business Administration / Management,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Commerce - Business Administration / Management - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-COM-ECO-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Commerce - Economics - 2027-2028,GVS-GGOV-GUJ-11-COM-ECO-27,GVS-GGOV-GUJ-STD11-COM-ECO-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_COM,GGOV,GVS,GUJ,STD11,COM,ECO,Economics,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Commerce - Economics - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-COM-STAT-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Commerce - Statistics - 2027-2028,GVS-GGOV-GUJ-11-COM-STAT-27,GVS-GGOV-GUJ-STD11-COM-STAT-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_COM,GGOV,GVS,GUJ,STD11,COM,STAT,Statistics,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Commerce - Statistics - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-COM-MATH-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Commerce - Mathematics - 2027-2028,GVS-GGOV-GUJ-11-COM-MATH-27,GVS-GGOV-GUJ-STD11-COM-MATH-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_COM,GGOV,GVS,GUJ,STD11,COM,MATH,Mathematics,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Commerce - Mathematics - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-COM-AMATH-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Commerce - Applied Mathematics - 2027-2028,GVS-GGOV-GUJ-11-COM-AMATH-27,GVS-GGOV-GUJ-STD11-COM-AMATH-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_COM,GGOV,GVS,GUJ,STD11,COM,AMATH,Applied Mathematics,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Commerce - Applied Mathematics - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-COM-IP-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Commerce - Informatics Practices - 2027-2028,GVS-GGOV-GUJ-11-COM-IP-27,GVS-GGOV-GUJ-STD11-COM-IP-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_COM,GGOV,GVS,GUJ,STD11,COM,IP,Informatics Practices,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Commerce - Informatics Practices - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-COM-ENT-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Commerce - Entrepreneurship - 2027-2028,GVS-GGOV-GUJ-11-COM-ENT-27,GVS-GGOV-GUJ-STD11-COM-ENT-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_COM,GGOV,GVS,GUJ,STD11,COM,ENT,Entrepreneurship,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Commerce - Entrepreneurship - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-COM-HPE-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Commerce - Health and Physical Education - 2027-2028,GVS-GGOV-GUJ-11-COM-HPE-27,GVS-GGOV-GUJ-STD11-COM-HPE-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_COM,GGOV,GVS,GUJ,STD11,COM,HPE,Health and Physical Education,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Commerce - Health and Physical Education - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-ARTS-ENG-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - English - 2027-2028,GVS-GGOV-GUJ-11-ARTS-ENG-27,GVS-GGOV-GUJ-STD11-ARTS-ENG-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_ARTS,GGOV,GVS,GUJ,STD11,ARTS,ENG,English,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - English - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-ARTS-GUJ-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - Gujarati - 2027-2028,GVS-GGOV-GUJ-11-ARTS-GUJ-27,GVS-GGOV-GUJ-STD11-ARTS-GUJ-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_ARTS,GGOV,GVS,GUJ,STD11,ARTS,GUJ,Gujarati,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - Gujarati - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-ARTS-HIN-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - Hindi - 2027-2028,GVS-GGOV-GUJ-11-ARTS-HIN-27,GVS-GGOV-GUJ-STD11-ARTS-HIN-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_ARTS,GGOV,GVS,GUJ,STD11,ARTS,HIN,Hindi,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - Hindi - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-ARTS-HIST-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - History - 2027-2028,GVS-GGOV-GUJ-11-ARTS-HIST-27,GVS-GGOV-GUJ-STD11-ARTS-HIST-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_ARTS,GGOV,GVS,GUJ,STD11,ARTS,HIST,History,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - History - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-ARTS-GEO-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - Geography - 2027-2028,GVS-GGOV-GUJ-11-ARTS-GEO-27,GVS-GGOV-GUJ-STD11-ARTS-GEO-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_ARTS,GGOV,GVS,GUJ,STD11,ARTS,GEO,Geography,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - Geography - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-ARTS-POLSCI-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - Political Science - 2027-2028,GVS-GGOV-GUJ-11-ARTS-POLSCI-27,GVS-GGOV-GUJ-STD11-ARTS-POLSCI-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_ARTS,GGOV,GVS,GUJ,STD11,ARTS,POLSCI,Political Science,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - Political Science - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-ARTS-SOC-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - Sociology - 2027-2028,GVS-GGOV-GUJ-11-ARTS-SOC-27,GVS-GGOV-GUJ-STD11-ARTS-SOC-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_ARTS,GGOV,GVS,GUJ,STD11,ARTS,SOC,Sociology,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - Sociology - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-ARTS-PSY-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - Psychology - 2027-2028,GVS-GGOV-GUJ-11-ARTS-PSY-27,GVS-GGOV-GUJ-STD11-ARTS-PSY-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_ARTS,GGOV,GVS,GUJ,STD11,ARTS,PSY,Psychology,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - Psychology - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-ARTS-ECO-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - Economics - 2027-2028,GVS-GGOV-GUJ-11-ARTS-ECO-27,GVS-GGOV-GUJ-STD11-ARTS-ECO-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_ARTS,GGOV,GVS,GUJ,STD11,ARTS,ECO,Economics,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - Economics - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-ARTS-PHIL-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - Philosophy - 2027-2028,GVS-GGOV-GUJ-11-ARTS-PHIL-27,GVS-GGOV-GUJ-STD11-ARTS-PHIL-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_ARTS,GGOV,GVS,GUJ,STD11,ARTS,PHIL,Philosophy,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - Philosophy - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-ARTS-HOMESCI-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - Home Science - 2027-2028,GVS-GGOV-GUJ-11-ARTS-HOMESCI-27,GVS-GGOV-GUJ-STD11-ARTS-HOMESCI-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_ARTS,GGOV,GVS,GUJ,STD11,ARTS,HOMESCI,Home Science,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - Home Science - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-ARTS-LEGAL-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - Legal Studies - 2027-2028,GVS-GGOV-GUJ-11-ARTS-LEGAL-27,GVS-GGOV-GUJ-STD11-ARTS-LEGAL-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_ARTS,GGOV,GVS,GUJ,STD11,ARTS,LEGAL,Legal Studies,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - Legal Studies - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-ARTS-FINEART-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - Fine Arts / Painting - 2027-2028,GVS-GGOV-GUJ-11-ARTS-FINEART-27,GVS-GGOV-GUJ-STD11-ARTS-FINEART-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_ARTS,GGOV,GVS,GUJ,STD11,ARTS,FINEART,Fine Arts / Painting,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - Fine Arts / Painting - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-ARTS-MUSIC-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - Music - 2027-2028,GVS-GGOV-GUJ-11-ARTS-MUSIC-27,GVS-GGOV-GUJ-STD11-ARTS-MUSIC-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_ARTS,GGOV,GVS,GUJ,STD11,ARTS,MUSIC,Music,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - Music - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-ARTS-DANCE-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - Dance - 2027-2028,GVS-GGOV-GUJ-11-ARTS-DANCE-27,GVS-GGOV-GUJ-STD11-ARTS-DANCE-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_ARTS,GGOV,GVS,GUJ,STD11,ARTS,DANCE,Dance,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - Dance - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-ARTS-HPE-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - Health and Physical Education - 2027-2028,GVS-GGOV-GUJ-11-ARTS-HPE-27,GVS-GGOV-GUJ-STD11-ARTS-HPE-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_ARTS,GGOV,GVS,GUJ,STD11,ARTS,HPE,Health and Physical Education,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Arts / Humanities - Health and Physical Education - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-VOC-ENG-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Vocational - English - 2027-2028,GVS-GGOV-GUJ-11-VOC-ENG-27,GVS-GGOV-GUJ-STD11-VOC-ENG-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_VOC,GGOV,GVS,GUJ,STD11,VOC,ENG,English,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Vocational - English - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-VOC-GUJ-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Vocational - Gujarati - 2027-2028,GVS-GGOV-GUJ-11-VOC-GUJ-27,GVS-GGOV-GUJ-STD11-VOC-GUJ-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_VOC,GGOV,GVS,GUJ,STD11,VOC,GUJ,Gujarati,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Vocational - Gujarati - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-VOC-HIN-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Vocational - Hindi - 2027-2028,GVS-GGOV-GUJ-11-VOC-HIN-27,GVS-GGOV-GUJ-STD11-VOC-HIN-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_VOC,GGOV,GVS,GUJ,STD11,VOC,HIN,Hindi,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Vocational - Hindi - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-VOC-ITITES-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Vocational - Information Technology / IT-ITES - 2027-2028,GVS-GGOV-GUJ-11-VOC-ITITES-27,GVS-GGOV-GUJ-STD11-VOC-ITITES-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_VOC,GGOV,GVS,GUJ,STD11,VOC,ITITES,Information Technology / IT-ITES,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Vocational - Information Technology / IT-ITES - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-VOC-RETAIL-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Vocational - Retail - 2027-2028,GVS-GGOV-GUJ-11-VOC-RETAIL-27,GVS-GGOV-GUJ-STD11-VOC-RETAIL-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_VOC,GGOV,GVS,GUJ,STD11,VOC,RETAIL,Retail,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Vocational - Retail - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-VOC-HEALTHCARE-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Vocational - Healthcare - 2027-2028,GVS-GGOV-GUJ-11-VOC-HEALTHCARE-27,GVS-GGOV-GUJ-STD11-VOC-HEALTHCARE-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_VOC,GGOV,GVS,GUJ,STD11,VOC,HEALTHCARE,Healthcare,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Vocational - Healthcare - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-VOC-TOURISM-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Vocational - Tourism and Hospitality - 2027-2028,GVS-GGOV-GUJ-11-VOC-TOURISM-27,GVS-GGOV-GUJ-STD11-VOC-TOURISM-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_VOC,GGOV,GVS,GUJ,STD11,VOC,TOURISM,Tourism and Hospitality,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Vocational - Tourism and Hospitality - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-VOC-AGRI-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Vocational - Agriculture - 2027-2028,GVS-GGOV-GUJ-11-VOC-AGRI-27,GVS-GGOV-GUJ-STD11-VOC-AGRI-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_VOC,GGOV,GVS,GUJ,STD11,VOC,AGRI,Agriculture,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Vocational - Agriculture - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-VOC-BANKING-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Vocational - Banking and Insurance - 2027-2028,GVS-GGOV-GUJ-11-VOC-BANKING-27,GVS-GGOV-GUJ-STD11-VOC-BANKING-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_VOC,GGOV,GVS,GUJ,STD11,VOC,BANKING,Banking and Insurance,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Vocational - Banking and Insurance - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-VOC-AUTO-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Vocational - Automotive - 2027-2028,GVS-GGOV-GUJ-11-VOC-AUTO-27,GVS-GGOV-GUJ-STD11-VOC-AUTO-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_VOC,GGOV,GVS,GUJ,STD11,VOC,AUTO,Automotive,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Vocational - Automotive - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-VOC-ELECT-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Vocational - Electronics and Hardware - 2027-2028,GVS-GGOV-GUJ-11-VOC-ELECT-27,GVS-GGOV-GUJ-STD11-VOC-ELECT-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_VOC,GGOV,GVS,GUJ,STD11,VOC,ELECT,Electronics and Hardware,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Vocational - Electronics and Hardware - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-VOC-BEAUTY-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Vocational - Beauty and Wellness - 2027-2028,GVS-GGOV-GUJ-11-VOC-BEAUTY-27,GVS-GGOV-GUJ-STD11-VOC-BEAUTY-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_VOC,GGOV,GVS,GUJ,STD11,VOC,BEAUTY,Beauty and Wellness,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Vocational - Beauty and Wellness - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD11-VOC-HPE-2027,Green Valley School - GGOV - Gujarati Medium - Std 11 - Vocational - Health and Physical Education - 2027-2028,GVS-GGOV-GUJ-11-VOC-HPE-27,GVS-GGOV-GUJ-STD11-VOC-HPE-2027,GVS_TRUST_GGOV_GVS_GUJ_STD11_VOC,GGOV,GVS,GUJ,STD11,VOC,HPE,Health and Physical Education,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 11 - Vocational - Health and Physical Education - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD12-SCI-ENG-2027,Green Valley School - GGOV - Gujarati Medium - Std 12 - Science - English - 2027-2028,GVS-GGOV-GUJ-12-SCI-ENG-27,GVS-GGOV-GUJ-STD12-SCI-ENG-2027,GVS_TRUST_GGOV_GVS_GUJ_STD12_SCI,GGOV,GVS,GUJ,STD12,SCI,ENG,English,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 12 - Science - English - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD12-SCI-GUJ-2027,Green Valley School - GGOV - Gujarati Medium - Std 12 - Science - Gujarati - 2027-2028,GVS-GGOV-GUJ-12-SCI-GUJ-27,GVS-GGOV-GUJ-STD12-SCI-GUJ-2027,GVS_TRUST_GGOV_GVS_GUJ_STD12_SCI,GGOV,GVS,GUJ,STD12,SCI,GUJ,Gujarati,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 12 - Science - Gujarati - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD12-SCI-HIN-2027,Green Valley School - GGOV - Gujarati Medium - Std 12 - Science - Hindi - 2027-2028,GVS-GGOV-GUJ-12-SCI-HIN-27,GVS-GGOV-GUJ-STD12-SCI-HIN-2027,GVS_TRUST_GGOV_GVS_GUJ_STD12_SCI,GGOV,GVS,GUJ,STD12,SCI,HIN,Hindi,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 12 - Science - Hindi - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD12-SCI-PHY-2027,Green Valley School - GGOV - Gujarati Medium - Std 12 - Science - Physics - 2027-2028,GVS-GGOV-GUJ-12-SCI-PHY-27,GVS-GGOV-GUJ-STD12-SCI-PHY-2027,GVS_TRUST_GGOV_GVS_GUJ_STD12_SCI,GGOV,GVS,GUJ,STD12,SCI,PHY,Physics,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 12 - Science - Physics - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD12-SCI-CHEM-2027,Green Valley School - GGOV - Gujarati Medium - Std 12 - Science - Chemistry - 2027-2028,GVS-GGOV-GUJ-12-SCI-CHEM-27,GVS-GGOV-GUJ-STD12-SCI-CHEM-2027,GVS_TRUST_GGOV_GVS_GUJ_STD12_SCI,GGOV,GVS,GUJ,STD12,SCI,CHEM,Chemistry,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 12 - Science - Chemistry - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD12-SCI-BIO-2027,Green Valley School - GGOV - Gujarati Medium - Std 12 - Science - Biology - 2027-2028,GVS-GGOV-GUJ-12-SCI-BIO-27,GVS-GGOV-GUJ-STD12-SCI-BIO-2027,GVS_TRUST_GGOV_GVS_GUJ_STD12_SCI,GGOV,GVS,GUJ,STD12,SCI,BIO,Biology,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 12 - Science - Biology - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD12-SCI-MATH-2027,Green Valley School - GGOV - Gujarati Medium - Std 12 - Science - Mathematics - 2027-2028,GVS-GGOV-GUJ-12-SCI-MATH-27,GVS-GGOV-GUJ-STD12-SCI-MATH-2027,GVS_TRUST_GGOV_GVS_GUJ_STD12_SCI,GGOV,GVS,GUJ,STD12,SCI,MATH,Mathematics,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 12 - Science - Mathematics - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD12-SCI-AMATH-2027,Green Valley School - GGOV - Gujarati Medium - Std 12 - Science - Applied Mathematics - 2027-2028,GVS-GGOV-GUJ-12-SCI-AMATH-27,GVS-GGOV-GUJ-STD12-SCI-AMATH-2027,GVS_TRUST_GGOV_GVS_GUJ_STD12_SCI,GGOV,GVS,GUJ,STD12,SCI,AMATH,Applied Mathematics,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 12 - Science - Applied Mathematics - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD12-SCI-CS-2027,Green Valley School - GGOV - Gujarati Medium - Std 12 - Science - Computer Science - 2027-2028,GVS-GGOV-GUJ-12-SCI-CS-27,GVS-GGOV-GUJ-STD12-SCI-CS-2027,GVS_TRUST_GGOV_GVS_GUJ_STD12_SCI,GGOV,GVS,GUJ,STD12,SCI,CS,Computer Science,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 12 - Science - Computer Science - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD12-SCI-IP-2027,Green Valley School - GGOV - Gujarati Medium - Std 12 - Science - Informatics Practices - 2027-2028,GVS-GGOV-GUJ-12-SCI-IP-27,GVS-GGOV-GUJ-STD12-SCI-IP-2027,GVS_TRUST_GGOV_GVS_GUJ_STD12_SCI,GGOV,GVS,GUJ,STD12,SCI,IP,Informatics Practices,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 12 - Science - Informatics Practices - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD12-SCI-BIOTECH-2027,Green Valley School - GGOV - Gujarati Medium - Std 12 - Science - Biotechnology - 2027-2028,GVS-GGOV-GUJ-12-SCI-BIOTECH-27,GVS-GGOV-GUJ-STD12-SCI-BIOTECH-2027,GVS_TRUST_GGOV_GVS_GUJ_STD12_SCI,GGOV,GVS,GUJ,STD12,SCI,BIOTECH,Biotechnology,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 12 - Science - Biotechnology - 2027-2028. Division groups are created inside the course.
GVS-GGOV-GUJ-STD12-SCI-ENGGFX-2027,Green Valley School - GGOV - Gujarati Medium - Std 12 - Science - Engineering Graphics - 2027-2028,GVS-GGOV-GUJ-12-SCI-ENGGFX-27,GVS-GGOV-GUJ-STD12-SCI-ENGGFX-2027,GVS_TRUST_GGOV_GVS_GUJ_STD12_SCI,GGOV,GVS,GUJ,STD12,SCI,ENGGFX,Engineering Graphics,2027-2028,topics,12,1,1,1,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 12 - Science - Engineering Graphics - 2027-2028. Division groups are created inside the course.
