category_code,parent_category_code,category_type,name,idnumber,path,visible,description
GVS_TRUST_GGOV_GVS_HIN_STD03_GEN,GVS_TRUST_GGOV_GVS_HIN_STD03,STREAM,General,GVS_TRUST_GGOV_GVS_HIN_STD03_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Hindi Medium/Std 3/General,1,Stream category for General
GVS_TRUST_GGOV_GVS_HIN_STD04,GVS_TRUST_GGOV_GVS_HIN,GRADE,Std 4,GVS_TRUST_GGOV_GVS_HIN_STD04,Green Valley Education Trust/Gujarat Government/Green Valley School/Hindi Medium/Std 4,1,Grade category for Std 4
GVS_TRUST_GGOV_GVS_HIN_STD04_GEN,GVS_TRUST_GGOV_GVS_HIN_STD04,STREAM,General,GVS_TRUST_GGOV_GVS_HIN_STD04_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Hindi Medium/Std 4/General,1,Stream category for General
GVS_TRUST_GGOV_GVS_HIN_STD05,GVS_TRUST_GGOV_GVS_HIN,GRADE,Std 5,GVS_TRUST_GGOV_GVS_HIN_STD05,Green Valley Education Trust/Gujarat Government/Green Valley School/Hindi Medium/Std 5,1,Grade category for Std 5
GVS_TRUST_GGOV_GVS_HIN_STD05_GEN,GVS_TRUST_GGOV_GVS_HIN_STD05,STREAM,General,GVS_TRUST_GGOV_GVS_HIN_STD05_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Hindi Medium/Std 5/General,1,Stream category for General
GVS_TRUST_GGOV_GVS_HIN_STD06,GVS_TRUST_GGOV_GVS_HIN,GRADE,Std 6,GVS_TRUST_GGOV_GVS_HIN_STD06,Green Valley Education Trust/Gujarat Government/Green Valley School/Hindi Medium/Std 6,1,Grade category for Std 6
GVS_TRUST_GGOV_GVS_HIN_STD06_GEN,GVS_TRUST_GGOV_GVS_HIN_STD06,STREAM,General,GVS_TRUST_GGOV_GVS_HIN_STD06_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Hindi Medium/Std 6/General,1,Stream category for General
GVS_TRUST_GGOV_GVS_HIN_STD07,GVS_TRUST_GGOV_GVS_HIN,GRADE,Std 7,GVS_TRUST_GGOV_GVS_HIN_STD07,Green Valley Education Trust/Gujarat Government/Green Valley School/Hindi Medium/Std 7,1,Grade category for Std 7
GVS_TRUST_GGOV_GVS_HIN_STD07_GEN,GVS_TRUST_GGOV_GVS_HIN_STD07,STREAM,General,GVS_TRUST_GGOV_GVS_HIN_STD07_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Hindi Medium/Std 7/General,1,Stream category for General
GVS_TRUST_GGOV_GVS_HIN_STD08,GVS_TRUST_GGOV_GVS_HIN,GRADE,Std 8,GVS_TRUST_GGOV_GVS_HIN_STD08,Green Valley Education Trust/Gujarat Government/Green Valley School/Hindi Medium/Std 8,1,Grade category for Std 8
GVS_TRUST_GGOV_GVS_HIN_STD08_GEN,GVS_TRUST_GGOV_GVS_HIN_STD08,STREAM,General,GVS_TRUST_GGOV_GVS_HIN_STD08_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Hindi Medium/Std 8/General,1,Stream category for General
GVS_TRUST_GGOV_GVS_HIN_STD09,GVS_TRUST_GGOV_GVS_HIN,GRADE,Std 9,GVS_TRUST_GGOV_GVS_HIN_STD09,Green Valley Education Trust/Gujarat Government/Green Valley School/Hindi Medium/Std 9,1,Grade category for Std 9
GVS_TRUST_GGOV_GVS_HIN_STD09_GEN,GVS_TRUST_GGOV_GVS_HIN_STD09,STREAM,General,GVS_TRUST_GGOV_GVS_HIN_STD09_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Hindi Medium/Std 9/General,1,Stream category for General
GVS_TRUST_GGOV_GVS_HIN_STD09_VOC,GVS_TRUST_GGOV_GVS_HIN_STD09,STREAM,Vocational,GVS_TRUST_GGOV_GVS_HIN_STD09_VOC,Green Valley Education Trust/Gujarat Government/Green Valley School/Hindi Medium/Std 9/Vocational,1,Stream category for Vocational
GVS_TRUST_GGOV_GVS_HIN_STD10,GVS_TRUST_GGOV_GVS_HIN,GRADE,Std 10,GVS_TRUST_GGOV_GVS_HIN_STD10,Green Valley Education Trust/Gujarat Government/Green Valley School/Hindi Medium/Std 10,1,Grade category for Std 10
GVS_TRUST_GGOV_GVS_HIN_STD10_GEN,GVS_TRUST_GGOV_GVS_HIN_STD10,STREAM,General,GVS_TRUST_GGOV_GVS_HIN_STD10_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Hindi Medium/Std 10/General,1,Stream category for General
GVS_TRUST_GGOV_GVS_HIN_STD10_VOC,GVS_TRUST_GGOV_GVS_HIN_STD10,STREAM,Vocational,GVS_TRUST_GGOV_GVS_HIN_STD10_VOC,Green Valley Education Trust/Gujarat Government/Green Valley School/Hindi Medium/Std 10/Vocational,1,Stream category for Vocational
GVS_TRUST_GGOV_GVS_HIN_STD11,GVS_TRUST_GGOV_GVS_HIN,GRADE,Std 11,GVS_TRUST_GGOV_GVS_HIN_STD11,Green Valley Education Trust/Gujarat Government/Green Valley School/Hindi Medium/Std 11,1,Grade category for Std 11
GVS_TRUST_GGOV_GVS_HIN_STD11_ARTS,GVS_TRUST_GGOV_GVS_HIN_STD11,STREAM,Arts / Humanities,GVS_TRUST_GGOV_GVS_HIN_STD11_ARTS,Green Valley Education Trust/Gujarat Government/Green Valley School/Hindi Medium/Std 11/Arts / Humanities,1,Stream category for Arts / Humanities
GVS_TRUST_GGOV_GVS_HIN_STD11_COM,GVS_TRUST_GGOV_GVS_HIN_STD11,STREAM,Commerce,GVS_TRUST_GGOV_GVS_HIN_STD11_COM,Green Valley Education Trust/Gujarat Government/Green Valley School/Hindi Medium/Std 11/Commerce,1,Stream category for Commerce
GVS_TRUST_GGOV_GVS_HIN_STD11_SCI,GVS_TRUST_GGOV_GVS_HIN_STD11,STREAM,Science,GVS_TRUST_GGOV_GVS_HIN_STD11_SCI,Green Valley Education Trust/Gujarat Government/Green Valley School/Hindi Medium/Std 11/Science,1,Stream category for Science
GVS_TRUST_GGOV_GVS_HIN_STD11_VOC,GVS_TRUST_GGOV_GVS_HIN_STD11,STREAM,Vocational,GVS_TRUST_GGOV_GVS_HIN_STD11_VOC,Green Valley Education Trust/Gujarat Government/Green Valley School/Hindi Medium/Std 11/Vocational,1,Stream category for Vocational
GVS_TRUST_GGOV_GVS_HIN_STD12,GVS_TRUST_GGOV_GVS_HIN,GRADE,Std 12,GVS_TRUST_GGOV_GVS_HIN_STD12,Green Valley Education Trust/Gujarat Government/Green Valley School/Hindi Medium/Std 12,1,Grade category for Std 12
GVS_TRUST_GGOV_GVS_HIN_STD12_ARTS,GVS_TRUST_GGOV_GVS_HIN_STD12,STREAM,Arts / Humanities,GVS_TRUST_GGOV_GVS_HIN_STD12_ARTS,Green Valley Education Trust/Gujarat Government/Green Valley School/Hindi Medium/Std 12/Arts / Humanities,1,Stream category for Arts / Humanities
GVS_TRUST_GGOV_GVS_HIN_STD12_COM,GVS_TRUST_GGOV_GVS_HIN_STD12,STREAM,Commerce,GVS_TRUST_GGOV_GVS_HIN_STD12_COM,Green Valley Education Trust/Gujarat Government/Green Valley School/Hindi Medium/Std 12/Commerce,1,Stream category for Commerce
GVS_TRUST_GGOV_GVS_HIN_STD12_SCI,GVS_TRUST_GGOV_GVS_HIN_STD12,STREAM,Science,GVS_TRUST_GGOV_GVS_HIN_STD12_SCI,Green Valley Education Trust/Gujarat Government/Green Valley School/Hindi Medium/Std 12/Science,1,Stream category for Science
GVS_TRUST_GGOV_GVS_HIN_STD12_VOC,GVS_TRUST_GGOV_GVS_HIN_STD12,STREAM,Vocational,GVS_TRUST_GGOV_GVS_HIN_STD12_VOC,Green Valley Education Trust/Gujarat Government/Green Valley School/Hindi Medium/Std 12/Vocational,1,Stream category for Vocational
GVS_TRUST_GSEB,GVS_TRUST,BOARD,Gujarat Secondary and Higher Secondary Education Board,GVS_TRUST_GSEB,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board,1,Board category for Gujarat Secondary and Higher Secondary Education Board
GVS_TRUST_GSEB_GVS,GVS_TRUST_GSEB,SCHOOL,Green Valley School,GVS_TRUST_GSEB_GVS,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School,1,School category for Green Valley School
GVS_TRUST_GSEB_GVS_GUJ,GVS_TRUST_GSEB_GVS,MEDIUM,Gujarati Medium,GVS_TRUST_GSEB_GVS_GUJ,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium,1,Medium category for Gujarati Medium
GVS_TRUST_GSEB_GVS_GUJ_NUR,GVS_TRUST_GSEB_GVS_GUJ,GRADE,Nursery,GVS_TRUST_GSEB_GVS_GUJ_NUR,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Nursery,1,Grade category for Nursery
GVS_TRUST_GSEB_GVS_GUJ_NUR_GEN,GVS_TRUST_GSEB_GVS_GUJ_NUR,STREAM,General,GVS_TRUST_GSEB_GVS_GUJ_NUR_GEN,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Nursery/General,1,Stream category for General
GVS_TRUST_GSEB_GVS_GUJ_LKG,GVS_TRUST_GSEB_GVS_GUJ,GRADE,Junior KG,GVS_TRUST_GSEB_GVS_GUJ_LKG,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Junior KG,1,Grade category for Junior KG
GVS_TRUST_GSEB_GVS_GUJ_LKG_GEN,GVS_TRUST_GSEB_GVS_GUJ_LKG,STREAM,General,GVS_TRUST_GSEB_GVS_GUJ_LKG_GEN,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Junior KG/General,1,Stream category for General
GVS_TRUST_GSEB_GVS_GUJ_UKG,GVS_TRUST_GSEB_GVS_GUJ,GRADE,Senior KG,GVS_TRUST_GSEB_GVS_GUJ_UKG,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Senior KG,1,Grade category for Senior KG
GVS_TRUST_GSEB_GVS_GUJ_UKG_GEN,GVS_TRUST_GSEB_GVS_GUJ_UKG,STREAM,General,GVS_TRUST_GSEB_GVS_GUJ_UKG_GEN,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Senior KG/General,1,Stream category for General
GVS_TRUST_GSEB_GVS_GUJ_BAL,GVS_TRUST_GSEB_GVS_GUJ,GRADE,Balvatika,GVS_TRUST_GSEB_GVS_GUJ_BAL,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Balvatika,1,Grade category for Balvatika
GVS_TRUST_GSEB_GVS_GUJ_BAL_GEN,GVS_TRUST_GSEB_GVS_GUJ_BAL,STREAM,General,GVS_TRUST_GSEB_GVS_GUJ_BAL_GEN,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Balvatika/General,1,Stream category for General
GVS_TRUST_GSEB_GVS_GUJ_STD01,GVS_TRUST_GSEB_GVS_GUJ,GRADE,Std 1,GVS_TRUST_GSEB_GVS_GUJ_STD01,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 1,1,Grade category for Std 1
GVS_TRUST_GSEB_GVS_GUJ_STD01_GEN,GVS_TRUST_GSEB_GVS_GUJ_STD01,STREAM,General,GVS_TRUST_GSEB_GVS_GUJ_STD01_GEN,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 1/General,1,Stream category for General
GVS_TRUST_GSEB_GVS_GUJ_STD02,GVS_TRUST_GSEB_GVS_GUJ,GRADE,Std 2,GVS_TRUST_GSEB_GVS_GUJ_STD02,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 2,1,Grade category for Std 2
GVS_TRUST_GSEB_GVS_GUJ_STD02_GEN,GVS_TRUST_GSEB_GVS_GUJ_STD02,STREAM,General,GVS_TRUST_GSEB_GVS_GUJ_STD02_GEN,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 2/General,1,Stream category for General
GVS_TRUST_GSEB_GVS_GUJ_STD03,GVS_TRUST_GSEB_GVS_GUJ,GRADE,Std 3,GVS_TRUST_GSEB_GVS_GUJ_STD03,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 3,1,Grade category for Std 3
GVS_TRUST_GSEB_GVS_GUJ_STD03_GEN,GVS_TRUST_GSEB_GVS_GUJ_STD03,STREAM,General,GVS_TRUST_GSEB_GVS_GUJ_STD03_GEN,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 3/General,1,Stream category for General
GVS_TRUST_GSEB_GVS_GUJ_STD04,GVS_TRUST_GSEB_GVS_GUJ,GRADE,Std 4,GVS_TRUST_GSEB_GVS_GUJ_STD04,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 4,1,Grade category for Std 4
GVS_TRUST_GSEB_GVS_GUJ_STD04_GEN,GVS_TRUST_GSEB_GVS_GUJ_STD04,STREAM,General,GVS_TRUST_GSEB_GVS_GUJ_STD04_GEN,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 4/General,1,Stream category for General
GVS_TRUST_GSEB_GVS_GUJ_STD05,GVS_TRUST_GSEB_GVS_GUJ,GRADE,Std 5,GVS_TRUST_GSEB_GVS_GUJ_STD05,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 5,1,Grade category for Std 5
GVS_TRUST_GSEB_GVS_GUJ_STD05_GEN,GVS_TRUST_GSEB_GVS_GUJ_STD05,STREAM,General,GVS_TRUST_GSEB_GVS_GUJ_STD05_GEN,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 5/General,1,Stream category for General
GVS_TRUST_GSEB_GVS_GUJ_STD06,GVS_TRUST_GSEB_GVS_GUJ,GRADE,Std 6,GVS_TRUST_GSEB_GVS_GUJ_STD06,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 6,1,Grade category for Std 6
GVS_TRUST_GSEB_GVS_GUJ_STD06_GEN,GVS_TRUST_GSEB_GVS_GUJ_STD06,STREAM,General,GVS_TRUST_GSEB_GVS_GUJ_STD06_GEN,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 6/General,1,Stream category for General
GVS_TRUST_GSEB_GVS_GUJ_STD07,GVS_TRUST_GSEB_GVS_GUJ,GRADE,Std 7,GVS_TRUST_GSEB_GVS_GUJ_STD07,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 7,1,Grade category for Std 7
GVS_TRUST_GSEB_GVS_GUJ_STD07_GEN,GVS_TRUST_GSEB_GVS_GUJ_STD07,STREAM,General,GVS_TRUST_GSEB_GVS_GUJ_STD07_GEN,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 7/General,1,Stream category for General
GVS_TRUST_GSEB_GVS_GUJ_STD08,GVS_TRUST_GSEB_GVS_GUJ,GRADE,Std 8,GVS_TRUST_GSEB_GVS_GUJ_STD08,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 8,1,Grade category for Std 8
GVS_TRUST_GSEB_GVS_GUJ_STD08_GEN,GVS_TRUST_GSEB_GVS_GUJ_STD08,STREAM,General,GVS_TRUST_GSEB_GVS_GUJ_STD08_GEN,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 8/General,1,Stream category for General
GVS_TRUST_GSEB_GVS_GUJ_STD09,GVS_TRUST_GSEB_GVS_GUJ,GRADE,Std 9,GVS_TRUST_GSEB_GVS_GUJ_STD09,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 9,1,Grade category for Std 9
GVS_TRUST_GSEB_GVS_GUJ_STD09_GEN,GVS_TRUST_GSEB_GVS_GUJ_STD09,STREAM,General,GVS_TRUST_GSEB_GVS_GUJ_STD09_GEN,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 9/General,1,Stream category for General
GVS_TRUST_GSEB_GVS_GUJ_STD09_VOC,GVS_TRUST_GSEB_GVS_GUJ_STD09,STREAM,Vocational,GVS_TRUST_GSEB_GVS_GUJ_STD09_VOC,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 9/Vocational,1,Stream category for Vocational
GVS_TRUST_GSEB_GVS_GUJ_STD10,GVS_TRUST_GSEB_GVS_GUJ,GRADE,Std 10,GVS_TRUST_GSEB_GVS_GUJ_STD10,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 10,1,Grade category for Std 10
GVS_TRUST_GSEB_GVS_GUJ_STD10_GEN,GVS_TRUST_GSEB_GVS_GUJ_STD10,STREAM,General,GVS_TRUST_GSEB_GVS_GUJ_STD10_GEN,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 10/General,1,Stream category for General
GVS_TRUST_GSEB_GVS_GUJ_STD10_VOC,GVS_TRUST_GSEB_GVS_GUJ_STD10,STREAM,Vocational,GVS_TRUST_GSEB_GVS_GUJ_STD10_VOC,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 10/Vocational,1,Stream category for Vocational
GVS_TRUST_GSEB_GVS_GUJ_STD11,GVS_TRUST_GSEB_GVS_GUJ,GRADE,Std 11,GVS_TRUST_GSEB_GVS_GUJ_STD11,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11,1,Grade category for Std 11
GVS_TRUST_GSEB_GVS_GUJ_STD11_ARTS,GVS_TRUST_GSEB_GVS_GUJ_STD11,STREAM,Arts / Humanities,GVS_TRUST_GSEB_GVS_GUJ_STD11_ARTS,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Arts / Humanities,1,Stream category for Arts / Humanities
GVS_TRUST_GSEB_GVS_GUJ_STD11_COM,GVS_TRUST_GSEB_GVS_GUJ_STD11,STREAM,Commerce,GVS_TRUST_GSEB_GVS_GUJ_STD11_COM,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Commerce,1,Stream category for Commerce
GVS_TRUST_GSEB_GVS_GUJ_STD11_SCI,GVS_TRUST_GSEB_GVS_GUJ_STD11,STREAM,Science,GVS_TRUST_GSEB_GVS_GUJ_STD11_SCI,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Science,1,Stream category for Science
GVS_TRUST_GSEB_GVS_GUJ_STD11_VOC,GVS_TRUST_GSEB_GVS_GUJ_STD11,STREAM,Vocational,GVS_TRUST_GSEB_GVS_GUJ_STD11_VOC,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Vocational,1,Stream category for Vocational
GVS_TRUST_GSEB_GVS_GUJ_STD12,GVS_TRUST_GSEB_GVS_GUJ,GRADE,Std 12,GVS_TRUST_GSEB_GVS_GUJ_STD12,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 12,1,Grade category for Std 12
GVS_TRUST_GSEB_GVS_GUJ_STD12_ARTS,GVS_TRUST_GSEB_GVS_GUJ_STD12,STREAM,Arts / Humanities,GVS_TRUST_GSEB_GVS_GUJ_STD12_ARTS,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 12/Arts / Humanities,1,Stream category for Arts / Humanities
GVS_TRUST_GSEB_GVS_GUJ_STD12_COM,GVS_TRUST_GSEB_GVS_GUJ_STD12,STREAM,Commerce,GVS_TRUST_GSEB_GVS_GUJ_STD12_COM,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 12/Commerce,1,Stream category for Commerce
GVS_TRUST_GSEB_GVS_GUJ_STD12_SCI,GVS_TRUST_GSEB_GVS_GUJ_STD12,STREAM,Science,GVS_TRUST_GSEB_GVS_GUJ_STD12_SCI,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 12/Science,1,Stream category for Science
GVS_TRUST_GSEB_GVS_GUJ_STD12_VOC,GVS_TRUST_GSEB_GVS_GUJ_STD12,STREAM,Vocational,GVS_TRUST_GSEB_GVS_GUJ_STD12_VOC,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 12/Vocational,1,Stream category for Vocational
GVS_TRUST_GSEB_GVS_ENG,GVS_TRUST_GSEB_GVS,MEDIUM,English Medium,GVS_TRUST_GSEB_GVS_ENG,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/English Medium,1,Medium category for English Medium
GVS_TRUST_GSEB_GVS_ENG_NUR,GVS_TRUST_GSEB_GVS_ENG,GRADE,Nursery,GVS_TRUST_GSEB_GVS_ENG_NUR,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/English Medium/Nursery,1,Grade category for Nursery
GVS_TRUST_GSEB_GVS_ENG_NUR_GEN,GVS_TRUST_GSEB_GVS_ENG_NUR,STREAM,General,GVS_TRUST_GSEB_GVS_ENG_NUR_GEN,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/English Medium/Nursery/General,1,Stream category for General
GVS_TRUST_GSEB_GVS_ENG_LKG,GVS_TRUST_GSEB_GVS_ENG,GRADE,Junior KG,GVS_TRUST_GSEB_GVS_ENG_LKG,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/English Medium/Junior KG,1,Grade category for Junior KG
GVS_TRUST_GSEB_GVS_ENG_LKG_GEN,GVS_TRUST_GSEB_GVS_ENG_LKG,STREAM,General,GVS_TRUST_GSEB_GVS_ENG_LKG_GEN,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/English Medium/Junior KG/General,1,Stream category for General
GVS_TRUST_GSEB_GVS_ENG_UKG,GVS_TRUST_GSEB_GVS_ENG,GRADE,Senior KG,GVS_TRUST_GSEB_GVS_ENG_UKG,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/English Medium/Senior KG,1,Grade category for Senior KG
GVS_TRUST_GSEB_GVS_ENG_UKG_GEN,GVS_TRUST_GSEB_GVS_ENG_UKG,STREAM,General,GVS_TRUST_GSEB_GVS_ENG_UKG_GEN,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/English Medium/Senior KG/General,1,Stream category for General
GVS_TRUST_GSEB_GVS_ENG_BAL,GVS_TRUST_GSEB_GVS_ENG,GRADE,Balvatika,GVS_TRUST_GSEB_GVS_ENG_BAL,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/English Medium/Balvatika,1,Grade category for Balvatika
GVS_TRUST_GSEB_GVS_ENG_BAL_GEN,GVS_TRUST_GSEB_GVS_ENG_BAL,STREAM,General,GVS_TRUST_GSEB_GVS_ENG_BAL_GEN,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/English Medium/Balvatika/General,1,Stream category for General
GVS_TRUST_GSEB_GVS_ENG_STD01,GVS_TRUST_GSEB_GVS_ENG,GRADE,Std 1,GVS_TRUST_GSEB_GVS_ENG_STD01,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/English Medium/Std 1,1,Grade category for Std 1
GVS_TRUST_GSEB_GVS_ENG_STD01_GEN,GVS_TRUST_GSEB_GVS_ENG_STD01,STREAM,General,GVS_TRUST_GSEB_GVS_ENG_STD01_GEN,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/English Medium/Std 1/General,1,Stream category for General
GVS_TRUST_GSEB_GVS_ENG_STD02,GVS_TRUST_GSEB_GVS_ENG,GRADE,Std 2,GVS_TRUST_GSEB_GVS_ENG_STD02,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/English Medium/Std 2,1,Grade category for Std 2
GVS_TRUST_GSEB_GVS_ENG_STD02_GEN,GVS_TRUST_GSEB_GVS_ENG_STD02,STREAM,General,GVS_TRUST_GSEB_GVS_ENG_STD02_GEN,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/English Medium/Std 2/General,1,Stream category for General
GVS_TRUST_GSEB_GVS_ENG_STD03,GVS_TRUST_GSEB_GVS_ENG,GRADE,Std 3,GVS_TRUST_GSEB_GVS_ENG_STD03,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/English Medium/Std 3,1,Grade category for Std 3
GVS_TRUST_GSEB_GVS_ENG_STD03_GEN,GVS_TRUST_GSEB_GVS_ENG_STD03,STREAM,General,GVS_TRUST_GSEB_GVS_ENG_STD03_GEN,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/English Medium/Std 3/General,1,Stream category for General
GVS_TRUST_GSEB_GVS_ENG_STD04,GVS_TRUST_GSEB_GVS_ENG,GRADE,Std 4,GVS_TRUST_GSEB_GVS_ENG_STD04,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/English Medium/Std 4,1,Grade category for Std 4
GVS_TRUST_GSEB_GVS_ENG_STD04_GEN,GVS_TRUST_GSEB_GVS_ENG_STD04,STREAM,General,GVS_TRUST_GSEB_GVS_ENG_STD04_GEN,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/English Medium/Std 4/General,1,Stream category for General
GVS_TRUST_GSEB_GVS_ENG_STD05,GVS_TRUST_GSEB_GVS_ENG,GRADE,Std 5,GVS_TRUST_GSEB_GVS_ENG_STD05,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/English Medium/Std 5,1,Grade category for Std 5
GVS_TRUST_GSEB_GVS_ENG_STD05_GEN,GVS_TRUST_GSEB_GVS_ENG_STD05,STREAM,General,GVS_TRUST_GSEB_GVS_ENG_STD05_GEN,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/English Medium/Std 5/General,1,Stream category for General
GVS_TRUST_GSEB_GVS_ENG_STD06,GVS_TRUST_GSEB_GVS_ENG,GRADE,Std 6,GVS_TRUST_GSEB_GVS_ENG_STD06,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/English Medium/Std 6,1,Grade category for Std 6
GVS_TRUST_GSEB_GVS_ENG_STD06_GEN,GVS_TRUST_GSEB_GVS_ENG_STD06,STREAM,General,GVS_TRUST_GSEB_GVS_ENG_STD06_GEN,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/English Medium/Std 6/General,1,Stream category for General
