shortname,fullname,idnumber,category_idnumber,category_path,visible,format,numsections,enablecompletion,showgrades,showreports,groupmode,groupmodeforce,templatecourse,summary,tags
GVS-GSEB-GUJ-10-VOC-HPE-26,Green Valley School - GSEB - Gujarati Medium - Std 10 - Vocational - Health and Physical Education - 2026-2027,GVS-GSEB-GUJ-STD10-VOC-HPE-2026,GVS_TRUST_GSEB_GVS_GUJ_STD10_VOC,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 10/Vocational,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 10 - Vocational - Health and Physical Education - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD10,VOC,HPE"
GVS-GSEB-GUJ-11-SCI-ENG-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Science - English - 2026-2027,GVS-GSEB-GUJ-STD11-SCI-ENG-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_SCI,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Science,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Science - English - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,SCI,ENG"
GVS-GSEB-GUJ-11-SCI-GUJ-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Science - Gujarati - 2026-2027,GVS-GSEB-GUJ-STD11-SCI-GUJ-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_SCI,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Science,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Science - Gujarati - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,SCI,GUJ"
GVS-GSEB-GUJ-11-SCI-HIN-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Science - Hindi - 2026-2027,GVS-GSEB-GUJ-STD11-SCI-HIN-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_SCI,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Science,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Science - Hindi - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,SCI,HIN"
GVS-GSEB-GUJ-11-SCI-PHY-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Science - Physics - 2026-2027,GVS-GSEB-GUJ-STD11-SCI-PHY-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_SCI,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Science,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Science - Physics - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,SCI,PHY"
GVS-GSEB-GUJ-11-SCI-CHEM-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Science - Chemistry - 2026-2027,GVS-GSEB-GUJ-STD11-SCI-CHEM-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_SCI,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Science,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Science - Chemistry - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,SCI,CHEM"
GVS-GSEB-GUJ-11-SCI-BIO-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Science - Biology - 2026-2027,GVS-GSEB-GUJ-STD11-SCI-BIO-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_SCI,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Science,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Science - Biology - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,SCI,BIO"
GVS-GSEB-GUJ-11-SCI-MATH-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Science - Mathematics - 2026-2027,GVS-GSEB-GUJ-STD11-SCI-MATH-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_SCI,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Science,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Science - Mathematics - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,SCI,MATH"
GVS-GSEB-GUJ-11-SCI-AMATH-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Science - Applied Mathematics - 2026-2027,GVS-GSEB-GUJ-STD11-SCI-AMATH-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_SCI,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Science,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Science - Applied Mathematics - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,SCI,AMATH"
GVS-GSEB-GUJ-11-SCI-CS-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Science - Computer Science - 2026-2027,GVS-GSEB-GUJ-STD11-SCI-CS-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_SCI,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Science,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Science - Computer Science - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,SCI,CS"
GVS-GSEB-GUJ-11-SCI-IP-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Science - Informatics Practices - 2026-2027,GVS-GSEB-GUJ-STD11-SCI-IP-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_SCI,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Science,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Science - Informatics Practices - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,SCI,IP"
GVS-GSEB-GUJ-11-SCI-BIOTECH-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Science - Biotechnology - 2026-2027,GVS-GSEB-GUJ-STD11-SCI-BIOTECH-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_SCI,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Science,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Science - Biotechnology - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,SCI,BIOTECH"
GVS-GSEB-GUJ-11-SCI-ENGGFX-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Science - Engineering Graphics - 2026-2027,GVS-GSEB-GUJ-STD11-SCI-ENGGFX-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_SCI,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Science,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Science - Engineering Graphics - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,SCI,ENGGFX"
GVS-GSEB-GUJ-11-SCI-HPE-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Science - Health and Physical Education - 2026-2027,GVS-GSEB-GUJ-STD11-SCI-HPE-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_SCI,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Science,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Science - Health and Physical Education - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,SCI,HPE"
GVS-GSEB-GUJ-11-COM-ENG-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Commerce - English - 2026-2027,GVS-GSEB-GUJ-STD11-COM-ENG-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_COM,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Commerce,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Commerce - English - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,COM,ENG"
GVS-GSEB-GUJ-11-COM-GUJ-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Commerce - Gujarati - 2026-2027,GVS-GSEB-GUJ-STD11-COM-GUJ-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_COM,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Commerce,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Commerce - Gujarati - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,COM,GUJ"
GVS-GSEB-GUJ-11-COM-HIN-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Commerce - Hindi - 2026-2027,GVS-GSEB-GUJ-STD11-COM-HIN-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_COM,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Commerce,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Commerce - Hindi - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,COM,HIN"
GVS-GSEB-GUJ-11-COM-ACC-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Commerce - Accountancy - 2026-2027,GVS-GSEB-GUJ-STD11-COM-ACC-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_COM,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Commerce,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Commerce - Accountancy - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,COM,ACC"
GVS-GSEB-GUJ-11-COM-BST-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Commerce - Business Studies - 2026-2027,GVS-GSEB-GUJ-STD11-COM-BST-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_COM,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Commerce,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Commerce - Business Studies - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,COM,BST"
GVS-GSEB-GUJ-11-COM-BADMIN-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Commerce - Business Administration / Management - 2026-2027,GVS-GSEB-GUJ-STD11-COM-BADMIN-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_COM,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Commerce,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Commerce - Business Administration / Management - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,COM,BADMIN"
GVS-GSEB-GUJ-11-COM-ECO-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Commerce - Economics - 2026-2027,GVS-GSEB-GUJ-STD11-COM-ECO-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_COM,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Commerce,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Commerce - Economics - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,COM,ECO"
GVS-GSEB-GUJ-11-COM-STAT-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Commerce - Statistics - 2026-2027,GVS-GSEB-GUJ-STD11-COM-STAT-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_COM,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Commerce,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Commerce - Statistics - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,COM,STAT"
GVS-GSEB-GUJ-11-COM-MATH-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Commerce - Mathematics - 2026-2027,GVS-GSEB-GUJ-STD11-COM-MATH-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_COM,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Commerce,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Commerce - Mathematics - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,COM,MATH"
GVS-GSEB-GUJ-11-COM-AMATH-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Commerce - Applied Mathematics - 2026-2027,GVS-GSEB-GUJ-STD11-COM-AMATH-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_COM,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Commerce,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Commerce - Applied Mathematics - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,COM,AMATH"
GVS-GSEB-GUJ-11-COM-IP-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Commerce - Informatics Practices - 2026-2027,GVS-GSEB-GUJ-STD11-COM-IP-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_COM,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Commerce,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Commerce - Informatics Practices - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,COM,IP"
GVS-GSEB-GUJ-11-COM-ENT-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Commerce - Entrepreneurship - 2026-2027,GVS-GSEB-GUJ-STD11-COM-ENT-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_COM,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Commerce,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Commerce - Entrepreneurship - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,COM,ENT"
GVS-GSEB-GUJ-11-COM-HPE-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Commerce - Health and Physical Education - 2026-2027,GVS-GSEB-GUJ-STD11-COM-HPE-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_COM,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Commerce,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Commerce - Health and Physical Education - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,COM,HPE"
GVS-GSEB-GUJ-11-ARTS-ENG-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Arts / Humanities - English - 2026-2027,GVS-GSEB-GUJ-STD11-ARTS-ENG-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_ARTS,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Arts / Humanities,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Arts / Humanities - English - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,ARTS,ENG"
GVS-GSEB-GUJ-11-ARTS-GUJ-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Arts / Humanities - Gujarati - 2026-2027,GVS-GSEB-GUJ-STD11-ARTS-GUJ-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_ARTS,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Arts / Humanities,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Arts / Humanities - Gujarati - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,ARTS,GUJ"
GVS-GSEB-GUJ-11-ARTS-HIN-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Arts / Humanities - Hindi - 2026-2027,GVS-GSEB-GUJ-STD11-ARTS-HIN-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_ARTS,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Arts / Humanities,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Arts / Humanities - Hindi - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,ARTS,HIN"
GVS-GSEB-GUJ-11-ARTS-HIST-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Arts / Humanities - History - 2026-2027,GVS-GSEB-GUJ-STD11-ARTS-HIST-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_ARTS,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Arts / Humanities,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Arts / Humanities - History - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,ARTS,HIST"
GVS-GSEB-GUJ-11-ARTS-GEO-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Arts / Humanities - Geography - 2026-2027,GVS-GSEB-GUJ-STD11-ARTS-GEO-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_ARTS,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Arts / Humanities,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Arts / Humanities - Geography - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,ARTS,GEO"
GVS-GSEB-GUJ-11-ARTS-POLSCI-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Arts / Humanities - Political Science - 2026-2027,GVS-GSEB-GUJ-STD11-ARTS-POLSCI-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_ARTS,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Arts / Humanities,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Arts / Humanities - Political Science - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,ARTS,POLSCI"
GVS-GSEB-GUJ-11-ARTS-SOC-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Arts / Humanities - Sociology - 2026-2027,GVS-GSEB-GUJ-STD11-ARTS-SOC-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_ARTS,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Arts / Humanities,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Arts / Humanities - Sociology - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,ARTS,SOC"
GVS-GSEB-GUJ-11-ARTS-PSY-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Arts / Humanities - Psychology - 2026-2027,GVS-GSEB-GUJ-STD11-ARTS-PSY-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_ARTS,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Arts / Humanities,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Arts / Humanities - Psychology - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,ARTS,PSY"
GVS-GSEB-GUJ-11-ARTS-ECO-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Arts / Humanities - Economics - 2026-2027,GVS-GSEB-GUJ-STD11-ARTS-ECO-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_ARTS,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Arts / Humanities,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Arts / Humanities - Economics - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,ARTS,ECO"
GVS-GSEB-GUJ-11-ARTS-PHIL-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Arts / Humanities - Philosophy - 2026-2027,GVS-GSEB-GUJ-STD11-ARTS-PHIL-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_ARTS,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Arts / Humanities,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Arts / Humanities - Philosophy - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,ARTS,PHIL"
GVS-GSEB-GUJ-11-ARTS-HOMESCI-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Arts / Humanities - Home Science - 2026-2027,GVS-GSEB-GUJ-STD11-ARTS-HOMESCI-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_ARTS,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Arts / Humanities,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Arts / Humanities - Home Science - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,ARTS,HOMESCI"
GVS-GSEB-GUJ-11-ARTS-LEGAL-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Arts / Humanities - Legal Studies - 2026-2027,GVS-GSEB-GUJ-STD11-ARTS-LEGAL-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_ARTS,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Arts / Humanities,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Arts / Humanities - Legal Studies - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,ARTS,LEGAL"
GVS-GSEB-GUJ-11-ARTS-FINEART-26,Green Valley School - GSEB - Gujarati Medium - Std 11 - Arts / Humanities - Fine Arts / Painting - 2026-2027,GVS-GSEB-GUJ-STD11-ARTS-FINEART-2026,GVS_TRUST_GSEB_GVS_GUJ_STD11_ARTS,Green Valley Education Trust/Gujarat Secondary and Higher Secondary Education Board/Green Valley School/Gujarati Medium/Std 11/Arts / Humanities,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GSEB - Gujarati Medium - Std 11 - Arts / Humanities - Fine Arts / Painting - 2026-2027. Division groups are created inside the course.,"standard-template,GSEB,GUJ,STD11,ARTS,FINEART"
