academic_year,course_code,course_shortname,term_code,term_exam_template_code,enabled,required_for_completion,notes
2026-2027,DPS-GSEB-GUJ-STD09-GEN-MATH-2026,DPS-GSEB-GUJ-STD09-GEN-MATH-26,TERM2,TERM_EXAM_STD09_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD09-GEN-SCI-2026,DPS-GSEB-GUJ-STD09-GEN-SCI-26,TERM1,TERM_EXAM_STD09_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD09-GEN-SCI-2026,DPS-GSEB-GUJ-STD09-GEN-SCI-26,TERM2,TERM_EXAM_STD09_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD09-GEN-SS-2026,DPS-GSEB-GUJ-STD09-GEN-SS-26,TERM1,TERM_EXAM_STD09_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD09-GEN-SS-2026,DPS-GSEB-GUJ-STD09-GEN-SS-26,TERM2,TERM_EXAM_STD09_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD09-GEN-CS-2026,DPS-GSEB-GUJ-STD09-GEN-CS-26,TERM1,TERM_EXAM_STD09_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD09-GEN-CS-2026,DPS-GSEB-GUJ-STD09-GEN-CS-26,TERM2,TERM_EXAM_STD09_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD09-GEN-PE-2026,DPS-GSEB-GUJ-STD09-GEN-PE-26,TERM1,TERM_EXAM_STD09_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD09-GEN-PE-2026,DPS-GSEB-GUJ-STD09-GEN-PE-26,TERM2,TERM_EXAM_STD09_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD10-GEN-GUJ-2026,DPS-GSEB-GUJ-STD10-GEN-GUJ-26,TERM1,TERM_EXAM_STD10_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD10-GEN-GUJ-2026,DPS-GSEB-GUJ-STD10-GEN-GUJ-26,TERM2,TERM_EXAM_STD10_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD10-GEN-HIN-2026,DPS-GSEB-GUJ-STD10-GEN-HIN-26,TERM1,TERM_EXAM_STD10_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD10-GEN-HIN-2026,DPS-GSEB-GUJ-STD10-GEN-HIN-26,TERM2,TERM_EXAM_STD10_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD10-GEN-ENG-2026,DPS-GSEB-GUJ-STD10-GEN-ENG-26,TERM1,TERM_EXAM_STD10_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD10-GEN-ENG-2026,DPS-GSEB-GUJ-STD10-GEN-ENG-26,TERM2,TERM_EXAM_STD10_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD10-GEN-MATH-2026,DPS-GSEB-GUJ-STD10-GEN-MATH-26,TERM1,TERM_EXAM_STD10_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD10-GEN-MATH-2026,DPS-GSEB-GUJ-STD10-GEN-MATH-26,TERM2,TERM_EXAM_STD10_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD10-GEN-SCI-2026,DPS-GSEB-GUJ-STD10-GEN-SCI-26,TERM1,TERM_EXAM_STD10_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD10-GEN-SCI-2026,DPS-GSEB-GUJ-STD10-GEN-SCI-26,TERM2,TERM_EXAM_STD10_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD10-GEN-SS-2026,DPS-GSEB-GUJ-STD10-GEN-SS-26,TERM1,TERM_EXAM_STD10_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD10-GEN-SS-2026,DPS-GSEB-GUJ-STD10-GEN-SS-26,TERM2,TERM_EXAM_STD10_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD10-GEN-CS-2026,DPS-GSEB-GUJ-STD10-GEN-CS-26,TERM1,TERM_EXAM_STD10_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD10-GEN-CS-2026,DPS-GSEB-GUJ-STD10-GEN-CS-26,TERM2,TERM_EXAM_STD10_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD10-GEN-PE-2026,DPS-GSEB-GUJ-STD10-GEN-PE-26,TERM1,TERM_EXAM_STD10_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD10-GEN-PE-2026,DPS-GSEB-GUJ-STD10-GEN-PE-26,TERM2,TERM_EXAM_STD10_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-SCI-ENG-2026,DPS-GSEB-GUJ-STD11-SCI-ENG-26,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-SCI-ENG-2026,DPS-GSEB-GUJ-STD11-SCI-ENG-26,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-SCI-PHY-2026,DPS-GSEB-GUJ-STD11-SCI-PHY-26,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-SCI-PHY-2026,DPS-GSEB-GUJ-STD11-SCI-PHY-26,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-SCI-CHEM-2026,DPS-GSEB-GUJ-STD11-SCI-CHEM-26,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-SCI-CHEM-2026,DPS-GSEB-GUJ-STD11-SCI-CHEM-26,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-SCI-BIO-2026,DPS-GSEB-GUJ-STD11-SCI-BIO-26,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-SCI-BIO-2026,DPS-GSEB-GUJ-STD11-SCI-BIO-26,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-SCI-MATH-2026,DPS-GSEB-GUJ-STD11-SCI-MATH-26,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-SCI-MATH-2026,DPS-GSEB-GUJ-STD11-SCI-MATH-26,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-SCI-CS-2026,DPS-GSEB-GUJ-STD11-SCI-CS-26,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-SCI-CS-2026,DPS-GSEB-GUJ-STD11-SCI-CS-26,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-SCI-PE-2026,DPS-GSEB-GUJ-STD11-SCI-PE-26,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-SCI-PE-2026,DPS-GSEB-GUJ-STD11-SCI-PE-26,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-COM-ENG-2026,DPS-GSEB-GUJ-STD11-COM-ENG-26,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-COM-ENG-2026,DPS-GSEB-GUJ-STD11-COM-ENG-26,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-COM-ACC-2026,DPS-GSEB-GUJ-STD11-COM-ACC-26,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-COM-ACC-2026,DPS-GSEB-GUJ-STD11-COM-ACC-26,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-COM-BA-2026,DPS-GSEB-GUJ-STD11-COM-BA-26,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-COM-BA-2026,DPS-GSEB-GUJ-STD11-COM-BA-26,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-COM-ECO-2026,DPS-GSEB-GUJ-STD11-COM-ECO-26,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-COM-ECO-2026,DPS-GSEB-GUJ-STD11-COM-ECO-26,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-COM-STAT-2026,DPS-GSEB-GUJ-STD11-COM-STAT-26,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-COM-STAT-2026,DPS-GSEB-GUJ-STD11-COM-STAT-26,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-COM-CS-2026,DPS-GSEB-GUJ-STD11-COM-CS-26,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-COM-CS-2026,DPS-GSEB-GUJ-STD11-COM-CS-26,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-COM-PE-2026,DPS-GSEB-GUJ-STD11-COM-PE-26,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-COM-PE-2026,DPS-GSEB-GUJ-STD11-COM-PE-26,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-ARTS-ENG-2026,DPS-GSEB-GUJ-STD11-ARTS-ENG-26,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-ARTS-ENG-2026,DPS-GSEB-GUJ-STD11-ARTS-ENG-26,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-ARTS-HIST-2026,DPS-GSEB-GUJ-STD11-ARTS-HIST-26,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-ARTS-HIST-2026,DPS-GSEB-GUJ-STD11-ARTS-HIST-26,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-ARTS-GEO-2026,DPS-GSEB-GUJ-STD11-ARTS-GEO-26,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-ARTS-GEO-2026,DPS-GSEB-GUJ-STD11-ARTS-GEO-26,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-ARTS-POLSCI-2026,DPS-GSEB-GUJ-STD11-ARTS-POLSCI-26,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-ARTS-POLSCI-2026,DPS-GSEB-GUJ-STD11-ARTS-POLSCI-26,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-ARTS-PSY-2026,DPS-GSEB-GUJ-STD11-ARTS-PSY-26,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-ARTS-PSY-2026,DPS-GSEB-GUJ-STD11-ARTS-PSY-26,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-ARTS-SOC-2026,DPS-GSEB-GUJ-STD11-ARTS-SOC-26,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-ARTS-SOC-2026,DPS-GSEB-GUJ-STD11-ARTS-SOC-26,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-ARTS-PE-2026,DPS-GSEB-GUJ-STD11-ARTS-PE-26,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD11-ARTS-PE-2026,DPS-GSEB-GUJ-STD11-ARTS-PE-26,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD12-SCI-ENG-2026,DPS-GSEB-GUJ-STD12-SCI-ENG-26,TERM1,TERM_EXAM_STD12_TERM1,1,1,Generated grade-wise term exam assignment.
2026-2027,DPS-GSEB-GUJ-STD12-SCI-ENG-2026,DPS-GSEB-GUJ-STD12-SCI-ENG-26,TERM2,TERM_EXAM_STD12_TERM2,1,1,Generated grade-wise term exam assignment.
