academic_year,board_code,medium_code,grade_code,stream_code,division_codes,capacity,is_active,notes
2026-2027,GSEB,HIN,PRE03,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,PRE04,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,PRO_CA_FIN,PRO_FIN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,PRO_CA_FND,PRO_FIN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,PRO_CA_INT,PRO_FIN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,PRO_CS_EXE,LAW,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,STD01,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,STD02,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,STD03,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,STD04,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,STD05,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,STD06,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,STD07,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,STD08,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,STD09,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,STD10,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,STD11_ART,ART,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,STD11_COM,COM,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,STD11_SCI,SCI,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,STD12_ART,ART,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,STD12_COM,COM,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,STD12_SCI,SCI,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_PG_AI_Y1,AIE,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_PG_AI_Y2,AIE,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_PG_LAW_Y1,LAW,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_PG_LAW_Y2,LAW,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_PG_MARCH_Y1,ARC,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_PG_MBA_Y1,MGT,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_PG_MBA_Y2,MGT,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_PG_MCA_Y1,CSA,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_PG_MCA_Y2,CSA,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_PG_MCOM_Y1,PRO_FIN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_PG_MFA_Y1,ART,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_PG_MPT_Y1,AHS,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_PG_MSW_Y1,ART,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_PHD_AI,RES,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_PHD_DS,RES,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_PHD_RE,RES,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_BARCH_Y1,ARC,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_BARCH_Y5,ARC,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_BBA_Y1,MGT,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_BBA_Y2,MGT,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_BBA_Y3,MGT,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_BCA_Y1,CSA,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_BCA_Y2,CSA,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_BCA_Y3,CSA,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_BFA_Y1,ART,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_BHM_Y1,HOS,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_BPT_Y1,AHS,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_BPT_Y4,AHS,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_BSW_Y1,ART,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_CSE_Y1,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_CSE_Y2,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_CSE_Y3,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_CSE_Y4,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_DS_Y1,SCI,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_DS_Y2,SCI,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_DS_Y3,SCI,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_LAW_Y1,LAW,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_LAW_Y5,LAW,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_MED_Y1,MED,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_MED_Y2,MED,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_MED_Y3,MED,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_MED_Y4,MED,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_MED_Y5,MED,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_UX_Y1,DES,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_UX_Y2,DES,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_UX_Y3,DES,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,UNI_UG_UX_Y4,DES,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
