username,role_shortname,context_type,context_identifier,notes
dps.tch.eng.hin,editingteacher,course,DPS-GSEB-ENG-STD07-GEN-HIN-2027,Subject teacher for DPS-GSEB-ENG-STD07-GEN-HIN-27.
dps.tch.eng.eng,editingteacher,course,DPS-GSEB-ENG-STD07-GEN-ENG-2027,Subject teacher for DPS-GSEB-ENG-STD07-GEN-ENG-27.
dps.tch.eng.math,editingteacher,course,DPS-GSEB-ENG-STD07-GEN-MATH-2027,Subject teacher for DPS-GSEB-ENG-STD07-GEN-MATH-27.
dps.tch.eng.sci,editingteacher,course,DPS-GSEB-ENG-STD07-GEN-SCI-2027,Subject teacher for DPS-GSEB-ENG-STD07-GEN-SCI-27.
dps.tch.eng.ss,editingteacher,course,DPS-GSEB-ENG-STD07-GEN-SS-2027,Subject teacher for DPS-GSEB-ENG-STD07-GEN-SS-27.
dps.tch.eng.cs,editingteacher,course,DPS-GSEB-ENG-STD07-GEN-CS-2027,Subject teacher for DPS-GSEB-ENG-STD07-GEN-CS-27.
dps.tch.eng.art,editingteacher,course,DPS-GSEB-ENG-STD07-GEN-ART-2027,Subject teacher for DPS-GSEB-ENG-STD07-GEN-ART-27.
dps.tch.eng.pe,editingteacher,course,DPS-GSEB-ENG-STD07-GEN-PE-2027,Subject teacher for DPS-GSEB-ENG-STD07-GEN-PE-27.
dps.tch.eng.guj,editingteacher,course,DPS-GSEB-ENG-STD08-GEN-GUJ-2027,Subject teacher for DPS-GSEB-ENG-STD08-GEN-GUJ-27.
dps.tch.eng.hin,editingteacher,course,DPS-GSEB-ENG-STD08-GEN-HIN-2027,Subject teacher for DPS-GSEB-ENG-STD08-GEN-HIN-27.
dps.tch.eng.eng,editingteacher,course,DPS-GSEB-ENG-STD08-GEN-ENG-2027,Subject teacher for DPS-GSEB-ENG-STD08-GEN-ENG-27.
dps.tch.eng.math,editingteacher,course,DPS-GSEB-ENG-STD08-GEN-MATH-2027,Subject teacher for DPS-GSEB-ENG-STD08-GEN-MATH-27.
dps.tch.eng.sci,editingteacher,course,DPS-GSEB-ENG-STD08-GEN-SCI-2027,Subject teacher for DPS-GSEB-ENG-STD08-GEN-SCI-27.
dps.tch.eng.ss,editingteacher,course,DPS-GSEB-ENG-STD08-GEN-SS-2027,Subject teacher for DPS-GSEB-ENG-STD08-GEN-SS-27.
dps.tch.eng.cs,editingteacher,course,DPS-GSEB-ENG-STD08-GEN-CS-2027,Subject teacher for DPS-GSEB-ENG-STD08-GEN-CS-27.
dps.tch.eng.art,editingteacher,course,DPS-GSEB-ENG-STD08-GEN-ART-2027,Subject teacher for DPS-GSEB-ENG-STD08-GEN-ART-27.
dps.tch.eng.pe,editingteacher,course,DPS-GSEB-ENG-STD08-GEN-PE-2027,Subject teacher for DPS-GSEB-ENG-STD08-GEN-PE-27.
dps.tch.eng.guj,editingteacher,course,DPS-GSEB-ENG-STD09-GEN-GUJ-2027,Subject teacher for DPS-GSEB-ENG-STD09-GEN-GUJ-27.
dps.tch.eng.hin,editingteacher,course,DPS-GSEB-ENG-STD09-GEN-HIN-2027,Subject teacher for DPS-GSEB-ENG-STD09-GEN-HIN-27.
dps.tch.eng.eng,editingteacher,course,DPS-GSEB-ENG-STD09-GEN-ENG-2027,Subject teacher for DPS-GSEB-ENG-STD09-GEN-ENG-27.
dps.tch.eng.math,editingteacher,course,DPS-GSEB-ENG-STD09-GEN-MATH-2027,Subject teacher for DPS-GSEB-ENG-STD09-GEN-MATH-27.
dps.tch.eng.sci,editingteacher,course,DPS-GSEB-ENG-STD09-GEN-SCI-2027,Subject teacher for DPS-GSEB-ENG-STD09-GEN-SCI-27.
dps.tch.eng.ss,editingteacher,course,DPS-GSEB-ENG-STD09-GEN-SS-2027,Subject teacher for DPS-GSEB-ENG-STD09-GEN-SS-27.
dps.tch.eng.cs,editingteacher,course,DPS-GSEB-ENG-STD09-GEN-CS-2027,Subject teacher for DPS-GSEB-ENG-STD09-GEN-CS-27.
dps.tch.eng.pe,editingteacher,course,DPS-GSEB-ENG-STD09-GEN-PE-2027,Subject teacher for DPS-GSEB-ENG-STD09-GEN-PE-27.
dps.tch.eng.guj,editingteacher,course,DPS-GSEB-ENG-STD10-GEN-GUJ-2027,Subject teacher for DPS-GSEB-ENG-STD10-GEN-GUJ-27.
dps.tch.eng.hin,editingteacher,course,DPS-GSEB-ENG-STD10-GEN-HIN-2027,Subject teacher for DPS-GSEB-ENG-STD10-GEN-HIN-27.
dps.tch.eng.eng,editingteacher,course,DPS-GSEB-ENG-STD10-GEN-ENG-2027,Subject teacher for DPS-GSEB-ENG-STD10-GEN-ENG-27.
dps.tch.eng.math,editingteacher,course,DPS-GSEB-ENG-STD10-GEN-MATH-2027,Subject teacher for DPS-GSEB-ENG-STD10-GEN-MATH-27.
dps.tch.eng.sci,editingteacher,course,DPS-GSEB-ENG-STD10-GEN-SCI-2027,Subject teacher for DPS-GSEB-ENG-STD10-GEN-SCI-27.
dps.tch.eng.ss,editingteacher,course,DPS-GSEB-ENG-STD10-GEN-SS-2027,Subject teacher for DPS-GSEB-ENG-STD10-GEN-SS-27.
dps.tch.eng.cs,editingteacher,course,DPS-GSEB-ENG-STD10-GEN-CS-2027,Subject teacher for DPS-GSEB-ENG-STD10-GEN-CS-27.
dps.tch.eng.pe,editingteacher,course,DPS-GSEB-ENG-STD10-GEN-PE-2027,Subject teacher for DPS-GSEB-ENG-STD10-GEN-PE-27.
dps.tch.eng.eng,editingteacher,course,DPS-GSEB-ENG-STD11-SCI-ENG-2027,Subject teacher for DPS-GSEB-ENG-STD11-SCI-ENG-27.
dps.tch.eng.phy,editingteacher,course,DPS-GSEB-ENG-STD11-SCI-PHY-2027,Subject teacher for DPS-GSEB-ENG-STD11-SCI-PHY-27.
dps.tch.eng.chem,editingteacher,course,DPS-GSEB-ENG-STD11-SCI-CHEM-2027,Subject teacher for DPS-GSEB-ENG-STD11-SCI-CHEM-27.
dps.tch.eng.bio,editingteacher,course,DPS-GSEB-ENG-STD11-SCI-BIO-2027,Subject teacher for DPS-GSEB-ENG-STD11-SCI-BIO-27.
dps.tch.eng.math,editingteacher,course,DPS-GSEB-ENG-STD11-SCI-MATH-2027,Subject teacher for DPS-GSEB-ENG-STD11-SCI-MATH-27.
dps.tch.eng.cs,editingteacher,course,DPS-GSEB-ENG-STD11-SCI-CS-2027,Subject teacher for DPS-GSEB-ENG-STD11-SCI-CS-27.
dps.tch.eng.pe,editingteacher,course,DPS-GSEB-ENG-STD11-SCI-PE-2027,Subject teacher for DPS-GSEB-ENG-STD11-SCI-PE-27.
dps.tch.eng.eng,editingteacher,course,DPS-GSEB-ENG-STD11-COM-ENG-2027,Subject teacher for DPS-GSEB-ENG-STD11-COM-ENG-27.
dps.tch.eng.acc,editingteacher,course,DPS-GSEB-ENG-STD11-COM-ACC-2027,Subject teacher for DPS-GSEB-ENG-STD11-COM-ACC-27.
dps.tch.eng.ba,editingteacher,course,DPS-GSEB-ENG-STD11-COM-BA-2027,Subject teacher for DPS-GSEB-ENG-STD11-COM-BA-27.
dps.tch.eng.eco,editingteacher,course,DPS-GSEB-ENG-STD11-COM-ECO-2027,Subject teacher for DPS-GSEB-ENG-STD11-COM-ECO-27.
dps.tch.eng.stat,editingteacher,course,DPS-GSEB-ENG-STD11-COM-STAT-2027,Subject teacher for DPS-GSEB-ENG-STD11-COM-STAT-27.
dps.tch.eng.cs,editingteacher,course,DPS-GSEB-ENG-STD11-COM-CS-2027,Subject teacher for DPS-GSEB-ENG-STD11-COM-CS-27.
dps.tch.eng.pe,editingteacher,course,DPS-GSEB-ENG-STD11-COM-PE-2027,Subject teacher for DPS-GSEB-ENG-STD11-COM-PE-27.
dps.tch.eng.eng,editingteacher,course,DPS-GSEB-ENG-STD11-ARTS-ENG-2027,Subject teacher for DPS-GSEB-ENG-STD11-ARTS-ENG-27.
dps.tch.eng.hist,editingteacher,course,DPS-GSEB-ENG-STD11-ARTS-HIST-2027,Subject teacher for DPS-GSEB-ENG-STD11-ARTS-HIST-27.
dps.tch.eng.geo,editingteacher,course,DPS-GSEB-ENG-STD11-ARTS-GEO-2027,Subject teacher for DPS-GSEB-ENG-STD11-ARTS-GEO-27.
dps.tch.eng.polsci,editingteacher,course,DPS-GSEB-ENG-STD11-ARTS-POLSCI-2027,Subject teacher for DPS-GSEB-ENG-STD11-ARTS-POLSCI-27.
dps.tch.eng.psy,editingteacher,course,DPS-GSEB-ENG-STD11-ARTS-PSY-2027,Subject teacher for DPS-GSEB-ENG-STD11-ARTS-PSY-27.
dps.tch.eng.soc,editingteacher,course,DPS-GSEB-ENG-STD11-ARTS-SOC-2027,Subject teacher for DPS-GSEB-ENG-STD11-ARTS-SOC-27.
dps.tch.eng.pe,editingteacher,course,DPS-GSEB-ENG-STD11-ARTS-PE-2027,Subject teacher for DPS-GSEB-ENG-STD11-ARTS-PE-27.
dps.tch.eng.eng,editingteacher,course,DPS-GSEB-ENG-STD12-SCI-ENG-2027,Subject teacher for DPS-GSEB-ENG-STD12-SCI-ENG-27.
dps.tch.eng.phy,editingteacher,course,DPS-GSEB-ENG-STD12-SCI-PHY-2027,Subject teacher for DPS-GSEB-ENG-STD12-SCI-PHY-27.
dps.tch.eng.chem,editingteacher,course,DPS-GSEB-ENG-STD12-SCI-CHEM-2027,Subject teacher for DPS-GSEB-ENG-STD12-SCI-CHEM-27.
dps.tch.eng.bio,editingteacher,course,DPS-GSEB-ENG-STD12-SCI-BIO-2027,Subject teacher for DPS-GSEB-ENG-STD12-SCI-BIO-27.
dps.tch.eng.math,editingteacher,course,DPS-GSEB-ENG-STD12-SCI-MATH-2027,Subject teacher for DPS-GSEB-ENG-STD12-SCI-MATH-27.
dps.tch.eng.cs,editingteacher,course,DPS-GSEB-ENG-STD12-SCI-CS-2027,Subject teacher for DPS-GSEB-ENG-STD12-SCI-CS-27.
dps.tch.eng.pe,editingteacher,course,DPS-GSEB-ENG-STD12-SCI-PE-2027,Subject teacher for DPS-GSEB-ENG-STD12-SCI-PE-27.
dps.tch.eng.eng,editingteacher,course,DPS-GSEB-ENG-STD12-COM-ENG-2027,Subject teacher for DPS-GSEB-ENG-STD12-COM-ENG-27.
dps.tch.eng.acc,editingteacher,course,DPS-GSEB-ENG-STD12-COM-ACC-2027,Subject teacher for DPS-GSEB-ENG-STD12-COM-ACC-27.
dps.tch.eng.ba,editingteacher,course,DPS-GSEB-ENG-STD12-COM-BA-2027,Subject teacher for DPS-GSEB-ENG-STD12-COM-BA-27.
dps.tch.eng.eco,editingteacher,course,DPS-GSEB-ENG-STD12-COM-ECO-2027,Subject teacher for DPS-GSEB-ENG-STD12-COM-ECO-27.
dps.tch.eng.stat,editingteacher,course,DPS-GSEB-ENG-STD12-COM-STAT-2027,Subject teacher for DPS-GSEB-ENG-STD12-COM-STAT-27.
dps.tch.eng.cs,editingteacher,course,DPS-GSEB-ENG-STD12-COM-CS-2027,Subject teacher for DPS-GSEB-ENG-STD12-COM-CS-27.
dps.tch.eng.pe,editingteacher,course,DPS-GSEB-ENG-STD12-COM-PE-2027,Subject teacher for DPS-GSEB-ENG-STD12-COM-PE-27.
dps.tch.eng.eng,editingteacher,course,DPS-GSEB-ENG-STD12-ARTS-ENG-2027,Subject teacher for DPS-GSEB-ENG-STD12-ARTS-ENG-27.
dps.tch.eng.hist,editingteacher,course,DPS-GSEB-ENG-STD12-ARTS-HIST-2027,Subject teacher for DPS-GSEB-ENG-STD12-ARTS-HIST-27.
dps.tch.eng.geo,editingteacher,course,DPS-GSEB-ENG-STD12-ARTS-GEO-2027,Subject teacher for DPS-GSEB-ENG-STD12-ARTS-GEO-27.
dps.tch.eng.polsci,editingteacher,course,DPS-GSEB-ENG-STD12-ARTS-POLSCI-2027,Subject teacher for DPS-GSEB-ENG-STD12-ARTS-POLSCI-27.
dps.tch.eng.psy,editingteacher,course,DPS-GSEB-ENG-STD12-ARTS-PSY-2027,Subject teacher for DPS-GSEB-ENG-STD12-ARTS-PSY-27.
dps.tch.eng.soc,editingteacher,course,DPS-GSEB-ENG-STD12-ARTS-SOC-2027,Subject teacher for DPS-GSEB-ENG-STD12-ARTS-SOC-27.
dps.tch.eng.pe,editingteacher,course,DPS-GSEB-ENG-STD12-ARTS-PE-2027,Subject teacher for DPS-GSEB-ENG-STD12-ARTS-PE-27.
dps.tch.hin.guj,editingteacher,course,DPS-GSEB-HIN-STD01-GEN-GUJ-2027,Subject teacher for DPS-GSEB-HIN-STD01-GEN-GUJ-27.
dps.tch.hin.hin,editingteacher,course,DPS-GSEB-HIN-STD01-GEN-HIN-2027,Subject teacher for DPS-GSEB-HIN-STD01-GEN-HIN-27.
dps.tch.hin.eng,editingteacher,course,DPS-GSEB-HIN-STD01-GEN-ENG-2027,Subject teacher for DPS-GSEB-HIN-STD01-GEN-ENG-27.
dps.tch.hin.math,editingteacher,course,DPS-GSEB-HIN-STD01-GEN-MATH-2027,Subject teacher for DPS-GSEB-HIN-STD01-GEN-MATH-27.
dps.tch.hin.evs,editingteacher,course,DPS-GSEB-HIN-STD01-GEN-EVS-2027,Subject teacher for DPS-GSEB-HIN-STD01-GEN-EVS-27.
dps.tch.hin.art,editingteacher,course,DPS-GSEB-HIN-STD01-GEN-ART-2027,Subject teacher for DPS-GSEB-HIN-STD01-GEN-ART-27.
dps.tch.hin.pe,editingteacher,course,DPS-GSEB-HIN-STD01-GEN-PE-2027,Subject teacher for DPS-GSEB-HIN-STD01-GEN-PE-27.
dps.tch.hin.guj,editingteacher,course,DPS-GSEB-HIN-STD02-GEN-GUJ-2027,Subject teacher for DPS-GSEB-HIN-STD02-GEN-GUJ-27.
dps.tch.hin.hin,editingteacher,course,DPS-GSEB-HIN-STD02-GEN-HIN-2027,Subject teacher for DPS-GSEB-HIN-STD02-GEN-HIN-27.
dps.tch.hin.eng,editingteacher,course,DPS-GSEB-HIN-STD02-GEN-ENG-2027,Subject teacher for DPS-GSEB-HIN-STD02-GEN-ENG-27.
dps.tch.hin.math,editingteacher,course,DPS-GSEB-HIN-STD02-GEN-MATH-2027,Subject teacher for DPS-GSEB-HIN-STD02-GEN-MATH-27.
dps.tch.hin.evs,editingteacher,course,DPS-GSEB-HIN-STD02-GEN-EVS-2027,Subject teacher for DPS-GSEB-HIN-STD02-GEN-EVS-27.
dps.tch.hin.art,editingteacher,course,DPS-GSEB-HIN-STD02-GEN-ART-2027,Subject teacher for DPS-GSEB-HIN-STD02-GEN-ART-27.
dps.tch.hin.pe,editingteacher,course,DPS-GSEB-HIN-STD02-GEN-PE-2027,Subject teacher for DPS-GSEB-HIN-STD02-GEN-PE-27.
dps.tch.hin.guj,editingteacher,course,DPS-GSEB-HIN-STD03-GEN-GUJ-2027,Subject teacher for DPS-GSEB-HIN-STD03-GEN-GUJ-27.
dps.tch.hin.hin,editingteacher,course,DPS-GSEB-HIN-STD03-GEN-HIN-2027,Subject teacher for DPS-GSEB-HIN-STD03-GEN-HIN-27.
dps.tch.hin.eng,editingteacher,course,DPS-GSEB-HIN-STD03-GEN-ENG-2027,Subject teacher for DPS-GSEB-HIN-STD03-GEN-ENG-27.
dps.tch.hin.math,editingteacher,course,DPS-GSEB-HIN-STD03-GEN-MATH-2027,Subject teacher for DPS-GSEB-HIN-STD03-GEN-MATH-27.
dps.tch.hin.evs,editingteacher,course,DPS-GSEB-HIN-STD03-GEN-EVS-2027,Subject teacher for DPS-GSEB-HIN-STD03-GEN-EVS-27.
dps.tch.hin.art,editingteacher,course,DPS-GSEB-HIN-STD03-GEN-ART-2027,Subject teacher for DPS-GSEB-HIN-STD03-GEN-ART-27.
dps.tch.hin.pe,editingteacher,course,DPS-GSEB-HIN-STD03-GEN-PE-2027,Subject teacher for DPS-GSEB-HIN-STD03-GEN-PE-27.
dps.tch.hin.guj,editingteacher,course,DPS-GSEB-HIN-STD04-GEN-GUJ-2027,Subject teacher for DPS-GSEB-HIN-STD04-GEN-GUJ-27.
dps.tch.hin.hin,editingteacher,course,DPS-GSEB-HIN-STD04-GEN-HIN-2027,Subject teacher for DPS-GSEB-HIN-STD04-GEN-HIN-27.
dps.tch.hin.eng,editingteacher,course,DPS-GSEB-HIN-STD04-GEN-ENG-2027,Subject teacher for DPS-GSEB-HIN-STD04-GEN-ENG-27.
dps.tch.hin.math,editingteacher,course,DPS-GSEB-HIN-STD04-GEN-MATH-2027,Subject teacher for DPS-GSEB-HIN-STD04-GEN-MATH-27.
dps.tch.hin.evs,editingteacher,course,DPS-GSEB-HIN-STD04-GEN-EVS-2027,Subject teacher for DPS-GSEB-HIN-STD04-GEN-EVS-27.
dps.tch.hin.art,editingteacher,course,DPS-GSEB-HIN-STD04-GEN-ART-2027,Subject teacher for DPS-GSEB-HIN-STD04-GEN-ART-27.
dps.tch.hin.pe,editingteacher,course,DPS-GSEB-HIN-STD04-GEN-PE-2027,Subject teacher for DPS-GSEB-HIN-STD04-GEN-PE-27.
dps.tch.hin.guj,editingteacher,course,DPS-GSEB-HIN-STD05-GEN-GUJ-2027,Subject teacher for DPS-GSEB-HIN-STD05-GEN-GUJ-27.
dps.tch.hin.hin,editingteacher,course,DPS-GSEB-HIN-STD05-GEN-HIN-2027,Subject teacher for DPS-GSEB-HIN-STD05-GEN-HIN-27.
dps.tch.hin.eng,editingteacher,course,DPS-GSEB-HIN-STD05-GEN-ENG-2027,Subject teacher for DPS-GSEB-HIN-STD05-GEN-ENG-27.
dps.tch.hin.math,editingteacher,course,DPS-GSEB-HIN-STD05-GEN-MATH-2027,Subject teacher for DPS-GSEB-HIN-STD05-GEN-MATH-27.
dps.tch.hin.evs,editingteacher,course,DPS-GSEB-HIN-STD05-GEN-EVS-2027,Subject teacher for DPS-GSEB-HIN-STD05-GEN-EVS-27.
dps.tch.hin.art,editingteacher,course,DPS-GSEB-HIN-STD05-GEN-ART-2027,Subject teacher for DPS-GSEB-HIN-STD05-GEN-ART-27.
dps.tch.hin.pe,editingteacher,course,DPS-GSEB-HIN-STD05-GEN-PE-2027,Subject teacher for DPS-GSEB-HIN-STD05-GEN-PE-27.
dps.tch.hin.guj,editingteacher,course,DPS-GSEB-HIN-STD06-GEN-GUJ-2027,Subject teacher for DPS-GSEB-HIN-STD06-GEN-GUJ-27.
dps.tch.hin.hin,editingteacher,course,DPS-GSEB-HIN-STD06-GEN-HIN-2027,Subject teacher for DPS-GSEB-HIN-STD06-GEN-HIN-27.
dps.tch.hin.eng,editingteacher,course,DPS-GSEB-HIN-STD06-GEN-ENG-2027,Subject teacher for DPS-GSEB-HIN-STD06-GEN-ENG-27.
dps.tch.hin.math,editingteacher,course,DPS-GSEB-HIN-STD06-GEN-MATH-2027,Subject teacher for DPS-GSEB-HIN-STD06-GEN-MATH-27.
dps.tch.hin.sci,editingteacher,course,DPS-GSEB-HIN-STD06-GEN-SCI-2027,Subject teacher for DPS-GSEB-HIN-STD06-GEN-SCI-27.
dps.tch.hin.ss,editingteacher,course,DPS-GSEB-HIN-STD06-GEN-SS-2027,Subject teacher for DPS-GSEB-HIN-STD06-GEN-SS-27.
dps.tch.hin.cs,editingteacher,course,DPS-GSEB-HIN-STD06-GEN-CS-2027,Subject teacher for DPS-GSEB-HIN-STD06-GEN-CS-27.
dps.tch.hin.art,editingteacher,course,DPS-GSEB-HIN-STD06-GEN-ART-2027,Subject teacher for DPS-GSEB-HIN-STD06-GEN-ART-27.
dps.tch.hin.pe,editingteacher,course,DPS-GSEB-HIN-STD06-GEN-PE-2027,Subject teacher for DPS-GSEB-HIN-STD06-GEN-PE-27.
dps.tch.hin.guj,editingteacher,course,DPS-GSEB-HIN-STD07-GEN-GUJ-2027,Subject teacher for DPS-GSEB-HIN-STD07-GEN-GUJ-27.
dps.tch.hin.hin,editingteacher,course,DPS-GSEB-HIN-STD07-GEN-HIN-2027,Subject teacher for DPS-GSEB-HIN-STD07-GEN-HIN-27.
dps.tch.hin.eng,editingteacher,course,DPS-GSEB-HIN-STD07-GEN-ENG-2027,Subject teacher for DPS-GSEB-HIN-STD07-GEN-ENG-27.
dps.tch.hin.math,editingteacher,course,DPS-GSEB-HIN-STD07-GEN-MATH-2027,Subject teacher for DPS-GSEB-HIN-STD07-GEN-MATH-27.
dps.tch.hin.sci,editingteacher,course,DPS-GSEB-HIN-STD07-GEN-SCI-2027,Subject teacher for DPS-GSEB-HIN-STD07-GEN-SCI-27.
dps.tch.hin.ss,editingteacher,course,DPS-GSEB-HIN-STD07-GEN-SS-2027,Subject teacher for DPS-GSEB-HIN-STD07-GEN-SS-27.
dps.tch.hin.cs,editingteacher,course,DPS-GSEB-HIN-STD07-GEN-CS-2027,Subject teacher for DPS-GSEB-HIN-STD07-GEN-CS-27.
dps.tch.hin.art,editingteacher,course,DPS-GSEB-HIN-STD07-GEN-ART-2027,Subject teacher for DPS-GSEB-HIN-STD07-GEN-ART-27.
dps.tch.hin.pe,editingteacher,course,DPS-GSEB-HIN-STD07-GEN-PE-2027,Subject teacher for DPS-GSEB-HIN-STD07-GEN-PE-27.
dps.tch.hin.guj,editingteacher,course,DPS-GSEB-HIN-STD08-GEN-GUJ-2027,Subject teacher for DPS-GSEB-HIN-STD08-GEN-GUJ-27.
dps.tch.hin.hin,editingteacher,course,DPS-GSEB-HIN-STD08-GEN-HIN-2027,Subject teacher for DPS-GSEB-HIN-STD08-GEN-HIN-27.
dps.tch.hin.eng,editingteacher,course,DPS-GSEB-HIN-STD08-GEN-ENG-2027,Subject teacher for DPS-GSEB-HIN-STD08-GEN-ENG-27.
dps.tch.hin.math,editingteacher,course,DPS-GSEB-HIN-STD08-GEN-MATH-2027,Subject teacher for DPS-GSEB-HIN-STD08-GEN-MATH-27.
dps.tch.hin.sci,editingteacher,course,DPS-GSEB-HIN-STD08-GEN-SCI-2027,Subject teacher for DPS-GSEB-HIN-STD08-GEN-SCI-27.
dps.tch.hin.ss,editingteacher,course,DPS-GSEB-HIN-STD08-GEN-SS-2027,Subject teacher for DPS-GSEB-HIN-STD08-GEN-SS-27.
dps.tch.hin.cs,editingteacher,course,DPS-GSEB-HIN-STD08-GEN-CS-2027,Subject teacher for DPS-GSEB-HIN-STD08-GEN-CS-27.
dps.tch.hin.art,editingteacher,course,DPS-GSEB-HIN-STD08-GEN-ART-2027,Subject teacher for DPS-GSEB-HIN-STD08-GEN-ART-27.
dps.tch.hin.pe,editingteacher,course,DPS-GSEB-HIN-STD08-GEN-PE-2027,Subject teacher for DPS-GSEB-HIN-STD08-GEN-PE-27.
dps.tch.hin.guj,editingteacher,course,DPS-GSEB-HIN-STD09-GEN-GUJ-2027,Subject teacher for DPS-GSEB-HIN-STD09-GEN-GUJ-27.
dps.tch.hin.hin,editingteacher,course,DPS-GSEB-HIN-STD09-GEN-HIN-2027,Subject teacher for DPS-GSEB-HIN-STD09-GEN-HIN-27.
dps.tch.hin.eng,editingteacher,course,DPS-GSEB-HIN-STD09-GEN-ENG-2027,Subject teacher for DPS-GSEB-HIN-STD09-GEN-ENG-27.
dps.tch.hin.math,editingteacher,course,DPS-GSEB-HIN-STD09-GEN-MATH-2027,Subject teacher for DPS-GSEB-HIN-STD09-GEN-MATH-27.
dps.tch.hin.sci,editingteacher,course,DPS-GSEB-HIN-STD09-GEN-SCI-2027,Subject teacher for DPS-GSEB-HIN-STD09-GEN-SCI-27.
dps.tch.hin.ss,editingteacher,course,DPS-GSEB-HIN-STD09-GEN-SS-2027,Subject teacher for DPS-GSEB-HIN-STD09-GEN-SS-27.
dps.tch.hin.cs,editingteacher,course,DPS-GSEB-HIN-STD09-GEN-CS-2027,Subject teacher for DPS-GSEB-HIN-STD09-GEN-CS-27.
dps.tch.hin.pe,editingteacher,course,DPS-GSEB-HIN-STD09-GEN-PE-2027,Subject teacher for DPS-GSEB-HIN-STD09-GEN-PE-27.
dps.tch.hin.guj,editingteacher,course,DPS-GSEB-HIN-STD10-GEN-GUJ-2027,Subject teacher for DPS-GSEB-HIN-STD10-GEN-GUJ-27.
dps.tch.hin.hin,editingteacher,course,DPS-GSEB-HIN-STD10-GEN-HIN-2027,Subject teacher for DPS-GSEB-HIN-STD10-GEN-HIN-27.
dps.tch.hin.eng,editingteacher,course,DPS-GSEB-HIN-STD10-GEN-ENG-2027,Subject teacher for DPS-GSEB-HIN-STD10-GEN-ENG-27.
dps.tch.hin.math,editingteacher,course,DPS-GSEB-HIN-STD10-GEN-MATH-2027,Subject teacher for DPS-GSEB-HIN-STD10-GEN-MATH-27.
dps.tch.hin.sci,editingteacher,course,DPS-GSEB-HIN-STD10-GEN-SCI-2027,Subject teacher for DPS-GSEB-HIN-STD10-GEN-SCI-27.
dps.tch.hin.ss,editingteacher,course,DPS-GSEB-HIN-STD10-GEN-SS-2027,Subject teacher for DPS-GSEB-HIN-STD10-GEN-SS-27.
dps.tch.hin.cs,editingteacher,course,DPS-GSEB-HIN-STD10-GEN-CS-2027,Subject teacher for DPS-GSEB-HIN-STD10-GEN-CS-27.
dps.tch.hin.pe,editingteacher,course,DPS-GSEB-HIN-STD10-GEN-PE-2027,Subject teacher for DPS-GSEB-HIN-STD10-GEN-PE-27.
dps.tch.hin.eng,editingteacher,course,DPS-GSEB-HIN-STD11-SCI-ENG-2027,Subject teacher for DPS-GSEB-HIN-STD11-SCI-ENG-27.
dps.tch.hin.phy,editingteacher,course,DPS-GSEB-HIN-STD11-SCI-PHY-2027,Subject teacher for DPS-GSEB-HIN-STD11-SCI-PHY-27.
dps.tch.hin.chem,editingteacher,course,DPS-GSEB-HIN-STD11-SCI-CHEM-2027,Subject teacher for DPS-GSEB-HIN-STD11-SCI-CHEM-27.
dps.tch.hin.bio,editingteacher,course,DPS-GSEB-HIN-STD11-SCI-BIO-2027,Subject teacher for DPS-GSEB-HIN-STD11-SCI-BIO-27.
dps.tch.hin.math,editingteacher,course,DPS-GSEB-HIN-STD11-SCI-MATH-2027,Subject teacher for DPS-GSEB-HIN-STD11-SCI-MATH-27.
dps.tch.hin.cs,editingteacher,course,DPS-GSEB-HIN-STD11-SCI-CS-2027,Subject teacher for DPS-GSEB-HIN-STD11-SCI-CS-27.
dps.tch.hin.pe,editingteacher,course,DPS-GSEB-HIN-STD11-SCI-PE-2027,Subject teacher for DPS-GSEB-HIN-STD11-SCI-PE-27.
dps.tch.hin.eng,editingteacher,course,DPS-GSEB-HIN-STD11-COM-ENG-2027,Subject teacher for DPS-GSEB-HIN-STD11-COM-ENG-27.
dps.tch.hin.acc,editingteacher,course,DPS-GSEB-HIN-STD11-COM-ACC-2027,Subject teacher for DPS-GSEB-HIN-STD11-COM-ACC-27.
dps.tch.hin.ba,editingteacher,course,DPS-GSEB-HIN-STD11-COM-BA-2027,Subject teacher for DPS-GSEB-HIN-STD11-COM-BA-27.
dps.tch.hin.eco,editingteacher,course,DPS-GSEB-HIN-STD11-COM-ECO-2027,Subject teacher for DPS-GSEB-HIN-STD11-COM-ECO-27.
dps.tch.hin.stat,editingteacher,course,DPS-GSEB-HIN-STD11-COM-STAT-2027,Subject teacher for DPS-GSEB-HIN-STD11-COM-STAT-27.
dps.tch.hin.cs,editingteacher,course,DPS-GSEB-HIN-STD11-COM-CS-2027,Subject teacher for DPS-GSEB-HIN-STD11-COM-CS-27.
dps.tch.hin.pe,editingteacher,course,DPS-GSEB-HIN-STD11-COM-PE-2027,Subject teacher for DPS-GSEB-HIN-STD11-COM-PE-27.
dps.tch.hin.eng,editingteacher,course,DPS-GSEB-HIN-STD11-ARTS-ENG-2027,Subject teacher for DPS-GSEB-HIN-STD11-ARTS-ENG-27.
dps.tch.hin.hist,editingteacher,course,DPS-GSEB-HIN-STD11-ARTS-HIST-2027,Subject teacher for DPS-GSEB-HIN-STD11-ARTS-HIST-27.
