academic_year,course_code,course_shortname,term_code,term_exam_template_code,enabled,required_for_completion,notes
2027-2028,DPS-GSEB-GUJ-STD09-GEN-MATH-2027,DPS-GSEB-GUJ-STD09-GEN-MATH-27,TERM2,TERM_EXAM_STD09_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD09-GEN-SCI-2027,DPS-GSEB-GUJ-STD09-GEN-SCI-27,TERM1,TERM_EXAM_STD09_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD09-GEN-SCI-2027,DPS-GSEB-GUJ-STD09-GEN-SCI-27,TERM2,TERM_EXAM_STD09_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD09-GEN-SS-2027,DPS-GSEB-GUJ-STD09-GEN-SS-27,TERM1,TERM_EXAM_STD09_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD09-GEN-SS-2027,DPS-GSEB-GUJ-STD09-GEN-SS-27,TERM2,TERM_EXAM_STD09_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD09-GEN-CS-2027,DPS-GSEB-GUJ-STD09-GEN-CS-27,TERM1,TERM_EXAM_STD09_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD09-GEN-CS-2027,DPS-GSEB-GUJ-STD09-GEN-CS-27,TERM2,TERM_EXAM_STD09_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD09-GEN-PE-2027,DPS-GSEB-GUJ-STD09-GEN-PE-27,TERM1,TERM_EXAM_STD09_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD09-GEN-PE-2027,DPS-GSEB-GUJ-STD09-GEN-PE-27,TERM2,TERM_EXAM_STD09_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD10-GEN-GUJ-2027,DPS-GSEB-GUJ-STD10-GEN-GUJ-27,TERM1,TERM_EXAM_STD10_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD10-GEN-GUJ-2027,DPS-GSEB-GUJ-STD10-GEN-GUJ-27,TERM2,TERM_EXAM_STD10_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD10-GEN-HIN-2027,DPS-GSEB-GUJ-STD10-GEN-HIN-27,TERM1,TERM_EXAM_STD10_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD10-GEN-HIN-2027,DPS-GSEB-GUJ-STD10-GEN-HIN-27,TERM2,TERM_EXAM_STD10_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD10-GEN-ENG-2027,DPS-GSEB-GUJ-STD10-GEN-ENG-27,TERM1,TERM_EXAM_STD10_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD10-GEN-ENG-2027,DPS-GSEB-GUJ-STD10-GEN-ENG-27,TERM2,TERM_EXAM_STD10_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD10-GEN-MATH-2027,DPS-GSEB-GUJ-STD10-GEN-MATH-27,TERM1,TERM_EXAM_STD10_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD10-GEN-MATH-2027,DPS-GSEB-GUJ-STD10-GEN-MATH-27,TERM2,TERM_EXAM_STD10_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD10-GEN-SCI-2027,DPS-GSEB-GUJ-STD10-GEN-SCI-27,TERM1,TERM_EXAM_STD10_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD10-GEN-SCI-2027,DPS-GSEB-GUJ-STD10-GEN-SCI-27,TERM2,TERM_EXAM_STD10_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD10-GEN-SS-2027,DPS-GSEB-GUJ-STD10-GEN-SS-27,TERM1,TERM_EXAM_STD10_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD10-GEN-SS-2027,DPS-GSEB-GUJ-STD10-GEN-SS-27,TERM2,TERM_EXAM_STD10_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD10-GEN-CS-2027,DPS-GSEB-GUJ-STD10-GEN-CS-27,TERM1,TERM_EXAM_STD10_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD10-GEN-CS-2027,DPS-GSEB-GUJ-STD10-GEN-CS-27,TERM2,TERM_EXAM_STD10_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD10-GEN-PE-2027,DPS-GSEB-GUJ-STD10-GEN-PE-27,TERM1,TERM_EXAM_STD10_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD10-GEN-PE-2027,DPS-GSEB-GUJ-STD10-GEN-PE-27,TERM2,TERM_EXAM_STD10_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-SCI-ENG-2027,DPS-GSEB-GUJ-STD11-SCI-ENG-27,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-SCI-ENG-2027,DPS-GSEB-GUJ-STD11-SCI-ENG-27,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-SCI-PHY-2027,DPS-GSEB-GUJ-STD11-SCI-PHY-27,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-SCI-PHY-2027,DPS-GSEB-GUJ-STD11-SCI-PHY-27,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-SCI-CHEM-2027,DPS-GSEB-GUJ-STD11-SCI-CHEM-27,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-SCI-CHEM-2027,DPS-GSEB-GUJ-STD11-SCI-CHEM-27,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-SCI-BIO-2027,DPS-GSEB-GUJ-STD11-SCI-BIO-27,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-SCI-BIO-2027,DPS-GSEB-GUJ-STD11-SCI-BIO-27,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-SCI-MATH-2027,DPS-GSEB-GUJ-STD11-SCI-MATH-27,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-SCI-MATH-2027,DPS-GSEB-GUJ-STD11-SCI-MATH-27,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-SCI-CS-2027,DPS-GSEB-GUJ-STD11-SCI-CS-27,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-SCI-CS-2027,DPS-GSEB-GUJ-STD11-SCI-CS-27,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-SCI-PE-2027,DPS-GSEB-GUJ-STD11-SCI-PE-27,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-SCI-PE-2027,DPS-GSEB-GUJ-STD11-SCI-PE-27,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-COM-ENG-2027,DPS-GSEB-GUJ-STD11-COM-ENG-27,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-COM-ENG-2027,DPS-GSEB-GUJ-STD11-COM-ENG-27,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-COM-ACC-2027,DPS-GSEB-GUJ-STD11-COM-ACC-27,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-COM-ACC-2027,DPS-GSEB-GUJ-STD11-COM-ACC-27,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-COM-BA-2027,DPS-GSEB-GUJ-STD11-COM-BA-27,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-COM-BA-2027,DPS-GSEB-GUJ-STD11-COM-BA-27,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-COM-ECO-2027,DPS-GSEB-GUJ-STD11-COM-ECO-27,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-COM-ECO-2027,DPS-GSEB-GUJ-STD11-COM-ECO-27,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-COM-STAT-2027,DPS-GSEB-GUJ-STD11-COM-STAT-27,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-COM-STAT-2027,DPS-GSEB-GUJ-STD11-COM-STAT-27,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-COM-CS-2027,DPS-GSEB-GUJ-STD11-COM-CS-27,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-COM-CS-2027,DPS-GSEB-GUJ-STD11-COM-CS-27,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-COM-PE-2027,DPS-GSEB-GUJ-STD11-COM-PE-27,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-COM-PE-2027,DPS-GSEB-GUJ-STD11-COM-PE-27,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-ARTS-ENG-2027,DPS-GSEB-GUJ-STD11-ARTS-ENG-27,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-ARTS-ENG-2027,DPS-GSEB-GUJ-STD11-ARTS-ENG-27,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-ARTS-HIST-2027,DPS-GSEB-GUJ-STD11-ARTS-HIST-27,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-ARTS-HIST-2027,DPS-GSEB-GUJ-STD11-ARTS-HIST-27,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-ARTS-GEO-2027,DPS-GSEB-GUJ-STD11-ARTS-GEO-27,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-ARTS-GEO-2027,DPS-GSEB-GUJ-STD11-ARTS-GEO-27,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-ARTS-POLSCI-2027,DPS-GSEB-GUJ-STD11-ARTS-POLSCI-27,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-ARTS-POLSCI-2027,DPS-GSEB-GUJ-STD11-ARTS-POLSCI-27,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-ARTS-PSY-2027,DPS-GSEB-GUJ-STD11-ARTS-PSY-27,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-ARTS-PSY-2027,DPS-GSEB-GUJ-STD11-ARTS-PSY-27,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-ARTS-SOC-2027,DPS-GSEB-GUJ-STD11-ARTS-SOC-27,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-ARTS-SOC-2027,DPS-GSEB-GUJ-STD11-ARTS-SOC-27,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-ARTS-PE-2027,DPS-GSEB-GUJ-STD11-ARTS-PE-27,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD11-ARTS-PE-2027,DPS-GSEB-GUJ-STD11-ARTS-PE-27,TERM2,TERM_EXAM_STD11_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-SCI-ENG-2027,DPS-GSEB-GUJ-STD12-SCI-ENG-27,TERM1,TERM_EXAM_STD12_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-SCI-ENG-2027,DPS-GSEB-GUJ-STD12-SCI-ENG-27,TERM2,TERM_EXAM_STD12_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-SCI-PHY-2027,DPS-GSEB-GUJ-STD12-SCI-PHY-27,TERM1,TERM_EXAM_STD12_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-SCI-PHY-2027,DPS-GSEB-GUJ-STD12-SCI-PHY-27,TERM2,TERM_EXAM_STD12_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-SCI-CHEM-2027,DPS-GSEB-GUJ-STD12-SCI-CHEM-27,TERM1,TERM_EXAM_STD12_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-SCI-CHEM-2027,DPS-GSEB-GUJ-STD12-SCI-CHEM-27,TERM2,TERM_EXAM_STD12_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-SCI-BIO-2027,DPS-GSEB-GUJ-STD12-SCI-BIO-27,TERM1,TERM_EXAM_STD12_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-SCI-BIO-2027,DPS-GSEB-GUJ-STD12-SCI-BIO-27,TERM2,TERM_EXAM_STD12_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-SCI-MATH-2027,DPS-GSEB-GUJ-STD12-SCI-MATH-27,TERM1,TERM_EXAM_STD12_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-SCI-MATH-2027,DPS-GSEB-GUJ-STD12-SCI-MATH-27,TERM2,TERM_EXAM_STD12_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-SCI-CS-2027,DPS-GSEB-GUJ-STD12-SCI-CS-27,TERM1,TERM_EXAM_STD12_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-SCI-CS-2027,DPS-GSEB-GUJ-STD12-SCI-CS-27,TERM2,TERM_EXAM_STD12_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-SCI-PE-2027,DPS-GSEB-GUJ-STD12-SCI-PE-27,TERM1,TERM_EXAM_STD12_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-SCI-PE-2027,DPS-GSEB-GUJ-STD12-SCI-PE-27,TERM2,TERM_EXAM_STD12_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-COM-ENG-2027,DPS-GSEB-GUJ-STD12-COM-ENG-27,TERM1,TERM_EXAM_STD12_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-COM-ENG-2027,DPS-GSEB-GUJ-STD12-COM-ENG-27,TERM2,TERM_EXAM_STD12_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-COM-ACC-2027,DPS-GSEB-GUJ-STD12-COM-ACC-27,TERM1,TERM_EXAM_STD12_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-COM-ACC-2027,DPS-GSEB-GUJ-STD12-COM-ACC-27,TERM2,TERM_EXAM_STD12_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-COM-BA-2027,DPS-GSEB-GUJ-STD12-COM-BA-27,TERM1,TERM_EXAM_STD12_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-COM-BA-2027,DPS-GSEB-GUJ-STD12-COM-BA-27,TERM2,TERM_EXAM_STD12_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-COM-ECO-2027,DPS-GSEB-GUJ-STD12-COM-ECO-27,TERM1,TERM_EXAM_STD12_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-COM-ECO-2027,DPS-GSEB-GUJ-STD12-COM-ECO-27,TERM2,TERM_EXAM_STD12_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-COM-STAT-2027,DPS-GSEB-GUJ-STD12-COM-STAT-27,TERM1,TERM_EXAM_STD12_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-COM-STAT-2027,DPS-GSEB-GUJ-STD12-COM-STAT-27,TERM2,TERM_EXAM_STD12_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-COM-CS-2027,DPS-GSEB-GUJ-STD12-COM-CS-27,TERM1,TERM_EXAM_STD12_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-COM-CS-2027,DPS-GSEB-GUJ-STD12-COM-CS-27,TERM2,TERM_EXAM_STD12_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-COM-PE-2027,DPS-GSEB-GUJ-STD12-COM-PE-27,TERM1,TERM_EXAM_STD12_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-COM-PE-2027,DPS-GSEB-GUJ-STD12-COM-PE-27,TERM2,TERM_EXAM_STD12_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-ARTS-ENG-2027,DPS-GSEB-GUJ-STD12-ARTS-ENG-27,TERM1,TERM_EXAM_STD12_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-ARTS-ENG-2027,DPS-GSEB-GUJ-STD12-ARTS-ENG-27,TERM2,TERM_EXAM_STD12_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-ARTS-HIST-2027,DPS-GSEB-GUJ-STD12-ARTS-HIST-27,TERM1,TERM_EXAM_STD12_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-ARTS-HIST-2027,DPS-GSEB-GUJ-STD12-ARTS-HIST-27,TERM2,TERM_EXAM_STD12_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-ARTS-GEO-2027,DPS-GSEB-GUJ-STD12-ARTS-GEO-27,TERM1,TERM_EXAM_STD12_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-ARTS-GEO-2027,DPS-GSEB-GUJ-STD12-ARTS-GEO-27,TERM2,TERM_EXAM_STD12_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-ARTS-POLSCI-2027,DPS-GSEB-GUJ-STD12-ARTS-POLSCI-27,TERM1,TERM_EXAM_STD12_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-ARTS-POLSCI-2027,DPS-GSEB-GUJ-STD12-ARTS-POLSCI-27,TERM2,TERM_EXAM_STD12_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-ARTS-PSY-2027,DPS-GSEB-GUJ-STD12-ARTS-PSY-27,TERM1,TERM_EXAM_STD12_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-ARTS-PSY-2027,DPS-GSEB-GUJ-STD12-ARTS-PSY-27,TERM2,TERM_EXAM_STD12_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-ARTS-SOC-2027,DPS-GSEB-GUJ-STD12-ARTS-SOC-27,TERM1,TERM_EXAM_STD12_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-ARTS-SOC-2027,DPS-GSEB-GUJ-STD12-ARTS-SOC-27,TERM2,TERM_EXAM_STD12_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-ARTS-PE-2027,DPS-GSEB-GUJ-STD12-ARTS-PE-27,TERM1,TERM_EXAM_STD12_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-GUJ-STD12-ARTS-PE-2027,DPS-GSEB-GUJ-STD12-ARTS-PE-27,TERM2,TERM_EXAM_STD12_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD01-GEN-GUJ-2027,DPS-GSEB-ENG-STD01-GEN-GUJ-27,TERM1,TERM_EXAM_STD01_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD01-GEN-GUJ-2027,DPS-GSEB-ENG-STD01-GEN-GUJ-27,TERM2,TERM_EXAM_STD01_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD01-GEN-HIN-2027,DPS-GSEB-ENG-STD01-GEN-HIN-27,TERM1,TERM_EXAM_STD01_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD01-GEN-HIN-2027,DPS-GSEB-ENG-STD01-GEN-HIN-27,TERM2,TERM_EXAM_STD01_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD01-GEN-ENG-2027,DPS-GSEB-ENG-STD01-GEN-ENG-27,TERM1,TERM_EXAM_STD01_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD01-GEN-ENG-2027,DPS-GSEB-ENG-STD01-GEN-ENG-27,TERM2,TERM_EXAM_STD01_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD01-GEN-MATH-2027,DPS-GSEB-ENG-STD01-GEN-MATH-27,TERM1,TERM_EXAM_STD01_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD01-GEN-MATH-2027,DPS-GSEB-ENG-STD01-GEN-MATH-27,TERM2,TERM_EXAM_STD01_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD01-GEN-EVS-2027,DPS-GSEB-ENG-STD01-GEN-EVS-27,TERM1,TERM_EXAM_STD01_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD01-GEN-EVS-2027,DPS-GSEB-ENG-STD01-GEN-EVS-27,TERM2,TERM_EXAM_STD01_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD01-GEN-ART-2027,DPS-GSEB-ENG-STD01-GEN-ART-27,TERM1,TERM_EXAM_STD01_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD01-GEN-ART-2027,DPS-GSEB-ENG-STD01-GEN-ART-27,TERM2,TERM_EXAM_STD01_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD01-GEN-PE-2027,DPS-GSEB-ENG-STD01-GEN-PE-27,TERM1,TERM_EXAM_STD01_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD01-GEN-PE-2027,DPS-GSEB-ENG-STD01-GEN-PE-27,TERM2,TERM_EXAM_STD01_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD02-GEN-GUJ-2027,DPS-GSEB-ENG-STD02-GEN-GUJ-27,TERM1,TERM_EXAM_STD02_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD02-GEN-GUJ-2027,DPS-GSEB-ENG-STD02-GEN-GUJ-27,TERM2,TERM_EXAM_STD02_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD02-GEN-HIN-2027,DPS-GSEB-ENG-STD02-GEN-HIN-27,TERM1,TERM_EXAM_STD02_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD02-GEN-HIN-2027,DPS-GSEB-ENG-STD02-GEN-HIN-27,TERM2,TERM_EXAM_STD02_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD02-GEN-ENG-2027,DPS-GSEB-ENG-STD02-GEN-ENG-27,TERM1,TERM_EXAM_STD02_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD02-GEN-ENG-2027,DPS-GSEB-ENG-STD02-GEN-ENG-27,TERM2,TERM_EXAM_STD02_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD02-GEN-MATH-2027,DPS-GSEB-ENG-STD02-GEN-MATH-27,TERM1,TERM_EXAM_STD02_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD02-GEN-MATH-2027,DPS-GSEB-ENG-STD02-GEN-MATH-27,TERM2,TERM_EXAM_STD02_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD02-GEN-EVS-2027,DPS-GSEB-ENG-STD02-GEN-EVS-27,TERM1,TERM_EXAM_STD02_TERM1,1,1,Generated grade-wise term exam assignment.
