parent_username,student_username,relationship,role_shortname,allow_grade_view,allow_activity_report_view,notes
dps.par.00703,dps.stu.00782,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00704,dps.stu.00783,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00705,dps.stu.00784,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00706,dps.stu.00785,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00707,dps.stu.00786,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00708,dps.stu.00787,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00709,dps.stu.00788,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00710,dps.stu.00789,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00711,dps.stu.00790,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00712,dps.stu.00791,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00712,dps.stu.00792,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00713,dps.stu.00793,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00714,dps.stu.00794,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00715,dps.stu.00795,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00716,dps.stu.00796,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00717,dps.stu.00797,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00718,dps.stu.00798,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00719,dps.stu.00799,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00720,dps.stu.00800,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00721,dps.stu.00801,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00721,dps.stu.00802,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00722,dps.stu.00803,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00723,dps.stu.00804,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00724,dps.stu.00805,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00725,dps.stu.00806,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00726,dps.stu.00807,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00727,dps.stu.00808,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00728,dps.stu.00809,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00729,dps.stu.00810,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00730,dps.stu.00811,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00730,dps.stu.00812,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00731,dps.stu.00813,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00732,dps.stu.00814,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00733,dps.stu.00815,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00734,dps.stu.00816,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00735,dps.stu.00817,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00736,dps.stu.00818,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00737,dps.stu.00819,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00738,dps.stu.00820,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00739,dps.stu.00821,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00739,dps.stu.00822,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00740,dps.stu.00823,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00741,dps.stu.00824,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00742,dps.stu.00825,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00743,dps.stu.00826,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00744,dps.stu.00827,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00745,dps.stu.00828,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00746,dps.stu.00829,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00747,dps.stu.00830,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00748,dps.stu.00831,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00748,dps.stu.00832,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00749,dps.stu.00833,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00750,dps.stu.00834,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00751,dps.stu.00835,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00752,dps.stu.00836,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00753,dps.stu.00837,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00754,dps.stu.00838,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00755,dps.stu.00839,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00756,dps.stu.00840,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00757,dps.stu.00841,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00757,dps.stu.00842,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00758,dps.stu.00843,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00759,dps.stu.00844,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00760,dps.stu.00845,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00761,dps.stu.00846,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00762,dps.stu.00847,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00763,dps.stu.00848,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00764,dps.stu.00849,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00765,dps.stu.00850,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00766,dps.stu.00851,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00766,dps.stu.00852,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00767,dps.stu.00853,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00768,dps.stu.00854,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00769,dps.stu.00855,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00770,dps.stu.00856,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00771,dps.stu.00857,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00772,dps.stu.00858,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00773,dps.stu.00859,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00774,dps.stu.00860,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00775,dps.stu.00861,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00775,dps.stu.00862,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00776,dps.stu.00863,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00777,dps.stu.00864,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00778,dps.stu.00865,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00779,dps.stu.00866,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00780,dps.stu.00867,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00781,dps.stu.00868,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00782,dps.stu.00869,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00783,dps.stu.00870,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00784,dps.stu.00871,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00784,dps.stu.00872,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00785,dps.stu.00873,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00786,dps.stu.00874,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00787,dps.stu.00875,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00788,dps.stu.00876,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00789,dps.stu.00877,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00790,dps.stu.00878,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00791,dps.stu.00879,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00792,dps.stu.00880,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00793,dps.stu.00881,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00793,dps.stu.00882,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00794,dps.stu.00883,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00795,dps.stu.00884,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00796,dps.stu.00885,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00797,dps.stu.00886,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00798,dps.stu.00887,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00799,dps.stu.00888,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00800,dps.stu.00889,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00801,dps.stu.00890,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00802,dps.stu.00891,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00802,dps.stu.00892,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00803,dps.stu.00893,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00804,dps.stu.00894,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00805,dps.stu.00895,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00806,dps.stu.00896,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00807,dps.stu.00897,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00808,dps.stu.00898,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00809,dps.stu.00899,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00810,dps.stu.00900,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00811,dps.stu.00901,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00811,dps.stu.00902,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00812,dps.stu.00903,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00813,dps.stu.00904,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00814,dps.stu.00905,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00815,dps.stu.00906,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00816,dps.stu.00907,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00817,dps.stu.00908,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00818,dps.stu.00909,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00819,dps.stu.00910,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00820,dps.stu.00911,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00820,dps.stu.00912,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00821,dps.stu.00913,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00822,dps.stu.00914,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00823,dps.stu.00915,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00824,dps.stu.00916,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00825,dps.stu.00917,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00826,dps.stu.00918,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00827,dps.stu.00919,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00828,dps.stu.00920,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00829,dps.stu.00921,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00829,dps.stu.00922,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00830,dps.stu.00923,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00831,dps.stu.00924,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00832,dps.stu.00925,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00833,dps.stu.00926,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00834,dps.stu.00927,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00835,dps.stu.00928,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00836,dps.stu.00929,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00837,dps.stu.00930,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00838,dps.stu.00931,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00838,dps.stu.00932,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00839,dps.stu.00933,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00840,dps.stu.00934,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00841,dps.stu.00935,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00842,dps.stu.00936,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00843,dps.stu.00937,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00844,dps.stu.00938,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00845,dps.stu.00939,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00846,dps.stu.00940,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00847,dps.stu.00941,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00847,dps.stu.00942,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00848,dps.stu.00943,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00849,dps.stu.00944,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00850,dps.stu.00945,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00851,dps.stu.00946,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00852,dps.stu.00947,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00853,dps.stu.00948,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00854,dps.stu.00949,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00855,dps.stu.00950,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00856,dps.stu.00951,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00856,dps.stu.00952,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00857,dps.stu.00953,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00858,dps.stu.00954,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00859,dps.stu.00955,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00860,dps.stu.00956,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00861,dps.stu.00957,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00862,dps.stu.00958,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00863,dps.stu.00959,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00864,dps.stu.00960,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00865,dps.stu.00961,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00865,dps.stu.00962,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00866,dps.stu.00963,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00867,dps.stu.00964,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00868,dps.stu.00965,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00869,dps.stu.00966,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00870,dps.stu.00967,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00871,dps.stu.00968,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00872,dps.stu.00969,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00873,dps.stu.00970,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00874,dps.stu.00971,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00874,dps.stu.00972,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00875,dps.stu.00973,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00876,dps.stu.00974,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00877,dps.stu.00975,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00878,dps.stu.00976,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00879,dps.stu.00977,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00880,dps.stu.00978,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00881,dps.stu.00979,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00882,dps.stu.00980,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00883,dps.stu.00981,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00883,dps.stu.00982,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00884,dps.stu.00983,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00885,dps.stu.00984,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00886,dps.stu.00985,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00887,dps.stu.00986,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00888,dps.stu.00987,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00889,dps.stu.00988,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00890,dps.stu.00989,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00891,dps.stu.00990,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00892,dps.stu.00991,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00892,dps.stu.00992,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00893,dps.stu.00993,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00894,dps.stu.00994,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00895,dps.stu.00995,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00896,dps.stu.00996,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00897,dps.stu.00997,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00898,dps.stu.00998,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00899,dps.stu.00999,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00900,dps.stu.01000,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00901,dps.stu.01001,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00901,dps.stu.01002,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00902,dps.stu.01003,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00903,dps.stu.01004,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00904,dps.stu.01005,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00905,dps.stu.01006,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00906,dps.stu.01007,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00907,dps.stu.01008,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00908,dps.stu.01009,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00909,dps.stu.01010,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00910,dps.stu.01011,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00910,dps.stu.01012,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00911,dps.stu.01013,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00912,dps.stu.01014,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00913,dps.stu.01015,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00914,dps.stu.01016,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00915,dps.stu.01017,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00916,dps.stu.01018,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00917,dps.stu.01019,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00918,dps.stu.01020,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00919,dps.stu.01021,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00919,dps.stu.01022,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00920,dps.stu.01023,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00921,dps.stu.01024,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00922,dps.stu.01025,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00923,dps.stu.01026,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00924,dps.stu.01027,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00925,dps.stu.01028,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00926,dps.stu.01029,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00927,dps.stu.01030,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00928,dps.stu.01031,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00928,dps.stu.01032,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00929,dps.stu.01033,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00930,dps.stu.01034,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00931,dps.stu.01035,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00932,dps.stu.01036,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00933,dps.stu.01037,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00934,dps.stu.01038,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00935,dps.stu.01039,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00936,dps.stu.01040,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00937,dps.stu.01041,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00937,dps.stu.01042,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00938,dps.stu.01043,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00939,dps.stu.01044,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00940,dps.stu.01045,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00941,dps.stu.01046,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00942,dps.stu.01047,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00943,dps.stu.01048,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00944,dps.stu.01049,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00945,dps.stu.01050,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00946,dps.stu.01051,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00946,dps.stu.01052,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00947,dps.stu.01053,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00948,dps.stu.01054,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00949,dps.stu.01055,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00950,dps.stu.01056,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00951,dps.stu.01057,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00952,dps.stu.01058,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00953,dps.stu.01059,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00954,dps.stu.01060,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00955,dps.stu.01061,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00955,dps.stu.01062,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00956,dps.stu.01063,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00957,dps.stu.01064,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00958,dps.stu.01065,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00959,dps.stu.01066,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00960,dps.stu.01067,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00961,dps.stu.01068,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00962,dps.stu.01069,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00963,dps.stu.01070,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00964,dps.stu.01071,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00964,dps.stu.01072,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00965,dps.stu.01073,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00966,dps.stu.01074,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00967,dps.stu.01075,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00968,dps.stu.01076,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00969,dps.stu.01077,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00970,dps.stu.01078,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00971,dps.stu.01079,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00972,dps.stu.01080,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00973,dps.stu.01081,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00973,dps.stu.01082,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00974,dps.stu.01083,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00975,dps.stu.01084,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00976,dps.stu.01085,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00977,dps.stu.01086,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00978,dps.stu.01087,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00979,dps.stu.01088,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00980,dps.stu.01089,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00981,dps.stu.01090,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00982,dps.stu.01091,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00982,dps.stu.01092,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00983,dps.stu.01093,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00984,dps.stu.01094,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00985,dps.stu.01095,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00986,dps.stu.01096,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00987,dps.stu.01097,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00988,dps.stu.01098,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00989,dps.stu.01099,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00990,dps.stu.01100,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00991,dps.stu.01101,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00991,dps.stu.01102,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00992,dps.stu.01103,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00993,dps.stu.01104,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00994,dps.stu.01105,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00995,dps.stu.01106,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00996,dps.stu.01107,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00997,dps.stu.01108,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00998,dps.stu.01109,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00999,dps.stu.01110,Parent,parent,1,1,Single-student parent for local testing.
dps.par.01000,dps.stu.01111,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.01000,dps.stu.01112,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.01001,dps.stu.01113,Parent,parent,1,1,Single-student parent for local testing.
dps.par.01002,dps.stu.01114,Parent,parent,1,1,Single-student parent for local testing.
dps.par.01003,dps.stu.01115,Parent,parent,1,1,Single-student parent for local testing.
dps.par.01004,dps.stu.01116,Parent,parent,1,1,Single-student parent for local testing.
dps.par.01005,dps.stu.01117,Parent,parent,1,1,Single-student parent for local testing.
dps.par.01006,dps.stu.01118,Parent,parent,1,1,Single-student parent for local testing.
dps.par.01007,dps.stu.01119,Parent,parent,1,1,Single-student parent for local testing.
dps.par.01008,dps.stu.01120,Parent,parent,1,1,Single-student parent for local testing.
dps.par.01009,dps.stu.01121,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.01009,dps.stu.01122,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.01010,dps.stu.01123,Parent,parent,1,1,Single-student parent for local testing.
dps.par.01011,dps.stu.01124,Parent,parent,1,1,Single-student parent for local testing.
