cohort_code,name,idnumber,context_category_code,board_code,school_code,medium_code,grade_code,stream_code,division_code,academic_year,visible,description
DPS-2026-GSEB-ENG-UNI_UG_UX_Y2-DES-F,DPS 2026-2027 English Medium B.Des UI/UX & Interaction Design - Y2 DES Division F,DPS-2026-GSEB-ENG-UNI_UG_UX_Y2-DES-F,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_UX_Y2_DES,GSEB,DPS,ENG,UNI_UG_UX_Y2,DES,F,2026-2027,1,Student cohort for B.Des UI/UX & Interaction Design - Y2 DES Division F in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_UX_Y3-DES-A,DPS 2026-2027 English Medium B.Des UI/UX & Interaction Design - Y3 DES Division A,DPS-2026-GSEB-ENG-UNI_UG_UX_Y3-DES-A,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_UX_Y3_DES,GSEB,DPS,ENG,UNI_UG_UX_Y3,DES,A,2026-2027,1,Student cohort for B.Des UI/UX & Interaction Design - Y3 DES Division A in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_UX_Y3-DES-B,DPS 2026-2027 English Medium B.Des UI/UX & Interaction Design - Y3 DES Division B,DPS-2026-GSEB-ENG-UNI_UG_UX_Y3-DES-B,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_UX_Y3_DES,GSEB,DPS,ENG,UNI_UG_UX_Y3,DES,B,2026-2027,1,Student cohort for B.Des UI/UX & Interaction Design - Y3 DES Division B in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_UX_Y3-DES-C,DPS 2026-2027 English Medium B.Des UI/UX & Interaction Design - Y3 DES Division C,DPS-2026-GSEB-ENG-UNI_UG_UX_Y3-DES-C,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_UX_Y3_DES,GSEB,DPS,ENG,UNI_UG_UX_Y3,DES,C,2026-2027,1,Student cohort for B.Des UI/UX & Interaction Design - Y3 DES Division C in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_UX_Y3-DES-D,DPS 2026-2027 English Medium B.Des UI/UX & Interaction Design - Y3 DES Division D,DPS-2026-GSEB-ENG-UNI_UG_UX_Y3-DES-D,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_UX_Y3_DES,GSEB,DPS,ENG,UNI_UG_UX_Y3,DES,D,2026-2027,1,Student cohort for B.Des UI/UX & Interaction Design - Y3 DES Division D in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_UX_Y3-DES-E,DPS 2026-2027 English Medium B.Des UI/UX & Interaction Design - Y3 DES Division E,DPS-2026-GSEB-ENG-UNI_UG_UX_Y3-DES-E,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_UX_Y3_DES,GSEB,DPS,ENG,UNI_UG_UX_Y3,DES,E,2026-2027,1,Student cohort for B.Des UI/UX & Interaction Design - Y3 DES Division E in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_UX_Y3-DES-F,DPS 2026-2027 English Medium B.Des UI/UX & Interaction Design - Y3 DES Division F,DPS-2026-GSEB-ENG-UNI_UG_UX_Y3-DES-F,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_UX_Y3_DES,GSEB,DPS,ENG,UNI_UG_UX_Y3,DES,F,2026-2027,1,Student cohort for B.Des UI/UX & Interaction Design - Y3 DES Division F in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_UX_Y4-DES-A,DPS 2026-2027 English Medium B.Des UI/UX & Interaction Design - Y4 DES Division A,DPS-2026-GSEB-ENG-UNI_UG_UX_Y4-DES-A,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_UX_Y4_DES,GSEB,DPS,ENG,UNI_UG_UX_Y4,DES,A,2026-2027,1,Student cohort for B.Des UI/UX & Interaction Design - Y4 DES Division A in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_UX_Y4-DES-B,DPS 2026-2027 English Medium B.Des UI/UX & Interaction Design - Y4 DES Division B,DPS-2026-GSEB-ENG-UNI_UG_UX_Y4-DES-B,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_UX_Y4_DES,GSEB,DPS,ENG,UNI_UG_UX_Y4,DES,B,2026-2027,1,Student cohort for B.Des UI/UX & Interaction Design - Y4 DES Division B in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_UX_Y4-DES-C,DPS 2026-2027 English Medium B.Des UI/UX & Interaction Design - Y4 DES Division C,DPS-2026-GSEB-ENG-UNI_UG_UX_Y4-DES-C,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_UX_Y4_DES,GSEB,DPS,ENG,UNI_UG_UX_Y4,DES,C,2026-2027,1,Student cohort for B.Des UI/UX & Interaction Design - Y4 DES Division C in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_UX_Y4-DES-D,DPS 2026-2027 English Medium B.Des UI/UX & Interaction Design - Y4 DES Division D,DPS-2026-GSEB-ENG-UNI_UG_UX_Y4-DES-D,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_UX_Y4_DES,GSEB,DPS,ENG,UNI_UG_UX_Y4,DES,D,2026-2027,1,Student cohort for B.Des UI/UX & Interaction Design - Y4 DES Division D in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_UX_Y4-DES-E,DPS 2026-2027 English Medium B.Des UI/UX & Interaction Design - Y4 DES Division E,DPS-2026-GSEB-ENG-UNI_UG_UX_Y4-DES-E,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_UX_Y4_DES,GSEB,DPS,ENG,UNI_UG_UX_Y4,DES,E,2026-2027,1,Student cohort for B.Des UI/UX & Interaction Design - Y4 DES Division E in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_UX_Y4-DES-F,DPS 2026-2027 English Medium B.Des UI/UX & Interaction Design - Y4 DES Division F,DPS-2026-GSEB-ENG-UNI_UG_UX_Y4-DES-F,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_UX_Y4_DES,GSEB,DPS,ENG,UNI_UG_UX_Y4,DES,F,2026-2027,1,Student cohort for B.Des UI/UX & Interaction Design - Y4 DES Division F in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_LAW_Y1-LAW-A,DPS 2026-2027 English Medium BA LL.B (Integrated Law) - Year 1 LAW Division A,DPS-2026-GSEB-ENG-UNI_UG_LAW_Y1-LAW-A,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_LAW_Y1_LAW,GSEB,DPS,ENG,UNI_UG_LAW_Y1,LAW,A,2026-2027,1,Student cohort for BA LL.B (Integrated Law) - Year 1 LAW Division A in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_LAW_Y1-LAW-B,DPS 2026-2027 English Medium BA LL.B (Integrated Law) - Year 1 LAW Division B,DPS-2026-GSEB-ENG-UNI_UG_LAW_Y1-LAW-B,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_LAW_Y1_LAW,GSEB,DPS,ENG,UNI_UG_LAW_Y1,LAW,B,2026-2027,1,Student cohort for BA LL.B (Integrated Law) - Year 1 LAW Division B in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_LAW_Y1-LAW-C,DPS 2026-2027 English Medium BA LL.B (Integrated Law) - Year 1 LAW Division C,DPS-2026-GSEB-ENG-UNI_UG_LAW_Y1-LAW-C,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_LAW_Y1_LAW,GSEB,DPS,ENG,UNI_UG_LAW_Y1,LAW,C,2026-2027,1,Student cohort for BA LL.B (Integrated Law) - Year 1 LAW Division C in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_LAW_Y1-LAW-D,DPS 2026-2027 English Medium BA LL.B (Integrated Law) - Year 1 LAW Division D,DPS-2026-GSEB-ENG-UNI_UG_LAW_Y1-LAW-D,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_LAW_Y1_LAW,GSEB,DPS,ENG,UNI_UG_LAW_Y1,LAW,D,2026-2027,1,Student cohort for BA LL.B (Integrated Law) - Year 1 LAW Division D in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_LAW_Y1-LAW-E,DPS 2026-2027 English Medium BA LL.B (Integrated Law) - Year 1 LAW Division E,DPS-2026-GSEB-ENG-UNI_UG_LAW_Y1-LAW-E,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_LAW_Y1_LAW,GSEB,DPS,ENG,UNI_UG_LAW_Y1,LAW,E,2026-2027,1,Student cohort for BA LL.B (Integrated Law) - Year 1 LAW Division E in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_LAW_Y1-LAW-F,DPS 2026-2027 English Medium BA LL.B (Integrated Law) - Year 1 LAW Division F,DPS-2026-GSEB-ENG-UNI_UG_LAW_Y1-LAW-F,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_LAW_Y1_LAW,GSEB,DPS,ENG,UNI_UG_LAW_Y1,LAW,F,2026-2027,1,Student cohort for BA LL.B (Integrated Law) - Year 1 LAW Division F in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_LAW_Y5-LAW-A,DPS 2026-2027 English Medium BA LL.B (Integrated Law) - Year 5 LAW Division A,DPS-2026-GSEB-ENG-UNI_UG_LAW_Y5-LAW-A,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_LAW_Y5_LAW,GSEB,DPS,ENG,UNI_UG_LAW_Y5,LAW,A,2026-2027,1,Student cohort for BA LL.B (Integrated Law) - Year 5 LAW Division A in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_LAW_Y5-LAW-B,DPS 2026-2027 English Medium BA LL.B (Integrated Law) - Year 5 LAW Division B,DPS-2026-GSEB-ENG-UNI_UG_LAW_Y5-LAW-B,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_LAW_Y5_LAW,GSEB,DPS,ENG,UNI_UG_LAW_Y5,LAW,B,2026-2027,1,Student cohort for BA LL.B (Integrated Law) - Year 5 LAW Division B in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_LAW_Y5-LAW-C,DPS 2026-2027 English Medium BA LL.B (Integrated Law) - Year 5 LAW Division C,DPS-2026-GSEB-ENG-UNI_UG_LAW_Y5-LAW-C,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_LAW_Y5_LAW,GSEB,DPS,ENG,UNI_UG_LAW_Y5,LAW,C,2026-2027,1,Student cohort for BA LL.B (Integrated Law) - Year 5 LAW Division C in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_LAW_Y5-LAW-D,DPS 2026-2027 English Medium BA LL.B (Integrated Law) - Year 5 LAW Division D,DPS-2026-GSEB-ENG-UNI_UG_LAW_Y5-LAW-D,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_LAW_Y5_LAW,GSEB,DPS,ENG,UNI_UG_LAW_Y5,LAW,D,2026-2027,1,Student cohort for BA LL.B (Integrated Law) - Year 5 LAW Division D in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_LAW_Y5-LAW-E,DPS 2026-2027 English Medium BA LL.B (Integrated Law) - Year 5 LAW Division E,DPS-2026-GSEB-ENG-UNI_UG_LAW_Y5-LAW-E,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_LAW_Y5_LAW,GSEB,DPS,ENG,UNI_UG_LAW_Y5,LAW,E,2026-2027,1,Student cohort for BA LL.B (Integrated Law) - Year 5 LAW Division E in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_LAW_Y5-LAW-F,DPS 2026-2027 English Medium BA LL.B (Integrated Law) - Year 5 LAW Division F,DPS-2026-GSEB-ENG-UNI_UG_LAW_Y5-LAW-F,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_LAW_Y5_LAW,GSEB,DPS,ENG,UNI_UG_LAW_Y5,LAW,F,2026-2027,1,Student cohort for BA LL.B (Integrated Law) - Year 5 LAW Division F in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y1-MED-A,DPS 2026-2027 English Medium MBBS (Medical) - Year 1 MED Division A,DPS-2026-GSEB-ENG-UNI_UG_MED_Y1-MED-A,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y1_MED,GSEB,DPS,ENG,UNI_UG_MED_Y1,MED,A,2026-2027,1,Student cohort for MBBS (Medical) - Year 1 MED Division A in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y1-MED-B,DPS 2026-2027 English Medium MBBS (Medical) - Year 1 MED Division B,DPS-2026-GSEB-ENG-UNI_UG_MED_Y1-MED-B,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y1_MED,GSEB,DPS,ENG,UNI_UG_MED_Y1,MED,B,2026-2027,1,Student cohort for MBBS (Medical) - Year 1 MED Division B in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y1-MED-C,DPS 2026-2027 English Medium MBBS (Medical) - Year 1 MED Division C,DPS-2026-GSEB-ENG-UNI_UG_MED_Y1-MED-C,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y1_MED,GSEB,DPS,ENG,UNI_UG_MED_Y1,MED,C,2026-2027,1,Student cohort for MBBS (Medical) - Year 1 MED Division C in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y1-MED-D,DPS 2026-2027 English Medium MBBS (Medical) - Year 1 MED Division D,DPS-2026-GSEB-ENG-UNI_UG_MED_Y1-MED-D,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y1_MED,GSEB,DPS,ENG,UNI_UG_MED_Y1,MED,D,2026-2027,1,Student cohort for MBBS (Medical) - Year 1 MED Division D in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y1-MED-E,DPS 2026-2027 English Medium MBBS (Medical) - Year 1 MED Division E,DPS-2026-GSEB-ENG-UNI_UG_MED_Y1-MED-E,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y1_MED,GSEB,DPS,ENG,UNI_UG_MED_Y1,MED,E,2026-2027,1,Student cohort for MBBS (Medical) - Year 1 MED Division E in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y1-MED-F,DPS 2026-2027 English Medium MBBS (Medical) - Year 1 MED Division F,DPS-2026-GSEB-ENG-UNI_UG_MED_Y1-MED-F,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y1_MED,GSEB,DPS,ENG,UNI_UG_MED_Y1,MED,F,2026-2027,1,Student cohort for MBBS (Medical) - Year 1 MED Division F in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y2-MED-A,DPS 2026-2027 English Medium MBBS (Medical) - Year 2 MED Division A,DPS-2026-GSEB-ENG-UNI_UG_MED_Y2-MED-A,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y2_MED,GSEB,DPS,ENG,UNI_UG_MED_Y2,MED,A,2026-2027,1,Student cohort for MBBS (Medical) - Year 2 MED Division A in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y2-MED-B,DPS 2026-2027 English Medium MBBS (Medical) - Year 2 MED Division B,DPS-2026-GSEB-ENG-UNI_UG_MED_Y2-MED-B,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y2_MED,GSEB,DPS,ENG,UNI_UG_MED_Y2,MED,B,2026-2027,1,Student cohort for MBBS (Medical) - Year 2 MED Division B in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y2-MED-C,DPS 2026-2027 English Medium MBBS (Medical) - Year 2 MED Division C,DPS-2026-GSEB-ENG-UNI_UG_MED_Y2-MED-C,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y2_MED,GSEB,DPS,ENG,UNI_UG_MED_Y2,MED,C,2026-2027,1,Student cohort for MBBS (Medical) - Year 2 MED Division C in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y2-MED-D,DPS 2026-2027 English Medium MBBS (Medical) - Year 2 MED Division D,DPS-2026-GSEB-ENG-UNI_UG_MED_Y2-MED-D,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y2_MED,GSEB,DPS,ENG,UNI_UG_MED_Y2,MED,D,2026-2027,1,Student cohort for MBBS (Medical) - Year 2 MED Division D in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y2-MED-E,DPS 2026-2027 English Medium MBBS (Medical) - Year 2 MED Division E,DPS-2026-GSEB-ENG-UNI_UG_MED_Y2-MED-E,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y2_MED,GSEB,DPS,ENG,UNI_UG_MED_Y2,MED,E,2026-2027,1,Student cohort for MBBS (Medical) - Year 2 MED Division E in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y2-MED-F,DPS 2026-2027 English Medium MBBS (Medical) - Year 2 MED Division F,DPS-2026-GSEB-ENG-UNI_UG_MED_Y2-MED-F,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y2_MED,GSEB,DPS,ENG,UNI_UG_MED_Y2,MED,F,2026-2027,1,Student cohort for MBBS (Medical) - Year 2 MED Division F in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y3-MED-A,DPS 2026-2027 English Medium MBBS (Medical) - Year 3 MED Division A,DPS-2026-GSEB-ENG-UNI_UG_MED_Y3-MED-A,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y3_MED,GSEB,DPS,ENG,UNI_UG_MED_Y3,MED,A,2026-2027,1,Student cohort for MBBS (Medical) - Year 3 MED Division A in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y3-MED-B,DPS 2026-2027 English Medium MBBS (Medical) - Year 3 MED Division B,DPS-2026-GSEB-ENG-UNI_UG_MED_Y3-MED-B,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y3_MED,GSEB,DPS,ENG,UNI_UG_MED_Y3,MED,B,2026-2027,1,Student cohort for MBBS (Medical) - Year 3 MED Division B in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y3-MED-C,DPS 2026-2027 English Medium MBBS (Medical) - Year 3 MED Division C,DPS-2026-GSEB-ENG-UNI_UG_MED_Y3-MED-C,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y3_MED,GSEB,DPS,ENG,UNI_UG_MED_Y3,MED,C,2026-2027,1,Student cohort for MBBS (Medical) - Year 3 MED Division C in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y3-MED-D,DPS 2026-2027 English Medium MBBS (Medical) - Year 3 MED Division D,DPS-2026-GSEB-ENG-UNI_UG_MED_Y3-MED-D,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y3_MED,GSEB,DPS,ENG,UNI_UG_MED_Y3,MED,D,2026-2027,1,Student cohort for MBBS (Medical) - Year 3 MED Division D in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y3-MED-E,DPS 2026-2027 English Medium MBBS (Medical) - Year 3 MED Division E,DPS-2026-GSEB-ENG-UNI_UG_MED_Y3-MED-E,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y3_MED,GSEB,DPS,ENG,UNI_UG_MED_Y3,MED,E,2026-2027,1,Student cohort for MBBS (Medical) - Year 3 MED Division E in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y3-MED-F,DPS 2026-2027 English Medium MBBS (Medical) - Year 3 MED Division F,DPS-2026-GSEB-ENG-UNI_UG_MED_Y3-MED-F,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y3_MED,GSEB,DPS,ENG,UNI_UG_MED_Y3,MED,F,2026-2027,1,Student cohort for MBBS (Medical) - Year 3 MED Division F in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y4-MED-A,DPS 2026-2027 English Medium MBBS (Medical) - Year 4 MED Division A,DPS-2026-GSEB-ENG-UNI_UG_MED_Y4-MED-A,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y4_MED,GSEB,DPS,ENG,UNI_UG_MED_Y4,MED,A,2026-2027,1,Student cohort for MBBS (Medical) - Year 4 MED Division A in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y4-MED-B,DPS 2026-2027 English Medium MBBS (Medical) - Year 4 MED Division B,DPS-2026-GSEB-ENG-UNI_UG_MED_Y4-MED-B,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y4_MED,GSEB,DPS,ENG,UNI_UG_MED_Y4,MED,B,2026-2027,1,Student cohort for MBBS (Medical) - Year 4 MED Division B in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y4-MED-C,DPS 2026-2027 English Medium MBBS (Medical) - Year 4 MED Division C,DPS-2026-GSEB-ENG-UNI_UG_MED_Y4-MED-C,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y4_MED,GSEB,DPS,ENG,UNI_UG_MED_Y4,MED,C,2026-2027,1,Student cohort for MBBS (Medical) - Year 4 MED Division C in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y4-MED-D,DPS 2026-2027 English Medium MBBS (Medical) - Year 4 MED Division D,DPS-2026-GSEB-ENG-UNI_UG_MED_Y4-MED-D,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y4_MED,GSEB,DPS,ENG,UNI_UG_MED_Y4,MED,D,2026-2027,1,Student cohort for MBBS (Medical) - Year 4 MED Division D in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y4-MED-E,DPS 2026-2027 English Medium MBBS (Medical) - Year 4 MED Division E,DPS-2026-GSEB-ENG-UNI_UG_MED_Y4-MED-E,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y4_MED,GSEB,DPS,ENG,UNI_UG_MED_Y4,MED,E,2026-2027,1,Student cohort for MBBS (Medical) - Year 4 MED Division E in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y4-MED-F,DPS 2026-2027 English Medium MBBS (Medical) - Year 4 MED Division F,DPS-2026-GSEB-ENG-UNI_UG_MED_Y4-MED-F,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y4_MED,GSEB,DPS,ENG,UNI_UG_MED_Y4,MED,F,2026-2027,1,Student cohort for MBBS (Medical) - Year 4 MED Division F in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y5-MED-A,DPS 2026-2027 English Medium MBBS (Medical) - Year 5 MED Division A,DPS-2026-GSEB-ENG-UNI_UG_MED_Y5-MED-A,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y5_MED,GSEB,DPS,ENG,UNI_UG_MED_Y5,MED,A,2026-2027,1,Student cohort for MBBS (Medical) - Year 5 MED Division A in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y5-MED-B,DPS 2026-2027 English Medium MBBS (Medical) - Year 5 MED Division B,DPS-2026-GSEB-ENG-UNI_UG_MED_Y5-MED-B,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y5_MED,GSEB,DPS,ENG,UNI_UG_MED_Y5,MED,B,2026-2027,1,Student cohort for MBBS (Medical) - Year 5 MED Division B in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y5-MED-C,DPS 2026-2027 English Medium MBBS (Medical) - Year 5 MED Division C,DPS-2026-GSEB-ENG-UNI_UG_MED_Y5-MED-C,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y5_MED,GSEB,DPS,ENG,UNI_UG_MED_Y5,MED,C,2026-2027,1,Student cohort for MBBS (Medical) - Year 5 MED Division C in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y5-MED-D,DPS 2026-2027 English Medium MBBS (Medical) - Year 5 MED Division D,DPS-2026-GSEB-ENG-UNI_UG_MED_Y5-MED-D,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y5_MED,GSEB,DPS,ENG,UNI_UG_MED_Y5,MED,D,2026-2027,1,Student cohort for MBBS (Medical) - Year 5 MED Division D in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y5-MED-E,DPS 2026-2027 English Medium MBBS (Medical) - Year 5 MED Division E,DPS-2026-GSEB-ENG-UNI_UG_MED_Y5-MED-E,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y5_MED,GSEB,DPS,ENG,UNI_UG_MED_Y5,MED,E,2026-2027,1,Student cohort for MBBS (Medical) - Year 5 MED Division E in 2026-2027.
DPS-2026-GSEB-ENG-UNI_UG_MED_Y5-MED-F,DPS 2026-2027 English Medium MBBS (Medical) - Year 5 MED Division F,DPS-2026-GSEB-ENG-UNI_UG_MED_Y5-MED-F,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_UNI_UG_MED_Y5_MED,GSEB,DPS,ENG,UNI_UG_MED_Y5,MED,F,2026-2027,1,Student cohort for MBBS (Medical) - Year 5 MED Division F in 2026-2027.
DPS-2026-GSEB-ENG-NUR_BSC_Y1-NUR-A,DPS 2026-2027 English Medium B.Sc Nursing - Y1 NUR Division A,DPS-2026-GSEB-ENG-NUR_BSC_Y1-NUR-A,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_NUR_BSC_Y1_NUR,GSEB,DPS,ENG,NUR_BSC_Y1,NUR,A,2026-2027,1,Student cohort for B.Sc Nursing - Y1 NUR Division A in 2026-2027.
DPS-2026-GSEB-ENG-NUR_BSC_Y1-NUR-B,DPS 2026-2027 English Medium B.Sc Nursing - Y1 NUR Division B,DPS-2026-GSEB-ENG-NUR_BSC_Y1-NUR-B,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_NUR_BSC_Y1_NUR,GSEB,DPS,ENG,NUR_BSC_Y1,NUR,B,2026-2027,1,Student cohort for B.Sc Nursing - Y1 NUR Division B in 2026-2027.
DPS-2026-GSEB-ENG-NUR_BSC_Y1-NUR-C,DPS 2026-2027 English Medium B.Sc Nursing - Y1 NUR Division C,DPS-2026-GSEB-ENG-NUR_BSC_Y1-NUR-C,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_NUR_BSC_Y1_NUR,GSEB,DPS,ENG,NUR_BSC_Y1,NUR,C,2026-2027,1,Student cohort for B.Sc Nursing - Y1 NUR Division C in 2026-2027.
DPS-2026-GSEB-ENG-NUR_BSC_Y1-NUR-D,DPS 2026-2027 English Medium B.Sc Nursing - Y1 NUR Division D,DPS-2026-GSEB-ENG-NUR_BSC_Y1-NUR-D,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_NUR_BSC_Y1_NUR,GSEB,DPS,ENG,NUR_BSC_Y1,NUR,D,2026-2027,1,Student cohort for B.Sc Nursing - Y1 NUR Division D in 2026-2027.
DPS-2026-GSEB-ENG-NUR_BSC_Y1-NUR-E,DPS 2026-2027 English Medium B.Sc Nursing - Y1 NUR Division E,DPS-2026-GSEB-ENG-NUR_BSC_Y1-NUR-E,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_NUR_BSC_Y1_NUR,GSEB,DPS,ENG,NUR_BSC_Y1,NUR,E,2026-2027,1,Student cohort for B.Sc Nursing - Y1 NUR Division E in 2026-2027.
