username,cohort_code,role
dps.stu.01491,DPS-2026-GSEB-HIN-STD05-GEN-A,student
dps.stu.01492,DPS-2026-GSEB-HIN-STD05-GEN-A,student
dps.stu.01493,DPS-2026-GSEB-HIN-STD05-GEN-A,student
dps.stu.01494,DPS-2026-GSEB-HIN-STD05-GEN-A,student
dps.stu.01495,DPS-2026-GSEB-HIN-STD05-GEN-A,student
dps.stu.01496,DPS-2026-GSEB-HIN-STD05-GEN-A,student
dps.stu.01497,DPS-2026-GSEB-HIN-STD05-GEN-A,student
dps.stu.01498,DPS-2026-GSEB-HIN-STD05-GEN-A,student
dps.stu.01499,DPS-2026-GSEB-HIN-STD05-GEN-A,student
dps.stu.01500,DPS-2026-GSEB-HIN-STD05-GEN-A,student
dps.stu.01501,DPS-2026-GSEB-GUJ-STD05-GEN-B,student
dps.stu.01502,DPS-2026-GSEB-GUJ-STD05-GEN-B,student
dps.stu.01503,DPS-2026-GSEB-GUJ-STD05-GEN-B,student
dps.stu.01504,DPS-2026-GSEB-GUJ-STD05-GEN-B,student
dps.stu.01505,DPS-2026-GSEB-GUJ-STD05-GEN-B,student
dps.stu.01506,DPS-2026-GSEB-GUJ-STD05-GEN-B,student
dps.stu.01507,DPS-2026-GSEB-GUJ-STD05-GEN-B,student
dps.stu.01508,DPS-2026-GSEB-GUJ-STD05-GEN-B,student
dps.stu.01509,DPS-2026-GSEB-GUJ-STD05-GEN-B,student
dps.stu.01510,DPS-2026-GSEB-GUJ-STD05-GEN-B,student
dps.stu.01511,DPS-2026-GSEB-GUJ-STD05-GEN-B,student
dps.stu.01512,DPS-2026-GSEB-GUJ-STD05-GEN-B,student
dps.stu.01513,DPS-2026-GSEB-GUJ-STD05-GEN-B,student
dps.stu.01514,DPS-2026-GSEB-GUJ-STD05-GEN-B,student
dps.stu.01515,DPS-2026-GSEB-GUJ-STD05-GEN-B,student
dps.stu.01516,DPS-2026-GSEB-GUJ-STD05-GEN-B,student
dps.stu.01517,DPS-2026-GSEB-GUJ-STD05-GEN-B,student
dps.stu.01518,DPS-2026-GSEB-GUJ-STD05-GEN-B,student
dps.stu.01519,DPS-2026-GSEB-GUJ-STD05-GEN-B,student
dps.stu.01520,DPS-2026-GSEB-GUJ-STD05-GEN-B,student
dps.stu.01521,DPS-2026-GSEB-ENG-STD05-GEN-B,student
dps.stu.01522,DPS-2026-GSEB-ENG-STD05-GEN-B,student
dps.stu.01523,DPS-2026-GSEB-ENG-STD05-GEN-B,student
dps.stu.01524,DPS-2026-GSEB-ENG-STD05-GEN-B,student
dps.stu.01525,DPS-2026-GSEB-ENG-STD05-GEN-B,student
dps.stu.01526,DPS-2026-GSEB-ENG-STD05-GEN-B,student
dps.stu.01527,DPS-2026-GSEB-ENG-STD05-GEN-B,student
dps.stu.01528,DPS-2026-GSEB-ENG-STD05-GEN-B,student
dps.stu.01529,DPS-2026-GSEB-ENG-STD05-GEN-B,student
dps.stu.01530,DPS-2026-GSEB-ENG-STD05-GEN-B,student
dps.stu.01531,DPS-2026-GSEB-ENG-STD05-GEN-B,student
dps.stu.01532,DPS-2026-GSEB-ENG-STD05-GEN-B,student
dps.stu.01533,DPS-2026-GSEB-ENG-STD05-GEN-B,student
dps.stu.01534,DPS-2026-GSEB-ENG-STD05-GEN-B,student
dps.stu.01535,DPS-2026-GSEB-ENG-STD05-GEN-B,student
dps.stu.01536,DPS-2026-GSEB-ENG-STD05-GEN-B,student
dps.stu.01537,DPS-2026-GSEB-ENG-STD05-GEN-B,student
dps.stu.01538,DPS-2026-GSEB-ENG-STD05-GEN-B,student
dps.stu.01539,DPS-2026-GSEB-ENG-STD05-GEN-B,student
dps.stu.01540,DPS-2026-GSEB-ENG-STD05-GEN-B,student
dps.stu.01541,DPS-2026-GSEB-HIN-STD05-GEN-B,student
dps.stu.01542,DPS-2026-GSEB-HIN-STD05-GEN-B,student
dps.stu.01543,DPS-2026-GSEB-HIN-STD05-GEN-B,student
dps.stu.01544,DPS-2026-GSEB-HIN-STD05-GEN-B,student
dps.stu.01545,DPS-2026-GSEB-HIN-STD05-GEN-B,student
dps.stu.01546,DPS-2026-GSEB-HIN-STD05-GEN-B,student
dps.stu.01547,DPS-2026-GSEB-HIN-STD05-GEN-B,student
dps.stu.01548,DPS-2026-GSEB-HIN-STD05-GEN-B,student
dps.stu.01549,DPS-2026-GSEB-HIN-STD05-GEN-B,student
dps.stu.01550,DPS-2026-GSEB-HIN-STD05-GEN-B,student
dps.stu.01551,DPS-2026-GSEB-HIN-STD05-GEN-B,student
dps.stu.01552,DPS-2026-GSEB-HIN-STD05-GEN-B,student
dps.stu.01553,DPS-2026-GSEB-HIN-STD05-GEN-B,student
dps.stu.01554,DPS-2026-GSEB-HIN-STD05-GEN-B,student
dps.stu.01555,DPS-2026-GSEB-HIN-STD05-GEN-B,student
dps.stu.01556,DPS-2026-GSEB-HIN-STD05-GEN-B,student
dps.stu.01557,DPS-2026-GSEB-HIN-STD05-GEN-B,student
dps.stu.01558,DPS-2026-GSEB-HIN-STD05-GEN-B,student
dps.stu.01559,DPS-2026-GSEB-HIN-STD05-GEN-B,student
dps.stu.01560,DPS-2026-GSEB-HIN-STD05-GEN-B,student
dps.stu.01561,DPS-2026-GSEB-GUJ-STD05-GEN-C,student
dps.stu.01562,DPS-2026-GSEB-GUJ-STD05-GEN-C,student
dps.stu.01563,DPS-2026-GSEB-GUJ-STD05-GEN-C,student
dps.stu.01564,DPS-2026-GSEB-GUJ-STD05-GEN-C,student
dps.stu.01565,DPS-2026-GSEB-GUJ-STD05-GEN-C,student
dps.stu.01566,DPS-2026-GSEB-GUJ-STD05-GEN-C,student
dps.stu.01567,DPS-2026-GSEB-GUJ-STD05-GEN-C,student
dps.stu.01568,DPS-2026-GSEB-GUJ-STD05-GEN-C,student
dps.stu.01569,DPS-2026-GSEB-GUJ-STD05-GEN-C,student
dps.stu.01570,DPS-2026-GSEB-GUJ-STD05-GEN-C,student
dps.stu.01571,DPS-2026-GSEB-GUJ-STD05-GEN-C,student
dps.stu.01572,DPS-2026-GSEB-GUJ-STD05-GEN-C,student
dps.stu.01573,DPS-2026-GSEB-GUJ-STD05-GEN-C,student
dps.stu.01574,DPS-2026-GSEB-GUJ-STD05-GEN-C,student
dps.stu.01575,DPS-2026-GSEB-GUJ-STD05-GEN-C,student
dps.stu.01576,DPS-2026-GSEB-GUJ-STD05-GEN-C,student
dps.stu.01577,DPS-2026-GSEB-GUJ-STD05-GEN-C,student
dps.stu.01578,DPS-2026-GSEB-GUJ-STD05-GEN-C,student
dps.stu.01579,DPS-2026-GSEB-GUJ-STD05-GEN-C,student
dps.stu.01580,DPS-2026-GSEB-GUJ-STD05-GEN-C,student
dps.stu.01581,DPS-2026-GSEB-ENG-STD05-GEN-C,student
dps.stu.01582,DPS-2026-GSEB-ENG-STD05-GEN-C,student
dps.stu.01583,DPS-2026-GSEB-ENG-STD05-GEN-C,student
dps.stu.01584,DPS-2026-GSEB-ENG-STD05-GEN-C,student
dps.stu.01585,DPS-2026-GSEB-ENG-STD05-GEN-C,student
dps.stu.01586,DPS-2026-GSEB-ENG-STD05-GEN-C,student
dps.stu.01587,DPS-2026-GSEB-ENG-STD05-GEN-C,student
dps.stu.01588,DPS-2026-GSEB-ENG-STD05-GEN-C,student
dps.stu.01589,DPS-2026-GSEB-ENG-STD05-GEN-C,student
dps.stu.01590,DPS-2026-GSEB-ENG-STD05-GEN-C,student
dps.stu.01591,DPS-2026-GSEB-ENG-STD05-GEN-C,student
dps.stu.01592,DPS-2026-GSEB-ENG-STD05-GEN-C,student
dps.stu.01593,DPS-2026-GSEB-ENG-STD05-GEN-C,student
dps.stu.01594,DPS-2026-GSEB-ENG-STD05-GEN-C,student
dps.stu.01595,DPS-2026-GSEB-ENG-STD05-GEN-C,student
dps.stu.01596,DPS-2026-GSEB-ENG-STD05-GEN-C,student
dps.stu.01597,DPS-2026-GSEB-ENG-STD05-GEN-C,student
dps.stu.01598,DPS-2026-GSEB-ENG-STD05-GEN-C,student
dps.stu.01599,DPS-2026-GSEB-ENG-STD05-GEN-C,student
dps.stu.01600,DPS-2026-GSEB-ENG-STD05-GEN-C,student
dps.stu.01601,DPS-2026-GSEB-HIN-STD05-GEN-C,student
dps.stu.01602,DPS-2026-GSEB-HIN-STD05-GEN-C,student
dps.stu.01603,DPS-2026-GSEB-HIN-STD05-GEN-C,student
dps.stu.01604,DPS-2026-GSEB-HIN-STD05-GEN-C,student
dps.stu.01605,DPS-2026-GSEB-HIN-STD05-GEN-C,student
dps.stu.01606,DPS-2026-GSEB-HIN-STD05-GEN-C,student
dps.stu.01607,DPS-2026-GSEB-HIN-STD05-GEN-C,student
dps.stu.01608,DPS-2026-GSEB-HIN-STD05-GEN-C,student
dps.stu.01609,DPS-2026-GSEB-HIN-STD05-GEN-C,student
dps.stu.01610,DPS-2026-GSEB-HIN-STD05-GEN-C,student
dps.stu.01611,DPS-2026-GSEB-HIN-STD05-GEN-C,student
dps.stu.01612,DPS-2026-GSEB-HIN-STD05-GEN-C,student
dps.stu.01613,DPS-2026-GSEB-HIN-STD05-GEN-C,student
dps.stu.01614,DPS-2026-GSEB-HIN-STD05-GEN-C,student
dps.stu.01615,DPS-2026-GSEB-HIN-STD05-GEN-C,student
dps.stu.01616,DPS-2026-GSEB-HIN-STD05-GEN-C,student
dps.stu.01617,DPS-2026-GSEB-HIN-STD05-GEN-C,student
dps.stu.01618,DPS-2026-GSEB-HIN-STD05-GEN-C,student
dps.stu.01619,DPS-2026-GSEB-HIN-STD05-GEN-C,student
dps.stu.01620,DPS-2026-GSEB-HIN-STD05-GEN-C,student
dps.stu.01621,DPS-2026-GSEB-GUJ-STD05-GEN-D,student
dps.stu.01622,DPS-2026-GSEB-GUJ-STD05-GEN-D,student
dps.stu.01623,DPS-2026-GSEB-GUJ-STD05-GEN-D,student
dps.stu.01624,DPS-2026-GSEB-GUJ-STD05-GEN-D,student
dps.stu.01625,DPS-2026-GSEB-GUJ-STD05-GEN-D,student
dps.stu.01626,DPS-2026-GSEB-GUJ-STD05-GEN-D,student
dps.stu.01627,DPS-2026-GSEB-GUJ-STD05-GEN-D,student
dps.stu.01628,DPS-2026-GSEB-GUJ-STD05-GEN-D,student
dps.stu.01629,DPS-2026-GSEB-GUJ-STD05-GEN-D,student
dps.stu.01630,DPS-2026-GSEB-GUJ-STD05-GEN-D,student
dps.stu.01631,DPS-2026-GSEB-GUJ-STD05-GEN-D,student
dps.stu.01632,DPS-2026-GSEB-GUJ-STD05-GEN-D,student
dps.stu.01633,DPS-2026-GSEB-GUJ-STD05-GEN-D,student
dps.stu.01634,DPS-2026-GSEB-GUJ-STD05-GEN-D,student
dps.stu.01635,DPS-2026-GSEB-GUJ-STD05-GEN-D,student
dps.stu.01636,DPS-2026-GSEB-GUJ-STD05-GEN-D,student
dps.stu.01637,DPS-2026-GSEB-GUJ-STD05-GEN-D,student
dps.stu.01638,DPS-2026-GSEB-GUJ-STD05-GEN-D,student
dps.stu.01639,DPS-2026-GSEB-GUJ-STD05-GEN-D,student
dps.stu.01640,DPS-2026-GSEB-GUJ-STD05-GEN-D,student
dps.stu.01641,DPS-2026-GSEB-ENG-STD05-GEN-D,student
dps.stu.01642,DPS-2026-GSEB-ENG-STD05-GEN-D,student
dps.stu.01643,DPS-2026-GSEB-ENG-STD05-GEN-D,student
dps.stu.01644,DPS-2026-GSEB-ENG-STD05-GEN-D,student
dps.stu.01645,DPS-2026-GSEB-ENG-STD05-GEN-D,student
dps.stu.01646,DPS-2026-GSEB-ENG-STD05-GEN-D,student
dps.stu.01647,DPS-2026-GSEB-ENG-STD05-GEN-D,student
dps.stu.01648,DPS-2026-GSEB-ENG-STD05-GEN-D,student
dps.stu.01649,DPS-2026-GSEB-ENG-STD05-GEN-D,student
dps.stu.01650,DPS-2026-GSEB-ENG-STD05-GEN-D,student
dps.stu.01651,DPS-2026-GSEB-ENG-STD05-GEN-D,student
dps.stu.01652,DPS-2026-GSEB-ENG-STD05-GEN-D,student
dps.stu.01653,DPS-2026-GSEB-ENG-STD05-GEN-D,student
dps.stu.01654,DPS-2026-GSEB-ENG-STD05-GEN-D,student
dps.stu.01655,DPS-2026-GSEB-ENG-STD05-GEN-D,student
dps.stu.01656,DPS-2026-GSEB-ENG-STD05-GEN-D,student
dps.stu.01657,DPS-2026-GSEB-ENG-STD05-GEN-D,student
dps.stu.01658,DPS-2026-GSEB-ENG-STD05-GEN-D,student
dps.stu.01659,DPS-2026-GSEB-ENG-STD05-GEN-D,student
dps.stu.01660,DPS-2026-GSEB-ENG-STD05-GEN-D,student
dps.stu.01661,DPS-2026-GSEB-HIN-STD05-GEN-D,student
dps.stu.01662,DPS-2026-GSEB-HIN-STD05-GEN-D,student
dps.stu.01663,DPS-2026-GSEB-HIN-STD05-GEN-D,student
dps.stu.01664,DPS-2026-GSEB-HIN-STD05-GEN-D,student
dps.stu.01665,DPS-2026-GSEB-HIN-STD05-GEN-D,student
dps.stu.01666,DPS-2026-GSEB-HIN-STD05-GEN-D,student
dps.stu.01667,DPS-2026-GSEB-HIN-STD05-GEN-D,student
dps.stu.01668,DPS-2026-GSEB-HIN-STD05-GEN-D,student
dps.stu.01669,DPS-2026-GSEB-HIN-STD05-GEN-D,student
dps.stu.01670,DPS-2026-GSEB-HIN-STD05-GEN-D,student
dps.stu.01671,DPS-2026-GSEB-HIN-STD05-GEN-D,student
dps.stu.01672,DPS-2026-GSEB-HIN-STD05-GEN-D,student
dps.stu.01673,DPS-2026-GSEB-HIN-STD05-GEN-D,student
dps.stu.01674,DPS-2026-GSEB-HIN-STD05-GEN-D,student
dps.stu.01675,DPS-2026-GSEB-HIN-STD05-GEN-D,student
dps.stu.01676,DPS-2026-GSEB-HIN-STD05-GEN-D,student
dps.stu.01677,DPS-2026-GSEB-HIN-STD05-GEN-D,student
dps.stu.01678,DPS-2026-GSEB-HIN-STD05-GEN-D,student
dps.stu.01679,DPS-2026-GSEB-HIN-STD05-GEN-D,student
dps.stu.01680,DPS-2026-GSEB-HIN-STD05-GEN-D,student
dps.stu.01681,DPS-2026-GSEB-GUJ-STD05-GEN-E,student
dps.stu.01682,DPS-2026-GSEB-GUJ-STD05-GEN-E,student
dps.stu.01683,DPS-2026-GSEB-GUJ-STD05-GEN-E,student
dps.stu.01684,DPS-2026-GSEB-GUJ-STD05-GEN-E,student
dps.stu.01685,DPS-2026-GSEB-GUJ-STD05-GEN-E,student
dps.stu.01686,DPS-2026-GSEB-GUJ-STD05-GEN-E,student
dps.stu.01687,DPS-2026-GSEB-GUJ-STD05-GEN-E,student
dps.stu.01688,DPS-2026-GSEB-GUJ-STD05-GEN-E,student
dps.stu.01689,DPS-2026-GSEB-GUJ-STD05-GEN-E,student
dps.stu.01690,DPS-2026-GSEB-GUJ-STD05-GEN-E,student
dps.stu.01691,DPS-2026-GSEB-GUJ-STD05-GEN-E,student
dps.stu.01692,DPS-2026-GSEB-GUJ-STD05-GEN-E,student
dps.stu.01693,DPS-2026-GSEB-GUJ-STD05-GEN-E,student
dps.stu.01694,DPS-2026-GSEB-GUJ-STD05-GEN-E,student
dps.stu.01695,DPS-2026-GSEB-GUJ-STD05-GEN-E,student
dps.stu.01696,DPS-2026-GSEB-GUJ-STD05-GEN-E,student
dps.stu.01697,DPS-2026-GSEB-GUJ-STD05-GEN-E,student
dps.stu.01698,DPS-2026-GSEB-GUJ-STD05-GEN-E,student
dps.stu.01699,DPS-2026-GSEB-GUJ-STD05-GEN-E,student
dps.stu.01700,DPS-2026-GSEB-GUJ-STD05-GEN-E,student
dps.stu.01701,DPS-2026-GSEB-ENG-STD05-GEN-E,student
dps.stu.01702,DPS-2026-GSEB-ENG-STD05-GEN-E,student
dps.stu.01703,DPS-2026-GSEB-ENG-STD05-GEN-E,student
dps.stu.01704,DPS-2026-GSEB-ENG-STD05-GEN-E,student
dps.stu.01705,DPS-2026-GSEB-ENG-STD05-GEN-E,student
dps.stu.01706,DPS-2026-GSEB-ENG-STD05-GEN-E,student
dps.stu.01707,DPS-2026-GSEB-ENG-STD05-GEN-E,student
dps.stu.01708,DPS-2026-GSEB-ENG-STD05-GEN-E,student
dps.stu.01709,DPS-2026-GSEB-ENG-STD05-GEN-E,student
dps.stu.01710,DPS-2026-GSEB-ENG-STD05-GEN-E,student
dps.stu.01711,DPS-2026-GSEB-ENG-STD05-GEN-E,student
dps.stu.01712,DPS-2026-GSEB-ENG-STD05-GEN-E,student
dps.stu.01713,DPS-2026-GSEB-ENG-STD05-GEN-E,student
dps.stu.01714,DPS-2026-GSEB-ENG-STD05-GEN-E,student
dps.stu.01715,DPS-2026-GSEB-ENG-STD05-GEN-E,student
dps.stu.01716,DPS-2026-GSEB-ENG-STD05-GEN-E,student
dps.stu.01717,DPS-2026-GSEB-ENG-STD05-GEN-E,student
dps.stu.01718,DPS-2026-GSEB-ENG-STD05-GEN-E,student
dps.stu.01719,DPS-2026-GSEB-ENG-STD05-GEN-E,student
dps.stu.01720,DPS-2026-GSEB-ENG-STD05-GEN-E,student
dps.stu.01721,DPS-2026-GSEB-HIN-STD05-GEN-E,student
dps.stu.01722,DPS-2026-GSEB-HIN-STD05-GEN-E,student
dps.stu.01723,DPS-2026-GSEB-HIN-STD05-GEN-E,student
dps.stu.01724,DPS-2026-GSEB-HIN-STD05-GEN-E,student
dps.stu.01725,DPS-2026-GSEB-HIN-STD05-GEN-E,student
dps.stu.01726,DPS-2026-GSEB-HIN-STD05-GEN-E,student
dps.stu.01727,DPS-2026-GSEB-HIN-STD05-GEN-E,student
dps.stu.01728,DPS-2026-GSEB-HIN-STD05-GEN-E,student
dps.stu.01729,DPS-2026-GSEB-HIN-STD05-GEN-E,student
dps.stu.01730,DPS-2026-GSEB-HIN-STD05-GEN-E,student
dps.stu.01731,DPS-2026-GSEB-HIN-STD05-GEN-E,student
dps.stu.01732,DPS-2026-GSEB-HIN-STD05-GEN-E,student
dps.stu.01733,DPS-2026-GSEB-HIN-STD05-GEN-E,student
dps.stu.01734,DPS-2026-GSEB-HIN-STD05-GEN-E,student
dps.stu.01735,DPS-2026-GSEB-HIN-STD05-GEN-E,student
dps.stu.01736,DPS-2026-GSEB-HIN-STD05-GEN-E,student
dps.stu.01737,DPS-2026-GSEB-HIN-STD05-GEN-E,student
dps.stu.01738,DPS-2026-GSEB-HIN-STD05-GEN-E,student
dps.stu.01739,DPS-2026-GSEB-HIN-STD05-GEN-E,student
dps.stu.01740,DPS-2026-GSEB-HIN-STD05-GEN-E,student
dps.stu.01741,DPS-2026-GSEB-GUJ-STD05-GEN-F,student
dps.stu.01742,DPS-2026-GSEB-GUJ-STD05-GEN-F,student
dps.stu.01743,DPS-2026-GSEB-GUJ-STD05-GEN-F,student
dps.stu.01744,DPS-2026-GSEB-GUJ-STD05-GEN-F,student
dps.stu.01745,DPS-2026-GSEB-GUJ-STD05-GEN-F,student
dps.stu.01746,DPS-2026-GSEB-GUJ-STD05-GEN-F,student
dps.stu.01747,DPS-2026-GSEB-GUJ-STD05-GEN-F,student
dps.stu.01748,DPS-2026-GSEB-GUJ-STD05-GEN-F,student
dps.stu.01749,DPS-2026-GSEB-GUJ-STD05-GEN-F,student
dps.stu.01750,DPS-2026-GSEB-GUJ-STD05-GEN-F,student
dps.stu.01751,DPS-2026-GSEB-GUJ-STD05-GEN-F,student
dps.stu.01752,DPS-2026-GSEB-GUJ-STD05-GEN-F,student
dps.stu.01753,DPS-2026-GSEB-GUJ-STD05-GEN-F,student
dps.stu.01754,DPS-2026-GSEB-GUJ-STD05-GEN-F,student
dps.stu.01755,DPS-2026-GSEB-GUJ-STD05-GEN-F,student
dps.stu.01756,DPS-2026-GSEB-GUJ-STD05-GEN-F,student
dps.stu.01757,DPS-2026-GSEB-GUJ-STD05-GEN-F,student
dps.stu.01758,DPS-2026-GSEB-GUJ-STD05-GEN-F,student
dps.stu.01759,DPS-2026-GSEB-GUJ-STD05-GEN-F,student
dps.stu.01760,DPS-2026-GSEB-GUJ-STD05-GEN-F,student
dps.stu.01761,DPS-2026-GSEB-ENG-STD05-GEN-F,student
dps.stu.01762,DPS-2026-GSEB-ENG-STD05-GEN-F,student
dps.stu.01763,DPS-2026-GSEB-ENG-STD05-GEN-F,student
dps.stu.01764,DPS-2026-GSEB-ENG-STD05-GEN-F,student
dps.stu.01765,DPS-2026-GSEB-ENG-STD05-GEN-F,student
dps.stu.01766,DPS-2026-GSEB-ENG-STD05-GEN-F,student
dps.stu.01767,DPS-2026-GSEB-ENG-STD05-GEN-F,student
dps.stu.01768,DPS-2026-GSEB-ENG-STD05-GEN-F,student
dps.stu.01769,DPS-2026-GSEB-ENG-STD05-GEN-F,student
dps.stu.01770,DPS-2026-GSEB-ENG-STD05-GEN-F,student
dps.stu.01771,DPS-2026-GSEB-ENG-STD05-GEN-F,student
dps.stu.01772,DPS-2026-GSEB-ENG-STD05-GEN-F,student
dps.stu.01773,DPS-2026-GSEB-ENG-STD05-GEN-F,student
dps.stu.01774,DPS-2026-GSEB-ENG-STD05-GEN-F,student
dps.stu.01775,DPS-2026-GSEB-ENG-STD05-GEN-F,student
dps.stu.01776,DPS-2026-GSEB-ENG-STD05-GEN-F,student
dps.stu.01777,DPS-2026-GSEB-ENG-STD05-GEN-F,student
dps.stu.01778,DPS-2026-GSEB-ENG-STD05-GEN-F,student
dps.stu.01779,DPS-2026-GSEB-ENG-STD05-GEN-F,student
dps.stu.01780,DPS-2026-GSEB-ENG-STD05-GEN-F,student
dps.stu.01781,DPS-2026-GSEB-HIN-STD05-GEN-F,student
dps.stu.01782,DPS-2026-GSEB-HIN-STD05-GEN-F,student
dps.stu.01783,DPS-2026-GSEB-HIN-STD05-GEN-F,student
dps.stu.01784,DPS-2026-GSEB-HIN-STD05-GEN-F,student
dps.stu.01785,DPS-2026-GSEB-HIN-STD05-GEN-F,student
dps.stu.01786,DPS-2026-GSEB-HIN-STD05-GEN-F,student
dps.stu.01787,DPS-2026-GSEB-HIN-STD05-GEN-F,student
dps.stu.01788,DPS-2026-GSEB-HIN-STD05-GEN-F,student
dps.stu.01789,DPS-2026-GSEB-HIN-STD05-GEN-F,student
dps.stu.01790,DPS-2026-GSEB-HIN-STD05-GEN-F,student
dps.stu.01791,DPS-2026-GSEB-HIN-STD05-GEN-F,student
dps.stu.01792,DPS-2026-GSEB-HIN-STD05-GEN-F,student
dps.stu.01793,DPS-2026-GSEB-HIN-STD05-GEN-F,student
dps.stu.01794,DPS-2026-GSEB-HIN-STD05-GEN-F,student
dps.stu.01795,DPS-2026-GSEB-HIN-STD05-GEN-F,student
dps.stu.01796,DPS-2026-GSEB-HIN-STD05-GEN-F,student
dps.stu.01797,DPS-2026-GSEB-HIN-STD05-GEN-F,student
dps.stu.01798,DPS-2026-GSEB-HIN-STD05-GEN-F,student
dps.stu.01799,DPS-2026-GSEB-HIN-STD05-GEN-F,student
dps.stu.01800,DPS-2026-GSEB-HIN-STD05-GEN-F,student
dps.stu.01801,DPS-2026-GSEB-GUJ-STD06-GEN-A,student
dps.stu.01802,DPS-2026-GSEB-GUJ-STD06-GEN-A,student
dps.stu.01803,DPS-2026-GSEB-GUJ-STD06-GEN-A,student
dps.stu.01804,DPS-2026-GSEB-GUJ-STD06-GEN-A,student
dps.stu.01805,DPS-2026-GSEB-GUJ-STD06-GEN-A,student
dps.stu.01806,DPS-2026-GSEB-GUJ-STD06-GEN-A,student
dps.stu.01807,DPS-2026-GSEB-GUJ-STD06-GEN-A,student
dps.stu.01808,DPS-2026-GSEB-GUJ-STD06-GEN-A,student
dps.stu.01809,DPS-2026-GSEB-GUJ-STD06-GEN-A,student
dps.stu.01810,DPS-2026-GSEB-GUJ-STD06-GEN-A,student
dps.stu.01811,DPS-2026-GSEB-GUJ-STD06-GEN-A,student
dps.stu.01812,DPS-2026-GSEB-GUJ-STD06-GEN-A,student
dps.stu.01813,DPS-2026-GSEB-GUJ-STD06-GEN-A,student
dps.stu.01814,DPS-2026-GSEB-GUJ-STD06-GEN-A,student
dps.stu.01815,DPS-2026-GSEB-GUJ-STD06-GEN-A,student
dps.stu.01816,DPS-2026-GSEB-GUJ-STD06-GEN-A,student
dps.stu.01817,DPS-2026-GSEB-GUJ-STD06-GEN-A,student
dps.stu.01818,DPS-2026-GSEB-GUJ-STD06-GEN-A,student
dps.stu.01819,DPS-2026-GSEB-GUJ-STD06-GEN-A,student
dps.stu.01820,DPS-2026-GSEB-GUJ-STD06-GEN-A,student
dps.stu.01821,DPS-2026-GSEB-ENG-STD06-GEN-A,student
dps.stu.01822,DPS-2026-GSEB-ENG-STD06-GEN-A,student
dps.stu.01823,DPS-2026-GSEB-ENG-STD06-GEN-A,student
dps.stu.01824,DPS-2026-GSEB-ENG-STD06-GEN-A,student
dps.stu.01825,DPS-2026-GSEB-ENG-STD06-GEN-A,student
dps.stu.01826,DPS-2026-GSEB-ENG-STD06-GEN-A,student
dps.stu.01827,DPS-2026-GSEB-ENG-STD06-GEN-A,student
dps.stu.01828,DPS-2026-GSEB-ENG-STD06-GEN-A,student
dps.stu.01829,DPS-2026-GSEB-ENG-STD06-GEN-A,student
dps.stu.01830,DPS-2026-GSEB-ENG-STD06-GEN-A,student
dps.stu.01831,DPS-2026-GSEB-ENG-STD06-GEN-A,student
dps.stu.01832,DPS-2026-GSEB-ENG-STD06-GEN-A,student
dps.stu.01833,DPS-2026-GSEB-ENG-STD06-GEN-A,student
dps.stu.01834,DPS-2026-GSEB-ENG-STD06-GEN-A,student
dps.stu.01835,DPS-2026-GSEB-ENG-STD06-GEN-A,student
dps.stu.01836,DPS-2026-GSEB-ENG-STD06-GEN-A,student
dps.stu.01837,DPS-2026-GSEB-ENG-STD06-GEN-A,student
dps.stu.01838,DPS-2026-GSEB-ENG-STD06-GEN-A,student
dps.stu.01839,DPS-2026-GSEB-ENG-STD06-GEN-A,student
dps.stu.01840,DPS-2026-GSEB-ENG-STD06-GEN-A,student
dps.stu.01841,DPS-2026-GSEB-HIN-STD06-GEN-A,student
dps.stu.01842,DPS-2026-GSEB-HIN-STD06-GEN-A,student
dps.stu.01843,DPS-2026-GSEB-HIN-STD06-GEN-A,student
dps.stu.01844,DPS-2026-GSEB-HIN-STD06-GEN-A,student
dps.stu.01845,DPS-2026-GSEB-HIN-STD06-GEN-A,student
dps.stu.01846,DPS-2026-GSEB-HIN-STD06-GEN-A,student
dps.stu.01847,DPS-2026-GSEB-HIN-STD06-GEN-A,student
dps.stu.01848,DPS-2026-GSEB-HIN-STD06-GEN-A,student
dps.stu.01849,DPS-2026-GSEB-HIN-STD06-GEN-A,student
dps.stu.01850,DPS-2026-GSEB-HIN-STD06-GEN-A,student
dps.stu.01851,DPS-2026-GSEB-HIN-STD06-GEN-A,student
dps.stu.01852,DPS-2026-GSEB-HIN-STD06-GEN-A,student
dps.stu.01853,DPS-2026-GSEB-HIN-STD06-GEN-A,student
dps.stu.01854,DPS-2026-GSEB-HIN-STD06-GEN-A,student
dps.stu.01855,DPS-2026-GSEB-HIN-STD06-GEN-A,student
dps.stu.01856,DPS-2026-GSEB-HIN-STD06-GEN-A,student
dps.stu.01857,DPS-2026-GSEB-HIN-STD06-GEN-A,student
dps.stu.01858,DPS-2026-GSEB-HIN-STD06-GEN-A,student
dps.stu.01859,DPS-2026-GSEB-HIN-STD06-GEN-A,student
dps.stu.01860,DPS-2026-GSEB-HIN-STD06-GEN-A,student
dps.stu.01861,DPS-2026-GSEB-GUJ-STD06-GEN-B,student
dps.stu.01862,DPS-2026-GSEB-GUJ-STD06-GEN-B,student
dps.stu.01863,DPS-2026-GSEB-GUJ-STD06-GEN-B,student
dps.stu.01864,DPS-2026-GSEB-GUJ-STD06-GEN-B,student
