academic_year,board_code,medium_code,grade_code,stream_code,division_code,division_name,capacity,is_active,source_rule_key,notes
2026-2027,GSEB,ENG,UNI_UG_BBA_Y1,MGT,E,Division E,40,1,2026-2027-GSEB-ENG-UNI_UG_BBA_Y1-MGT,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BBA_Y1,MGT,F,Division F,40,1,2026-2027-GSEB-ENG-UNI_UG_BBA_Y1-MGT,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BBA_Y2,MGT,A,Division A,40,1,2026-2027-GSEB-ENG-UNI_UG_BBA_Y2-MGT,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BBA_Y2,MGT,B,Division B,40,1,2026-2027-GSEB-ENG-UNI_UG_BBA_Y2-MGT,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BBA_Y2,MGT,C,Division C,40,1,2026-2027-GSEB-ENG-UNI_UG_BBA_Y2-MGT,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BBA_Y2,MGT,D,Division D,40,1,2026-2027-GSEB-ENG-UNI_UG_BBA_Y2-MGT,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BBA_Y2,MGT,E,Division E,40,1,2026-2027-GSEB-ENG-UNI_UG_BBA_Y2-MGT,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BBA_Y2,MGT,F,Division F,40,1,2026-2027-GSEB-ENG-UNI_UG_BBA_Y2-MGT,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BBA_Y3,MGT,A,Division A,40,1,2026-2027-GSEB-ENG-UNI_UG_BBA_Y3-MGT,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BBA_Y3,MGT,B,Division B,40,1,2026-2027-GSEB-ENG-UNI_UG_BBA_Y3-MGT,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BBA_Y3,MGT,C,Division C,40,1,2026-2027-GSEB-ENG-UNI_UG_BBA_Y3-MGT,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BBA_Y3,MGT,D,Division D,40,1,2026-2027-GSEB-ENG-UNI_UG_BBA_Y3-MGT,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BBA_Y3,MGT,E,Division E,40,1,2026-2027-GSEB-ENG-UNI_UG_BBA_Y3-MGT,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BBA_Y3,MGT,F,Division F,40,1,2026-2027-GSEB-ENG-UNI_UG_BBA_Y3-MGT,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BCA_Y1,CSA,A,Division A,40,1,2026-2027-GSEB-ENG-UNI_UG_BCA_Y1-CSA,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BCA_Y1,CSA,B,Division B,40,1,2026-2027-GSEB-ENG-UNI_UG_BCA_Y1-CSA,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BCA_Y1,CSA,C,Division C,40,1,2026-2027-GSEB-ENG-UNI_UG_BCA_Y1-CSA,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BCA_Y1,CSA,D,Division D,40,1,2026-2027-GSEB-ENG-UNI_UG_BCA_Y1-CSA,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BCA_Y1,CSA,E,Division E,40,1,2026-2027-GSEB-ENG-UNI_UG_BCA_Y1-CSA,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BCA_Y1,CSA,F,Division F,40,1,2026-2027-GSEB-ENG-UNI_UG_BCA_Y1-CSA,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BCA_Y2,CSA,A,Division A,40,1,2026-2027-GSEB-ENG-UNI_UG_BCA_Y2-CSA,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BCA_Y2,CSA,B,Division B,40,1,2026-2027-GSEB-ENG-UNI_UG_BCA_Y2-CSA,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BCA_Y2,CSA,C,Division C,40,1,2026-2027-GSEB-ENG-UNI_UG_BCA_Y2-CSA,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BCA_Y2,CSA,D,Division D,40,1,2026-2027-GSEB-ENG-UNI_UG_BCA_Y2-CSA,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BCA_Y2,CSA,E,Division E,40,1,2026-2027-GSEB-ENG-UNI_UG_BCA_Y2-CSA,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BCA_Y2,CSA,F,Division F,40,1,2026-2027-GSEB-ENG-UNI_UG_BCA_Y2-CSA,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BCA_Y3,CSA,A,Division A,40,1,2026-2027-GSEB-ENG-UNI_UG_BCA_Y3-CSA,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BCA_Y3,CSA,B,Division B,40,1,2026-2027-GSEB-ENG-UNI_UG_BCA_Y3-CSA,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BCA_Y3,CSA,C,Division C,40,1,2026-2027-GSEB-ENG-UNI_UG_BCA_Y3-CSA,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BCA_Y3,CSA,D,Division D,40,1,2026-2027-GSEB-ENG-UNI_UG_BCA_Y3-CSA,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BCA_Y3,CSA,E,Division E,40,1,2026-2027-GSEB-ENG-UNI_UG_BCA_Y3-CSA,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BCA_Y3,CSA,F,Division F,40,1,2026-2027-GSEB-ENG-UNI_UG_BCA_Y3-CSA,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BFA_Y1,ART,A,Division A,40,1,2026-2027-GSEB-ENG-UNI_UG_BFA_Y1-ART,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BFA_Y1,ART,B,Division B,40,1,2026-2027-GSEB-ENG-UNI_UG_BFA_Y1-ART,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BFA_Y1,ART,C,Division C,40,1,2026-2027-GSEB-ENG-UNI_UG_BFA_Y1-ART,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BFA_Y1,ART,D,Division D,40,1,2026-2027-GSEB-ENG-UNI_UG_BFA_Y1-ART,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BFA_Y1,ART,E,Division E,40,1,2026-2027-GSEB-ENG-UNI_UG_BFA_Y1-ART,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BFA_Y1,ART,F,Division F,40,1,2026-2027-GSEB-ENG-UNI_UG_BFA_Y1-ART,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BHM_Y1,HOS,A,Division A,40,1,2026-2027-GSEB-ENG-UNI_UG_BHM_Y1-HOS,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BHM_Y1,HOS,B,Division B,40,1,2026-2027-GSEB-ENG-UNI_UG_BHM_Y1-HOS,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BHM_Y1,HOS,C,Division C,40,1,2026-2027-GSEB-ENG-UNI_UG_BHM_Y1-HOS,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BHM_Y1,HOS,D,Division D,40,1,2026-2027-GSEB-ENG-UNI_UG_BHM_Y1-HOS,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BHM_Y1,HOS,E,Division E,40,1,2026-2027-GSEB-ENG-UNI_UG_BHM_Y1-HOS,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BHM_Y1,HOS,F,Division F,40,1,2026-2027-GSEB-ENG-UNI_UG_BHM_Y1-HOS,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BPT_Y1,AHS,A,Division A,40,1,2026-2027-GSEB-ENG-UNI_UG_BPT_Y1-AHS,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BPT_Y1,AHS,B,Division B,40,1,2026-2027-GSEB-ENG-UNI_UG_BPT_Y1-AHS,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BPT_Y1,AHS,C,Division C,40,1,2026-2027-GSEB-ENG-UNI_UG_BPT_Y1-AHS,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BPT_Y1,AHS,D,Division D,40,1,2026-2027-GSEB-ENG-UNI_UG_BPT_Y1-AHS,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BPT_Y1,AHS,E,Division E,40,1,2026-2027-GSEB-ENG-UNI_UG_BPT_Y1-AHS,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BPT_Y1,AHS,F,Division F,40,1,2026-2027-GSEB-ENG-UNI_UG_BPT_Y1-AHS,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BPT_Y4,AHS,A,Division A,40,1,2026-2027-GSEB-ENG-UNI_UG_BPT_Y4-AHS,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BPT_Y4,AHS,B,Division B,40,1,2026-2027-GSEB-ENG-UNI_UG_BPT_Y4-AHS,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BPT_Y4,AHS,C,Division C,40,1,2026-2027-GSEB-ENG-UNI_UG_BPT_Y4-AHS,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BPT_Y4,AHS,D,Division D,40,1,2026-2027-GSEB-ENG-UNI_UG_BPT_Y4-AHS,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BPT_Y4,AHS,E,Division E,40,1,2026-2027-GSEB-ENG-UNI_UG_BPT_Y4-AHS,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BPT_Y4,AHS,F,Division F,40,1,2026-2027-GSEB-ENG-UNI_UG_BPT_Y4-AHS,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BSW_Y1,ART,A,Division A,40,1,2026-2027-GSEB-ENG-UNI_UG_BSW_Y1-ART,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BSW_Y1,ART,B,Division B,40,1,2026-2027-GSEB-ENG-UNI_UG_BSW_Y1-ART,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BSW_Y1,ART,C,Division C,40,1,2026-2027-GSEB-ENG-UNI_UG_BSW_Y1-ART,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BSW_Y1,ART,D,Division D,40,1,2026-2027-GSEB-ENG-UNI_UG_BSW_Y1-ART,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BSW_Y1,ART,E,Division E,40,1,2026-2027-GSEB-ENG-UNI_UG_BSW_Y1-ART,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BSW_Y1,ART,F,Division F,40,1,2026-2027-GSEB-ENG-UNI_UG_BSW_Y1-ART,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_CSE_Y1,ENG,A,Division A,40,1,2026-2027-GSEB-ENG-UNI_UG_CSE_Y1-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_CSE_Y1,ENG,B,Division B,40,1,2026-2027-GSEB-ENG-UNI_UG_CSE_Y1-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_CSE_Y1,ENG,C,Division C,40,1,2026-2027-GSEB-ENG-UNI_UG_CSE_Y1-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_CSE_Y1,ENG,D,Division D,40,1,2026-2027-GSEB-ENG-UNI_UG_CSE_Y1-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_CSE_Y1,ENG,E,Division E,40,1,2026-2027-GSEB-ENG-UNI_UG_CSE_Y1-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_CSE_Y1,ENG,F,Division F,40,1,2026-2027-GSEB-ENG-UNI_UG_CSE_Y1-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_CSE_Y2,ENG,A,Division A,40,1,2026-2027-GSEB-ENG-UNI_UG_CSE_Y2-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_CSE_Y2,ENG,B,Division B,40,1,2026-2027-GSEB-ENG-UNI_UG_CSE_Y2-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_CSE_Y2,ENG,C,Division C,40,1,2026-2027-GSEB-ENG-UNI_UG_CSE_Y2-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_CSE_Y2,ENG,D,Division D,40,1,2026-2027-GSEB-ENG-UNI_UG_CSE_Y2-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_CSE_Y2,ENG,E,Division E,40,1,2026-2027-GSEB-ENG-UNI_UG_CSE_Y2-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_CSE_Y2,ENG,F,Division F,40,1,2026-2027-GSEB-ENG-UNI_UG_CSE_Y2-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_CSE_Y3,ENG,A,Division A,40,1,2026-2027-GSEB-ENG-UNI_UG_CSE_Y3-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_CSE_Y3,ENG,B,Division B,40,1,2026-2027-GSEB-ENG-UNI_UG_CSE_Y3-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_CSE_Y3,ENG,C,Division C,40,1,2026-2027-GSEB-ENG-UNI_UG_CSE_Y3-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_CSE_Y3,ENG,D,Division D,40,1,2026-2027-GSEB-ENG-UNI_UG_CSE_Y3-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_CSE_Y3,ENG,E,Division E,40,1,2026-2027-GSEB-ENG-UNI_UG_CSE_Y3-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_CSE_Y3,ENG,F,Division F,40,1,2026-2027-GSEB-ENG-UNI_UG_CSE_Y3-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_CSE_Y4,ENG,A,Division A,40,1,2026-2027-GSEB-ENG-UNI_UG_CSE_Y4-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_CSE_Y4,ENG,B,Division B,40,1,2026-2027-GSEB-ENG-UNI_UG_CSE_Y4-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_CSE_Y4,ENG,C,Division C,40,1,2026-2027-GSEB-ENG-UNI_UG_CSE_Y4-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_CSE_Y4,ENG,D,Division D,40,1,2026-2027-GSEB-ENG-UNI_UG_CSE_Y4-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_CSE_Y4,ENG,E,Division E,40,1,2026-2027-GSEB-ENG-UNI_UG_CSE_Y4-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_CSE_Y4,ENG,F,Division F,40,1,2026-2027-GSEB-ENG-UNI_UG_CSE_Y4-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_DS_Y1,SCI,A,Division A,40,1,2026-2027-GSEB-ENG-UNI_UG_DS_Y1-SCI,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_DS_Y1,SCI,B,Division B,40,1,2026-2027-GSEB-ENG-UNI_UG_DS_Y1-SCI,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_DS_Y1,SCI,C,Division C,40,1,2026-2027-GSEB-ENG-UNI_UG_DS_Y1-SCI,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_DS_Y1,SCI,D,Division D,40,1,2026-2027-GSEB-ENG-UNI_UG_DS_Y1-SCI,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_DS_Y1,SCI,E,Division E,40,1,2026-2027-GSEB-ENG-UNI_UG_DS_Y1-SCI,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_DS_Y1,SCI,F,Division F,40,1,2026-2027-GSEB-ENG-UNI_UG_DS_Y1-SCI,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_DS_Y2,SCI,A,Division A,40,1,2026-2027-GSEB-ENG-UNI_UG_DS_Y2-SCI,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_DS_Y2,SCI,B,Division B,40,1,2026-2027-GSEB-ENG-UNI_UG_DS_Y2-SCI,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_DS_Y2,SCI,C,Division C,40,1,2026-2027-GSEB-ENG-UNI_UG_DS_Y2-SCI,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_DS_Y2,SCI,D,Division D,40,1,2026-2027-GSEB-ENG-UNI_UG_DS_Y2-SCI,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_DS_Y2,SCI,E,Division E,40,1,2026-2027-GSEB-ENG-UNI_UG_DS_Y2-SCI,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_DS_Y2,SCI,F,Division F,40,1,2026-2027-GSEB-ENG-UNI_UG_DS_Y2-SCI,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_DS_Y3,SCI,A,Division A,40,1,2026-2027-GSEB-ENG-UNI_UG_DS_Y3-SCI,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_DS_Y3,SCI,B,Division B,40,1,2026-2027-GSEB-ENG-UNI_UG_DS_Y3-SCI,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_DS_Y3,SCI,C,Division C,40,1,2026-2027-GSEB-ENG-UNI_UG_DS_Y3-SCI,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_DS_Y3,SCI,D,Division D,40,1,2026-2027-GSEB-ENG-UNI_UG_DS_Y3-SCI,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_DS_Y3,SCI,E,Division E,40,1,2026-2027-GSEB-ENG-UNI_UG_DS_Y3-SCI,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_DS_Y3,SCI,F,Division F,40,1,2026-2027-GSEB-ENG-UNI_UG_DS_Y3-SCI,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_LAW_Y1,LAW,A,Division A,40,1,2026-2027-GSEB-ENG-UNI_UG_LAW_Y1-LAW,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_LAW_Y1,LAW,B,Division B,40,1,2026-2027-GSEB-ENG-UNI_UG_LAW_Y1-LAW,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_LAW_Y1,LAW,C,Division C,40,1,2026-2027-GSEB-ENG-UNI_UG_LAW_Y1-LAW,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_LAW_Y1,LAW,D,Division D,40,1,2026-2027-GSEB-ENG-UNI_UG_LAW_Y1-LAW,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_LAW_Y1,LAW,E,Division E,40,1,2026-2027-GSEB-ENG-UNI_UG_LAW_Y1-LAW,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_LAW_Y1,LAW,F,Division F,40,1,2026-2027-GSEB-ENG-UNI_UG_LAW_Y1-LAW,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_LAW_Y5,LAW,A,Division A,40,1,2026-2027-GSEB-ENG-UNI_UG_LAW_Y5-LAW,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_LAW_Y5,LAW,B,Division B,40,1,2026-2027-GSEB-ENG-UNI_UG_LAW_Y5-LAW,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_LAW_Y5,LAW,C,Division C,40,1,2026-2027-GSEB-ENG-UNI_UG_LAW_Y5-LAW,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_LAW_Y5,LAW,D,Division D,40,1,2026-2027-GSEB-ENG-UNI_UG_LAW_Y5-LAW,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_LAW_Y5,LAW,E,Division E,40,1,2026-2027-GSEB-ENG-UNI_UG_LAW_Y5-LAW,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_LAW_Y5,LAW,F,Division F,40,1,2026-2027-GSEB-ENG-UNI_UG_LAW_Y5-LAW,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y1,MED,A,Division A,40,1,2026-2027-GSEB-ENG-UNI_UG_MED_Y1-MED,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y1,MED,B,Division B,40,1,2026-2027-GSEB-ENG-UNI_UG_MED_Y1-MED,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y1,MED,C,Division C,40,1,2026-2027-GSEB-ENG-UNI_UG_MED_Y1-MED,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y1,MED,D,Division D,40,1,2026-2027-GSEB-ENG-UNI_UG_MED_Y1-MED,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y1,MED,E,Division E,40,1,2026-2027-GSEB-ENG-UNI_UG_MED_Y1-MED,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y1,MED,F,Division F,40,1,2026-2027-GSEB-ENG-UNI_UG_MED_Y1-MED,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y2,MED,A,Division A,40,1,2026-2027-GSEB-ENG-UNI_UG_MED_Y2-MED,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y2,MED,B,Division B,40,1,2026-2027-GSEB-ENG-UNI_UG_MED_Y2-MED,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y2,MED,C,Division C,40,1,2026-2027-GSEB-ENG-UNI_UG_MED_Y2-MED,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y2,MED,D,Division D,40,1,2026-2027-GSEB-ENG-UNI_UG_MED_Y2-MED,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y2,MED,E,Division E,40,1,2026-2027-GSEB-ENG-UNI_UG_MED_Y2-MED,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y2,MED,F,Division F,40,1,2026-2027-GSEB-ENG-UNI_UG_MED_Y2-MED,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y3,MED,A,Division A,40,1,2026-2027-GSEB-ENG-UNI_UG_MED_Y3-MED,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y3,MED,B,Division B,40,1,2026-2027-GSEB-ENG-UNI_UG_MED_Y3-MED,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y3,MED,C,Division C,40,1,2026-2027-GSEB-ENG-UNI_UG_MED_Y3-MED,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y3,MED,D,Division D,40,1,2026-2027-GSEB-ENG-UNI_UG_MED_Y3-MED,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y3,MED,E,Division E,40,1,2026-2027-GSEB-ENG-UNI_UG_MED_Y3-MED,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y3,MED,F,Division F,40,1,2026-2027-GSEB-ENG-UNI_UG_MED_Y3-MED,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y4,MED,A,Division A,40,1,2026-2027-GSEB-ENG-UNI_UG_MED_Y4-MED,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y4,MED,B,Division B,40,1,2026-2027-GSEB-ENG-UNI_UG_MED_Y4-MED,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y4,MED,C,Division C,40,1,2026-2027-GSEB-ENG-UNI_UG_MED_Y4-MED,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y4,MED,D,Division D,40,1,2026-2027-GSEB-ENG-UNI_UG_MED_Y4-MED,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y4,MED,E,Division E,40,1,2026-2027-GSEB-ENG-UNI_UG_MED_Y4-MED,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y4,MED,F,Division F,40,1,2026-2027-GSEB-ENG-UNI_UG_MED_Y4-MED,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y5,MED,A,Division A,40,1,2026-2027-GSEB-ENG-UNI_UG_MED_Y5-MED,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y5,MED,B,Division B,40,1,2026-2027-GSEB-ENG-UNI_UG_MED_Y5-MED,Default from active division master; edit division_codes to scope this grade.
