academic_year,course_code,course_shortname,classwork_weight,practice_quiz_weight,assignment_weight,chapter_gate_weight,term_exam_weight,final_exam_weight,passing_percent
2026-2027,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-SWE-2026,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-SWE-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-THERMO-2026,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-THERMO-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-CIRCUITS-2026,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-CIRCUITS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-ANAT-2026,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-ANAT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-PHYS-2026,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-PHYS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-PHARM-2026,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-PHARM-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-PATH-2026,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-PATH-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-COM_MED-2026,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-COM_MED-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-LAW_CON-2026,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-LAW_CON-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-LAW_IPC-2026,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-LAW_IPC-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-LAW_CONTR-2026,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-LAW_CONTR-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-JURIS-2026,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-JURIS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-CORP_ACC-2026,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-CORP_ACC-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-FIN_MGT-2026,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-FIN_MGT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-MKT_MGT-2026,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-MKT_MGT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-OB-2026,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-OB-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-UI_UX-2026,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-UI_UX-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-TYPO-2026,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-TYPO-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-ARCH_DSN-2026,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-ARCH_DSN-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-DSA-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-DSA-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-DBMS-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-DBMS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-OS-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-OS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-CN-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-CN-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-AI_ML-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-AI_ML-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-SWE-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-SWE-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-THERMO-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-THERMO-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-CIRCUITS-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-CIRCUITS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-ANAT-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-ANAT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-PHYS-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-PHYS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-PHARM-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-PHARM-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-PATH-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-PATH-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-COM_MED-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-COM_MED-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-LAW_CON-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-LAW_CON-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-LAW_IPC-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-LAW_IPC-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-LAW_CONTR-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-LAW_CONTR-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-JURIS-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-JURIS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-CORP_ACC-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-CORP_ACC-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-FIN_MGT-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-FIN_MGT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-MKT_MGT-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-MKT_MGT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-OB-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-OB-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-UI_UX-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-UI_UX-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-TYPO-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-TYPO-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-ARCH_DSN-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-ARCH_DSN-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-DSA-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-DSA-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-DBMS-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-DBMS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-OS-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-OS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-CN-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-CN-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-AI_ML-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-AI_ML-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-SWE-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-SWE-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-THERMO-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-THERMO-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-CIRCUITS-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-CIRCUITS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-ANAT-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-ANAT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-PHYS-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-PHYS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-PHARM-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-PHARM-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-PATH-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-PATH-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-COM_MED-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-COM_MED-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-LAW_CON-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-LAW_CON-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-LAW_IPC-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-LAW_IPC-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-LAW_CONTR-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-LAW_CONTR-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-JURIS-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-JURIS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-CORP_ACC-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-CORP_ACC-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-FIN_MGT-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-FIN_MGT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-MKT_MGT-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-MKT_MGT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-OB-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-OB-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-UI_UX-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-UI_UX-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-TYPO-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-TYPO-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-ARCH_DSN-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-ARCH_DSN-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-DSA-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-DSA-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-DBMS-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-DBMS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-OS-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-OS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-CN-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-CN-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-AI_ML-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-AI_ML-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-SWE-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-SWE-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-THERMO-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-THERMO-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-CIRCUITS-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-CIRCUITS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-ANAT-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-ANAT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-PHYS-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-PHYS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-PHARM-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-PHARM-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-PATH-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-PATH-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-COM_MED-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-COM_MED-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-LAW_CON-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-LAW_CON-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-LAW_IPC-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-LAW_IPC-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-LAW_CONTR-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-LAW_CONTR-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-JURIS-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-JURIS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-CORP_ACC-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-CORP_ACC-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-FIN_MGT-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-FIN_MGT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-MKT_MGT-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-MKT_MGT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-OB-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-OB-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-UI_UX-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-UI_UX-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-TYPO-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-TYPO-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-ARCH_DSN-2026,DPS-GSEB-GUJ-UNI_UG_BBA_Y3-MGT-ARCH_DSN-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-DSA-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-DSA-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-DBMS-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-DBMS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-OS-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-OS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-CN-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-CN-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-AI_ML-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-AI_ML-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-SWE-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-SWE-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-THERMO-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-THERMO-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-CIRCUITS-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-CIRCUITS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-ANAT-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-ANAT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-PHYS-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-PHYS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-PHARM-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-PHARM-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-PATH-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-PATH-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-COM_MED-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-COM_MED-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-LAW_CON-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-LAW_CON-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-LAW_IPC-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-LAW_IPC-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-LAW_CONTR-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-LAW_CONTR-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-JURIS-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-JURIS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-CORP_ACC-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-CORP_ACC-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-FIN_MGT-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-FIN_MGT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-MKT_MGT-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-MKT_MGT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-OB-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-OB-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-UI_UX-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-UI_UX-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-TYPO-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-TYPO-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-ARCH_DSN-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y1-ARC-ARCH_DSN-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-DSA-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-DSA-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-DBMS-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-DBMS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-OS-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-OS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-CN-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-CN-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-AI_ML-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-AI_ML-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-SWE-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-SWE-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-THERMO-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-THERMO-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-CIRCUITS-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-CIRCUITS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-ANAT-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-ANAT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-PHYS-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-PHYS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-PHARM-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-PHARM-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-PATH-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-PATH-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-COM_MED-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-COM_MED-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-LAW_CON-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-LAW_CON-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-LAW_IPC-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-LAW_IPC-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-LAW_CONTR-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-LAW_CONTR-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-JURIS-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-JURIS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-CORP_ACC-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-CORP_ACC-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-FIN_MGT-2026,DPS-GSEB-GUJ-UNI_UG_BARCH_Y5-ARC-FIN_MGT-26,20,20,25,15,20,20,40
