student_username,transport_required,bus_route,pickup_point
dps.stu.01074,0,,
dps.stu.01075,0,,
dps.stu.01076,0,,
dps.stu.01077,0,,
dps.stu.01078,0,,
dps.stu.01079,0,,
dps.stu.01080,0,,
dps.stu.01081,0,,
dps.stu.01082,0,,
dps.stu.01083,0,,
dps.stu.01084,0,,
dps.stu.01085,0,,
dps.stu.01086,0,,
dps.stu.01087,0,,
dps.stu.01088,0,,
dps.stu.01089,0,,
dps.stu.01090,0,,
dps.stu.01091,0,,
dps.stu.01092,0,,
dps.stu.01093,0,,
dps.stu.01094,0,,
dps.stu.01095,0,,
dps.stu.01096,0,,
dps.stu.01097,0,,
dps.stu.01098,0,,
dps.stu.01099,0,,
dps.stu.01100,0,,
dps.stu.01101,0,,
dps.stu.01102,0,,
dps.stu.01103,0,,
dps.stu.01104,0,,
dps.stu.01105,0,,
dps.stu.01106,0,,
dps.stu.01107,0,,
dps.stu.01108,0,,
dps.stu.01109,0,,
dps.stu.01110,0,,
dps.stu.01111,0,,
dps.stu.01112,0,,
dps.stu.01113,0,,
dps.stu.01114,0,,
dps.stu.01115,0,,
dps.stu.01116,0,,
dps.stu.01117,0,,
dps.stu.01118,0,,
dps.stu.01119,0,,
dps.stu.01120,0,,
dps.stu.01121,0,,
dps.stu.01122,0,,
dps.stu.01123,0,,
dps.stu.01124,0,,
dps.stu.01125,0,,
dps.stu.01126,0,,
dps.stu.01127,0,,
dps.stu.01128,0,,
dps.stu.01129,0,,
dps.stu.01130,0,,
dps.stu.01131,0,,
dps.stu.01132,0,,
dps.stu.01133,0,,
dps.stu.01134,0,,
dps.stu.01135,0,,
dps.stu.01136,0,,
dps.stu.01137,0,,
dps.stu.01138,0,,
dps.stu.01139,0,,
dps.stu.01140,0,,
dps.stu.01141,0,,
dps.stu.01142,0,,
dps.stu.01143,0,,
dps.stu.01144,0,,
dps.stu.01145,0,,
dps.stu.01146,0,,
dps.stu.01147,0,,
dps.stu.01148,0,,
dps.stu.01149,0,,
dps.stu.01150,0,,
dps.stu.01151,0,,
dps.stu.01152,0,,
dps.stu.01153,0,,
dps.stu.01154,0,,
dps.stu.01155,0,,
dps.stu.01156,0,,
dps.stu.01157,0,,
dps.stu.01158,0,,
dps.stu.01159,0,,
dps.stu.01160,0,,
dps.stu.01161,0,,
dps.stu.01162,0,,
dps.stu.01163,0,,
dps.stu.01164,0,,
dps.stu.01165,0,,
dps.stu.01166,0,,
dps.stu.01167,0,,
dps.stu.01168,0,,
dps.stu.01169,0,,
dps.stu.01170,0,,
dps.stu.01171,0,,
dps.stu.01172,0,,
dps.stu.01173,0,,
dps.stu.01174,0,,
dps.stu.01175,0,,
dps.stu.01176,0,,
dps.stu.01177,0,,
dps.stu.01178,0,,
dps.stu.01179,0,,
dps.stu.01180,0,,
dps.stu.01181,0,,
dps.stu.01182,0,,
dps.stu.01183,0,,
dps.stu.01184,0,,
dps.stu.01185,0,,
dps.stu.01186,0,,
dps.stu.01187,0,,
dps.stu.01188,0,,
dps.stu.01189,0,,
dps.stu.01190,0,,
dps.stu.01191,0,,
dps.stu.01192,0,,
dps.stu.01193,0,,
dps.stu.01194,0,,
dps.stu.01195,0,,
dps.stu.01196,0,,
dps.stu.01197,0,,
dps.stu.01198,0,,
dps.stu.01199,0,,
dps.stu.01200,0,,
dps.stu.01201,0,,
dps.stu.01202,0,,
dps.stu.01203,0,,
dps.stu.01204,0,,
dps.stu.01205,0,,
dps.stu.01206,0,,
dps.stu.01207,0,,
dps.stu.01208,0,,
dps.stu.01209,0,,
dps.stu.01210,0,,
dps.stu.01211,0,,
dps.stu.01212,0,,
dps.stu.01213,0,,
dps.stu.01214,0,,
dps.stu.01215,0,,
dps.stu.01216,0,,
dps.stu.01217,0,,
dps.stu.01218,0,,
dps.stu.01219,0,,
dps.stu.01220,0,,
dps.stu.01221,0,,
dps.stu.01222,0,,
dps.stu.01223,0,,
dps.stu.01224,0,,
dps.stu.01225,0,,
dps.stu.01226,0,,
dps.stu.01227,0,,
dps.stu.01228,0,,
dps.stu.01229,0,,
dps.stu.01230,0,,
dps.stu.01231,0,,
dps.stu.01232,0,,
dps.stu.01233,0,,
dps.stu.01234,0,,
dps.stu.01235,0,,
dps.stu.01236,0,,
dps.stu.01237,0,,
dps.stu.01238,0,,
dps.stu.01239,0,,
dps.stu.01240,0,,
dps.stu.01241,0,,
dps.stu.01242,0,,
dps.stu.01243,0,,
dps.stu.01244,0,,
dps.stu.01245,0,,
dps.stu.01246,0,,
dps.stu.01247,0,,
dps.stu.01248,0,,
dps.stu.01249,0,,
dps.stu.01250,0,,
dps.stu.01251,0,,
dps.stu.01252,0,,
dps.stu.01253,0,,
dps.stu.01254,0,,
dps.stu.01255,0,,
dps.stu.01256,0,,
dps.stu.01257,0,,
dps.stu.01258,0,,
dps.stu.01259,0,,
dps.stu.01260,0,,
dps.stu.01261,0,,
dps.stu.01262,0,,
dps.stu.01263,0,,
dps.stu.01264,0,,
dps.stu.01265,0,,
dps.stu.01266,0,,
dps.stu.01267,0,,
dps.stu.01268,0,,
dps.stu.01269,0,,
dps.stu.01270,0,,
dps.stu.01271,0,,
dps.stu.01272,0,,
dps.stu.01273,0,,
dps.stu.01274,0,,
dps.stu.01275,0,,
dps.stu.01276,0,,
dps.stu.01277,0,,
dps.stu.01278,0,,
dps.stu.01279,0,,
dps.stu.01280,0,,
dps.stu.01281,0,,
dps.stu.01282,0,,
dps.stu.01283,0,,
dps.stu.01284,0,,
dps.stu.01285,0,,
dps.stu.01286,0,,
dps.stu.01287,0,,
dps.stu.01288,0,,
dps.stu.01289,0,,
dps.stu.01290,0,,
dps.stu.01291,0,,
dps.stu.01292,0,,
dps.stu.01293,0,,
dps.stu.01294,0,,
dps.stu.01295,0,,
dps.stu.01296,0,,
dps.stu.01297,0,,
dps.stu.01298,0,,
dps.stu.01299,0,,
dps.stu.01300,0,,
dps.stu.01301,0,,
dps.stu.01302,0,,
dps.stu.01303,0,,
dps.stu.01304,0,,
dps.stu.01305,0,,
dps.stu.01306,0,,
dps.stu.01307,0,,
dps.stu.01308,0,,
dps.stu.01309,0,,
dps.stu.01310,0,,
dps.stu.01311,0,,
dps.stu.01312,0,,
dps.stu.01313,0,,
dps.stu.01314,0,,
dps.stu.01315,0,,
dps.stu.01316,0,,
dps.stu.01317,0,,
dps.stu.01318,0,,
dps.stu.01319,0,,
dps.stu.01320,0,,
dps.stu.01321,0,,
dps.stu.01322,0,,
dps.stu.01323,0,,
dps.stu.01324,0,,
dps.stu.01325,0,,
dps.stu.01326,0,,
dps.stu.01327,0,,
dps.stu.01328,0,,
dps.stu.01329,0,,
dps.stu.01330,0,,
dps.stu.01331,0,,
dps.stu.01332,0,,
dps.stu.01333,0,,
dps.stu.01334,0,,
dps.stu.01335,0,,
dps.stu.01336,0,,
dps.stu.01337,0,,
dps.stu.01338,0,,
dps.stu.01339,0,,
dps.stu.01340,0,,
dps.stu.01341,0,,
dps.stu.01342,0,,
dps.stu.01343,0,,
dps.stu.01344,0,,
dps.stu.01345,0,,
dps.stu.01346,0,,
dps.stu.01347,0,,
dps.stu.01348,0,,
dps.stu.01349,0,,
dps.stu.01350,0,,
dps.stu.01351,0,,
dps.stu.01352,0,,
dps.stu.01353,0,,
dps.stu.01354,0,,
dps.stu.01355,0,,
dps.stu.01356,0,,
dps.stu.01357,0,,
dps.stu.01358,0,,
dps.stu.01359,0,,
dps.stu.01360,0,,
dps.stu.01361,0,,
dps.stu.01362,0,,
dps.stu.01363,0,,
dps.stu.01364,0,,
dps.stu.01365,0,,
dps.stu.01366,0,,
dps.stu.01367,0,,
dps.stu.01368,0,,
dps.stu.01369,0,,
dps.stu.01370,0,,
dps.stu.01371,0,,
dps.stu.01372,0,,
dps.stu.01373,0,,
dps.stu.01374,0,,
dps.stu.01375,0,,
dps.stu.01376,0,,
dps.stu.01377,0,,
dps.stu.01378,0,,
dps.stu.01379,0,,
dps.stu.01380,0,,
dps.stu.01381,0,,
dps.stu.01382,0,,
dps.stu.01383,0,,
dps.stu.01384,0,,
dps.stu.01385,0,,
dps.stu.01386,0,,
dps.stu.01387,0,,
dps.stu.01388,0,,
dps.stu.01389,0,,
dps.stu.01390,0,,
dps.stu.01391,0,,
dps.stu.01392,0,,
dps.stu.01393,0,,
dps.stu.01394,0,,
dps.stu.01395,0,,
dps.stu.01396,0,,
dps.stu.01397,0,,
dps.stu.01398,0,,
dps.stu.01399,0,,
dps.stu.01400,0,,
dps.stu.01401,0,,
dps.stu.01402,0,,
dps.stu.01403,0,,
dps.stu.01404,0,,
dps.stu.01405,0,,
dps.stu.01406,0,,
dps.stu.01407,0,,
dps.stu.01408,0,,
dps.stu.01409,0,,
dps.stu.01410,0,,
dps.stu.01411,0,,
dps.stu.01412,0,,
dps.stu.01413,0,,
dps.stu.01414,0,,
dps.stu.01415,0,,
dps.stu.01416,0,,
dps.stu.01417,0,,
dps.stu.01418,0,,
dps.stu.01419,0,,
dps.stu.01420,0,,
dps.stu.01421,0,,
dps.stu.01422,0,,
dps.stu.01423,0,,
dps.stu.01424,0,,
dps.stu.01425,0,,
dps.stu.01426,0,,
dps.stu.01427,0,,
dps.stu.01428,0,,
dps.stu.01429,0,,
dps.stu.01430,0,,
dps.stu.01431,0,,
dps.stu.01432,0,,
dps.stu.01433,0,,
dps.stu.01434,0,,
dps.stu.01435,0,,
dps.stu.01436,0,,
dps.stu.01437,0,,
dps.stu.01438,0,,
dps.stu.01439,0,,
dps.stu.01440,0,,
dps.stu.01441,0,,
dps.stu.01442,0,,
dps.stu.01443,0,,
dps.stu.01444,0,,
dps.stu.01445,0,,
dps.stu.01446,0,,
dps.stu.01447,0,,
dps.stu.01448,0,,
dps.stu.01449,0,,
dps.stu.01450,0,,
dps.stu.01451,0,,
dps.stu.01452,0,,
dps.stu.01453,0,,
dps.stu.01454,0,,
dps.stu.01455,0,,
dps.stu.01456,0,,
dps.stu.01457,0,,
dps.stu.01458,0,,
dps.stu.01459,0,,
dps.stu.01460,0,,
dps.stu.01461,0,,
dps.stu.01462,0,,
dps.stu.01463,0,,
dps.stu.01464,0,,
dps.stu.01465,0,,
dps.stu.01466,0,,
dps.stu.01467,0,,
dps.stu.01468,0,,
dps.stu.01469,0,,
dps.stu.01470,0,,
dps.stu.01471,0,,
dps.stu.01472,0,,
dps.stu.01473,0,,
dps.stu.01474,0,,
dps.stu.01475,0,,
dps.stu.01476,0,,
dps.stu.01477,0,,
dps.stu.01478,0,,
dps.stu.01479,0,,
dps.stu.01480,0,,
dps.stu.01481,0,,
dps.stu.01482,0,,
dps.stu.01483,0,,
dps.stu.01484,0,,
dps.stu.01485,0,,
dps.stu.01486,0,,
dps.stu.01487,0,,
dps.stu.01488,0,,
dps.stu.01489,0,,
dps.stu.01490,0,,
dps.stu.01491,0,,
dps.stu.01492,0,,
dps.stu.01493,0,,
dps.stu.01494,0,,
dps.stu.01495,0,,
dps.stu.01496,0,,
dps.stu.01497,0,,
dps.stu.01498,0,,
dps.stu.01499,0,,
dps.stu.01500,0,,
dps.stu.01501,0,,
dps.stu.01502,0,,
dps.stu.01503,0,,
dps.stu.01504,0,,
dps.stu.01505,0,,
dps.stu.01506,0,,
dps.stu.01507,0,,
dps.stu.01508,0,,
dps.stu.01509,0,,
dps.stu.01510,0,,
dps.stu.01511,0,,
dps.stu.01512,0,,
dps.stu.01513,0,,
dps.stu.01514,0,,
dps.stu.01515,0,,
dps.stu.01516,0,,
dps.stu.01517,0,,
dps.stu.01518,0,,
dps.stu.01519,0,,
dps.stu.01520,0,,
dps.stu.01521,0,,
dps.stu.01522,0,,
dps.stu.01523,0,,
dps.stu.01524,0,,
dps.stu.01525,0,,
dps.stu.01526,0,,
dps.stu.01527,0,,
dps.stu.01528,0,,
dps.stu.01529,0,,
dps.stu.01530,0,,
dps.stu.01531,0,,
dps.stu.01532,0,,
dps.stu.01533,0,,
dps.stu.01534,0,,
dps.stu.01535,0,,
dps.stu.01536,0,,
dps.stu.01537,0,,
dps.stu.01538,0,,
dps.stu.01539,0,,
dps.stu.01540,0,,
dps.stu.01541,0,,
dps.stu.01542,0,,
dps.stu.01543,0,,
dps.stu.01544,0,,
dps.stu.01545,0,,
dps.stu.01546,0,,
dps.stu.01547,0,,
dps.stu.01548,0,,
dps.stu.01549,0,,
dps.stu.01550,0,,
dps.stu.01551,0,,
dps.stu.01552,0,,
dps.stu.01553,0,,
dps.stu.01554,0,,
dps.stu.01555,0,,
dps.stu.01556,0,,
dps.stu.01557,0,,
dps.stu.01558,0,,
dps.stu.01559,0,,
dps.stu.01560,0,,
dps.stu.01561,0,,
dps.stu.01562,0,,
dps.stu.01563,0,,
dps.stu.01564,0,,
dps.stu.01565,0,,
dps.stu.01566,0,,
dps.stu.01567,0,,
dps.stu.01568,0,,
dps.stu.01569,0,,
dps.stu.01570,0,,
dps.stu.01571,0,,
dps.stu.01572,0,,
dps.stu.01573,0,,
dps.stu.01574,0,,
dps.stu.01575,0,,
dps.stu.01576,0,,
dps.stu.01577,0,,
dps.stu.01578,0,,
dps.stu.01579,0,,
dps.stu.01580,0,,
dps.stu.01581,0,,
dps.stu.01582,0,,
dps.stu.01583,0,,
dps.stu.01584,0,,
dps.stu.01585,0,,
dps.stu.01586,0,,
dps.stu.01587,0,,
dps.stu.01588,0,,
dps.stu.01589,0,,
dps.stu.01590,0,,
dps.stu.01591,0,,
dps.stu.01592,0,,
dps.stu.01593,0,,
dps.stu.01594,0,,
dps.stu.01595,0,,
dps.stu.01596,0,,
dps.stu.01597,0,,
dps.stu.01598,0,,
dps.stu.01599,0,,
dps.stu.01600,0,,
dps.stu.01601,0,,
dps.stu.01602,0,,
dps.stu.01603,0,,
dps.stu.01604,0,,
dps.stu.01605,0,,
dps.stu.01606,0,,
dps.stu.01607,0,,
dps.stu.01608,0,,
dps.stu.01609,0,,
dps.stu.01610,0,,
dps.stu.01611,0,,
dps.stu.01612,0,,
dps.stu.01613,0,,
dps.stu.01614,0,,
dps.stu.01615,0,,
dps.stu.01616,0,,
dps.stu.01617,0,,
dps.stu.01618,0,,
dps.stu.01619,0,,
dps.stu.01620,0,,
dps.stu.01621,0,,
dps.stu.01622,0,,
dps.stu.01623,0,,
dps.stu.01624,0,,
dps.stu.01625,0,,
dps.stu.01626,0,,
dps.stu.01627,0,,
dps.stu.01628,0,,
dps.stu.01629,0,,
dps.stu.01630,0,,
dps.stu.01631,0,,
dps.stu.01632,0,,
dps.stu.01633,0,,
dps.stu.01634,0,,
dps.stu.01635,0,,
dps.stu.01636,0,,
dps.stu.01637,0,,
dps.stu.01638,0,,
dps.stu.01639,0,,
dps.stu.01640,0,,
dps.stu.01641,0,,
dps.stu.01642,0,,
dps.stu.01643,0,,
dps.stu.01644,0,,
dps.stu.01645,0,,
dps.stu.01646,0,,
dps.stu.01647,0,,
dps.stu.01648,0,,
dps.stu.01649,0,,
dps.stu.01650,0,,
dps.stu.01651,0,,
dps.stu.01652,0,,
dps.stu.01653,0,,
dps.stu.01654,0,,
dps.stu.01655,0,,
dps.stu.01656,0,,
dps.stu.01657,0,,
dps.stu.01658,0,,
dps.stu.01659,0,,
dps.stu.01660,0,,
dps.stu.01661,0,,
dps.stu.01662,0,,
dps.stu.01663,0,,
dps.stu.01664,0,,
dps.stu.01665,0,,
dps.stu.01666,0,,
dps.stu.01667,0,,
dps.stu.01668,0,,
dps.stu.01669,0,,
dps.stu.01670,0,,
dps.stu.01671,0,,
dps.stu.01672,0,,
dps.stu.01673,0,,
dps.stu.01674,0,,
dps.stu.01675,0,,
dps.stu.01676,0,,
dps.stu.01677,0,,
dps.stu.01678,0,,
dps.stu.01679,0,,
dps.stu.01680,0,,
dps.stu.01681,0,,
dps.stu.01682,0,,
dps.stu.01683,0,,
dps.stu.01684,0,,
dps.stu.01685,0,,
dps.stu.01686,0,,
dps.stu.01687,0,,
dps.stu.01688,0,,
dps.stu.01689,0,,
dps.stu.01690,0,,
dps.stu.01691,0,,
dps.stu.01692,0,,
dps.stu.01693,0,,
dps.stu.01694,0,,
dps.stu.01695,0,,
dps.stu.01696,0,,
dps.stu.01697,0,,
dps.stu.01698,0,,
dps.stu.01699,0,,
dps.stu.01700,0,,
dps.stu.01701,0,,
dps.stu.01702,0,,
dps.stu.01703,0,,
dps.stu.01704,0,,
dps.stu.01705,0,,
dps.stu.01706,0,,
dps.stu.01707,0,,
dps.stu.01708,0,,
dps.stu.01709,0,,
dps.stu.01710,0,,
dps.stu.01711,0,,
dps.stu.01712,0,,
dps.stu.01713,0,,
dps.stu.01714,0,,
dps.stu.01715,0,,
dps.stu.01716,0,,
dps.stu.01717,0,,
dps.stu.01718,0,,
dps.stu.01719,0,,
dps.stu.01720,0,,
dps.stu.01721,0,,
dps.stu.01722,0,,
dps.stu.01723,0,,
dps.stu.01724,0,,
dps.stu.01725,0,,
dps.stu.01726,0,,
dps.stu.01727,0,,
dps.stu.01728,0,,
dps.stu.01729,0,,
dps.stu.01730,0,,
dps.stu.01731,0,,
dps.stu.01732,0,,
dps.stu.01733,0,,
dps.stu.01734,0,,
dps.stu.01735,0,,
dps.stu.01736,0,,
dps.stu.01737,0,,
dps.stu.01738,0,,
dps.stu.01739,0,,
dps.stu.01740,0,,
dps.stu.01741,0,,
dps.stu.01742,0,,
dps.stu.01743,0,,
dps.stu.01744,0,,
dps.stu.01745,0,,
dps.stu.01746,0,,
dps.stu.01747,0,,
dps.stu.01748,0,,
dps.stu.01749,0,,
dps.stu.01750,0,,
dps.stu.01751,0,,
dps.stu.01752,0,,
dps.stu.01753,0,,
dps.stu.01754,0,,
dps.stu.01755,0,,
dps.stu.01756,0,,
dps.stu.01757,0,,
dps.stu.01758,0,,
dps.stu.01759,0,,
dps.stu.01760,0,,
dps.stu.01761,0,,
dps.stu.01762,0,,
dps.stu.01763,0,,
dps.stu.01764,0,,
dps.stu.01765,0,,
dps.stu.01766,0,,
dps.stu.01767,0,,
dps.stu.01768,0,,
dps.stu.01769,0,,
dps.stu.01770,0,,
dps.stu.01771,0,,
dps.stu.01772,0,,
dps.stu.01773,0,,
dps.stu.01774,0,,
dps.stu.01775,0,,
dps.stu.01776,0,,
dps.stu.01777,0,,
dps.stu.01778,0,,
dps.stu.01779,0,,
dps.stu.01780,0,,
dps.stu.01781,0,,
dps.stu.01782,0,,
dps.stu.01783,0,,
dps.stu.01784,0,,
dps.stu.01785,0,,
dps.stu.01786,0,,
dps.stu.01787,0,,
dps.stu.01788,0,,
dps.stu.01789,0,,
dps.stu.01790,0,,
dps.stu.01791,0,,
dps.stu.01792,0,,
dps.stu.01793,0,,
dps.stu.01794,0,,
dps.stu.01795,0,,
dps.stu.01796,0,,
dps.stu.01797,0,,
dps.stu.01798,0,,
dps.stu.01799,0,,
dps.stu.01800,0,,
dps.stu.01801,0,,
dps.stu.01802,0,,
dps.stu.01803,0,,
dps.stu.01804,0,,
dps.stu.01805,0,,
dps.stu.01806,0,,
dps.stu.01807,0,,
dps.stu.01808,0,,
dps.stu.01809,0,,
dps.stu.01810,0,,
dps.stu.01811,0,,
dps.stu.01812,0,,
dps.stu.01813,0,,
dps.stu.01814,0,,
dps.stu.01815,0,,
dps.stu.01816,0,,
dps.stu.01817,0,,
dps.stu.01818,0,,
dps.stu.01819,0,,
dps.stu.01820,0,,
dps.stu.01821,0,,
dps.stu.01822,0,,
dps.stu.01823,0,,
dps.stu.01824,0,,
dps.stu.01825,0,,
dps.stu.01826,0,,
dps.stu.01827,0,,
dps.stu.01828,0,,
dps.stu.01829,0,,
dps.stu.01830,0,,
dps.stu.01831,0,,
dps.stu.01832,0,,
dps.stu.01833,0,,
dps.stu.01834,0,,
dps.stu.01835,0,,
dps.stu.01836,0,,
dps.stu.01837,0,,
dps.stu.01838,0,,
dps.stu.01839,0,,
dps.stu.01840,0,,
dps.stu.01841,0,,
dps.stu.01842,0,,
dps.stu.01843,0,,
dps.stu.01844,0,,
dps.stu.01845,0,,
dps.stu.01846,0,,
dps.stu.01847,0,,
dps.stu.01848,0,,
dps.stu.01849,0,,
dps.stu.01850,0,,
dps.stu.01851,0,,
dps.stu.01852,0,,
dps.stu.01853,0,,
dps.stu.01854,0,,
dps.stu.01855,0,,
dps.stu.01856,0,,
dps.stu.01857,0,,
dps.stu.01858,0,,
dps.stu.01859,0,,
dps.stu.01860,0,,
dps.stu.01861,0,,
dps.stu.01862,0,,
dps.stu.01863,0,,
dps.stu.01864,0,,
dps.stu.01865,0,,
dps.stu.01866,0,,
dps.stu.01867,0,,
dps.stu.01868,0,,
dps.stu.01869,0,,
dps.stu.01870,0,,
dps.stu.01871,0,,
dps.stu.01872,0,,
dps.stu.01873,0,,
dps.stu.01874,0,,
dps.stu.01875,0,,
dps.stu.01876,0,,
dps.stu.01877,0,,
dps.stu.01878,0,,
dps.stu.01879,0,,
dps.stu.01880,0,,
dps.stu.01881,0,,
dps.stu.01882,0,,
dps.stu.01883,0,,
dps.stu.01884,0,,
dps.stu.01885,0,,
dps.stu.01886,0,,
dps.stu.01887,0,,
dps.stu.01888,0,,
dps.stu.01889,0,,
dps.stu.01890,0,,
dps.stu.01891,0,,
dps.stu.01892,0,,
dps.stu.01893,0,,
dps.stu.01894,0,,
dps.stu.01895,0,,
dps.stu.01896,0,,
dps.stu.01897,0,,
dps.stu.01898,0,,
dps.stu.01899,0,,
dps.stu.01900,0,,
dps.stu.01901,0,,
dps.stu.01902,0,,
dps.stu.01903,0,,
dps.stu.01904,0,,
dps.stu.01905,0,,
dps.stu.01906,0,,
dps.stu.01907,0,,
dps.stu.01908,0,,
dps.stu.01909,0,,
dps.stu.01910,0,,
dps.stu.01911,0,,
dps.stu.01912,0,,
dps.stu.01913,0,,
dps.stu.01914,0,,
dps.stu.01915,0,,
dps.stu.01916,0,,
dps.stu.01917,0,,
dps.stu.01918,0,,
dps.stu.01919,0,,
dps.stu.01920,0,,
dps.stu.01921,0,,
dps.stu.01922,0,,
dps.stu.01923,0,,
dps.stu.01924,0,,
dps.stu.01925,0,,
dps.stu.01926,0,,
dps.stu.01927,0,,
dps.stu.01928,0,,
dps.stu.01929,0,,
dps.stu.01930,0,,
dps.stu.01931,0,,
dps.stu.01932,0,,
dps.stu.01933,0,,
dps.stu.01934,0,,
dps.stu.01935,0,,
dps.stu.01936,0,,
dps.stu.01937,0,,
dps.stu.01938,0,,
dps.stu.01939,0,,
dps.stu.01940,0,,
dps.stu.01941,0,,
dps.stu.01942,0,,
dps.stu.01943,0,,
dps.stu.01944,0,,
dps.stu.01945,0,,
dps.stu.01946,0,,
dps.stu.01947,0,,
dps.stu.01948,0,,
dps.stu.01949,0,,
dps.stu.01950,0,,
dps.stu.01951,0,,
dps.stu.01952,0,,
dps.stu.01953,0,,
dps.stu.01954,0,,
dps.stu.01955,0,,
dps.stu.01956,0,,
dps.stu.01957,0,,
dps.stu.01958,0,,
dps.stu.01959,0,,
dps.stu.01960,0,,
dps.stu.01961,0,,
dps.stu.01962,0,,
dps.stu.01963,0,,
dps.stu.01964,0,,
dps.stu.01965,0,,
dps.stu.01966,0,,
dps.stu.01967,0,,
dps.stu.01968,0,,
dps.stu.01969,0,,
dps.stu.01970,0,,
dps.stu.01971,0,,
dps.stu.01972,0,,
dps.stu.01973,0,,
dps.stu.01974,0,,
dps.stu.01975,0,,
dps.stu.01976,0,,
dps.stu.01977,0,,
dps.stu.01978,0,,
dps.stu.01979,0,,
dps.stu.01980,0,,
dps.stu.01981,0,,
dps.stu.01982,0,,
dps.stu.01983,0,,
dps.stu.01984,0,,
dps.stu.01985,0,,
dps.stu.01986,0,,
dps.stu.01987,0,,
dps.stu.01988,0,,
dps.stu.01989,0,,
dps.stu.01990,0,,
dps.stu.01991,0,,
dps.stu.01992,0,,
dps.stu.01993,0,,
dps.stu.01994,0,,
dps.stu.01995,0,,
dps.stu.01996,0,,
dps.stu.01997,0,,
dps.stu.01998,0,,
dps.stu.01999,0,,
dps.stu.02000,0,,
dps.stu.02001,0,,
dps.stu.02002,0,,
dps.stu.02003,0,,
dps.stu.02004,0,,
dps.stu.02005,0,,
dps.stu.02006,0,,
dps.stu.02007,0,,
dps.stu.02008,0,,
dps.stu.02009,0,,
dps.stu.02010,0,,
dps.stu.02011,0,,
dps.stu.02012,0,,
dps.stu.02013,0,,
dps.stu.02014,0,,
dps.stu.02015,0,,
dps.stu.02016,0,,
dps.stu.02017,0,,
dps.stu.02018,0,,
dps.stu.02019,0,,
dps.stu.02020,0,,
dps.stu.02021,0,,
dps.stu.02022,0,,
dps.stu.02023,0,,
dps.stu.02024,0,,
dps.stu.02025,0,,
dps.stu.02026,0,,
dps.stu.02027,0,,
dps.stu.02028,0,,
dps.stu.02029,0,,
dps.stu.02030,0,,
dps.stu.02031,0,,
dps.stu.02032,0,,
dps.stu.02033,0,,
dps.stu.02034,0,,
dps.stu.02035,0,,
dps.stu.02036,0,,
dps.stu.02037,0,,
dps.stu.02038,0,,
dps.stu.02039,0,,
dps.stu.02040,0,,
dps.stu.02041,0,,
dps.stu.02042,0,,
dps.stu.02043,0,,
dps.stu.02044,0,,
dps.stu.02045,0,,
dps.stu.02046,0,,
dps.stu.02047,0,,
dps.stu.02048,0,,
dps.stu.02049,0,,
dps.stu.02050,0,,
dps.stu.02051,0,,
dps.stu.02052,0,,
dps.stu.02053,0,,
dps.stu.02054,0,,
dps.stu.02055,0,,
dps.stu.02056,0,,
dps.stu.02057,0,,
dps.stu.02058,0,,
dps.stu.02059,0,,
dps.stu.02060,0,,
dps.stu.02061,0,,
dps.stu.02062,0,,
dps.stu.02063,0,,
dps.stu.02064,0,,
dps.stu.02065,0,,
dps.stu.02066,0,,
dps.stu.02067,0,,
dps.stu.02068,0,,
dps.stu.02069,0,,
dps.stu.02070,0,,
dps.stu.02071,0,,
dps.stu.02072,0,,
dps.stu.02073,0,,
dps.stu.02074,0,,
dps.stu.02075,0,,
dps.stu.02076,0,,
dps.stu.02077,0,,
dps.stu.02078,0,,
dps.stu.02079,0,,
dps.stu.02080,0,,
dps.stu.02081,0,,
dps.stu.02082,0,,
dps.stu.02083,0,,
dps.stu.02084,0,,
dps.stu.02085,0,,
dps.stu.02086,0,,
dps.stu.02087,0,,
dps.stu.02088,0,,
dps.stu.02089,0,,
dps.stu.02090,0,,
dps.stu.02091,0,,
dps.stu.02092,0,,
dps.stu.02093,0,,
dps.stu.02094,0,,
dps.stu.02095,0,,
dps.stu.02096,0,,
dps.stu.02097,0,,
dps.stu.02098,0,,
dps.stu.02099,0,,
dps.stu.02100,0,,
dps.stu.02101,0,,
dps.stu.02102,0,,
dps.stu.02103,0,,
dps.stu.02104,0,,
dps.stu.02105,0,,
dps.stu.02106,0,,
dps.stu.02107,0,,
dps.stu.02108,0,,
dps.stu.02109,0,,
dps.stu.02110,0,,
dps.stu.02111,0,,
dps.stu.02112,0,,
dps.stu.02113,0,,
dps.stu.02114,0,,
dps.stu.02115,0,,
dps.stu.02116,0,,
dps.stu.02117,0,,
dps.stu.02118,0,,
dps.stu.02119,0,,
dps.stu.02120,0,,
dps.stu.02121,0,,
dps.stu.02122,0,,
dps.stu.02123,0,,
dps.stu.02124,0,,
dps.stu.02125,0,,
dps.stu.02126,0,,
dps.stu.02127,0,,
dps.stu.02128,0,,
dps.stu.02129,0,,
dps.stu.02130,0,,
dps.stu.02131,0,,
dps.stu.02132,0,,
dps.stu.02133,0,,
dps.stu.02134,0,,
dps.stu.02135,0,,
dps.stu.02136,0,,
dps.stu.02137,0,,
dps.stu.02138,0,,
dps.stu.02139,0,,
dps.stu.02140,0,,
dps.stu.02141,0,,
dps.stu.02142,0,,
dps.stu.02143,0,,
dps.stu.02144,0,,
dps.stu.02145,0,,
dps.stu.02146,0,,
dps.stu.02147,0,,
dps.stu.02148,0,,
