history_id,username,academic_year,board_code,school_code,medium_code,grade_code,stream_code,division_code,cohort_code,status,result,effective_from,effective_to,created_by,created_on,notes
HIST-01026,dps.stu.01026,2026-2027,GSEB,DPS,GUJ,STD03,GEN,F,DPS-2026-GSEB-GUJ-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01027,dps.stu.01027,2026-2027,GSEB,DPS,GUJ,STD03,GEN,F,DPS-2026-GSEB-GUJ-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01028,dps.stu.01028,2026-2027,GSEB,DPS,GUJ,STD03,GEN,F,DPS-2026-GSEB-GUJ-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01029,dps.stu.01029,2026-2027,GSEB,DPS,GUJ,STD03,GEN,F,DPS-2026-GSEB-GUJ-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01030,dps.stu.01030,2026-2027,GSEB,DPS,GUJ,STD03,GEN,F,DPS-2026-GSEB-GUJ-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01031,dps.stu.01031,2026-2027,GSEB,DPS,GUJ,STD03,GEN,F,DPS-2026-GSEB-GUJ-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01032,dps.stu.01032,2026-2027,GSEB,DPS,GUJ,STD03,GEN,F,DPS-2026-GSEB-GUJ-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01033,dps.stu.01033,2026-2027,GSEB,DPS,GUJ,STD03,GEN,F,DPS-2026-GSEB-GUJ-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01034,dps.stu.01034,2026-2027,GSEB,DPS,GUJ,STD03,GEN,F,DPS-2026-GSEB-GUJ-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01035,dps.stu.01035,2026-2027,GSEB,DPS,GUJ,STD03,GEN,F,DPS-2026-GSEB-GUJ-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01036,dps.stu.01036,2026-2027,GSEB,DPS,GUJ,STD03,GEN,F,DPS-2026-GSEB-GUJ-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01037,dps.stu.01037,2026-2027,GSEB,DPS,GUJ,STD03,GEN,F,DPS-2026-GSEB-GUJ-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01038,dps.stu.01038,2026-2027,GSEB,DPS,GUJ,STD03,GEN,F,DPS-2026-GSEB-GUJ-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01039,dps.stu.01039,2026-2027,GSEB,DPS,GUJ,STD03,GEN,F,DPS-2026-GSEB-GUJ-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01040,dps.stu.01040,2026-2027,GSEB,DPS,GUJ,STD03,GEN,F,DPS-2026-GSEB-GUJ-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01041,dps.stu.01041,2026-2027,GSEB,DPS,ENG,STD03,GEN,F,DPS-2026-GSEB-ENG-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01042,dps.stu.01042,2026-2027,GSEB,DPS,ENG,STD03,GEN,F,DPS-2026-GSEB-ENG-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01043,dps.stu.01043,2026-2027,GSEB,DPS,ENG,STD03,GEN,F,DPS-2026-GSEB-ENG-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01044,dps.stu.01044,2026-2027,GSEB,DPS,ENG,STD03,GEN,F,DPS-2026-GSEB-ENG-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01045,dps.stu.01045,2026-2027,GSEB,DPS,ENG,STD03,GEN,F,DPS-2026-GSEB-ENG-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01046,dps.stu.01046,2026-2027,GSEB,DPS,ENG,STD03,GEN,F,DPS-2026-GSEB-ENG-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01047,dps.stu.01047,2026-2027,GSEB,DPS,ENG,STD03,GEN,F,DPS-2026-GSEB-ENG-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01048,dps.stu.01048,2026-2027,GSEB,DPS,ENG,STD03,GEN,F,DPS-2026-GSEB-ENG-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01049,dps.stu.01049,2026-2027,GSEB,DPS,ENG,STD03,GEN,F,DPS-2026-GSEB-ENG-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01050,dps.stu.01050,2026-2027,GSEB,DPS,ENG,STD03,GEN,F,DPS-2026-GSEB-ENG-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01051,dps.stu.01051,2026-2027,GSEB,DPS,ENG,STD03,GEN,F,DPS-2026-GSEB-ENG-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01052,dps.stu.01052,2026-2027,GSEB,DPS,ENG,STD03,GEN,F,DPS-2026-GSEB-ENG-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01053,dps.stu.01053,2026-2027,GSEB,DPS,ENG,STD03,GEN,F,DPS-2026-GSEB-ENG-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01054,dps.stu.01054,2026-2027,GSEB,DPS,ENG,STD03,GEN,F,DPS-2026-GSEB-ENG-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01055,dps.stu.01055,2026-2027,GSEB,DPS,ENG,STD03,GEN,F,DPS-2026-GSEB-ENG-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01056,dps.stu.01056,2026-2027,GSEB,DPS,ENG,STD03,GEN,F,DPS-2026-GSEB-ENG-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01057,dps.stu.01057,2026-2027,GSEB,DPS,ENG,STD03,GEN,F,DPS-2026-GSEB-ENG-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01058,dps.stu.01058,2026-2027,GSEB,DPS,ENG,STD03,GEN,F,DPS-2026-GSEB-ENG-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01059,dps.stu.01059,2026-2027,GSEB,DPS,ENG,STD03,GEN,F,DPS-2026-GSEB-ENG-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01060,dps.stu.01060,2026-2027,GSEB,DPS,ENG,STD03,GEN,F,DPS-2026-GSEB-ENG-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01061,dps.stu.01061,2026-2027,GSEB,DPS,HIN,STD03,GEN,F,DPS-2026-GSEB-HIN-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01062,dps.stu.01062,2026-2027,GSEB,DPS,HIN,STD03,GEN,F,DPS-2026-GSEB-HIN-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01063,dps.stu.01063,2026-2027,GSEB,DPS,HIN,STD03,GEN,F,DPS-2026-GSEB-HIN-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01064,dps.stu.01064,2026-2027,GSEB,DPS,HIN,STD03,GEN,F,DPS-2026-GSEB-HIN-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01065,dps.stu.01065,2026-2027,GSEB,DPS,HIN,STD03,GEN,F,DPS-2026-GSEB-HIN-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01066,dps.stu.01066,2026-2027,GSEB,DPS,HIN,STD03,GEN,F,DPS-2026-GSEB-HIN-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01067,dps.stu.01067,2026-2027,GSEB,DPS,HIN,STD03,GEN,F,DPS-2026-GSEB-HIN-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01068,dps.stu.01068,2026-2027,GSEB,DPS,HIN,STD03,GEN,F,DPS-2026-GSEB-HIN-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01069,dps.stu.01069,2026-2027,GSEB,DPS,HIN,STD03,GEN,F,DPS-2026-GSEB-HIN-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01070,dps.stu.01070,2026-2027,GSEB,DPS,HIN,STD03,GEN,F,DPS-2026-GSEB-HIN-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01071,dps.stu.01071,2026-2027,GSEB,DPS,HIN,STD03,GEN,F,DPS-2026-GSEB-HIN-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01072,dps.stu.01072,2026-2027,GSEB,DPS,HIN,STD03,GEN,F,DPS-2026-GSEB-HIN-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01073,dps.stu.01073,2026-2027,GSEB,DPS,HIN,STD03,GEN,F,DPS-2026-GSEB-HIN-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01074,dps.stu.01074,2026-2027,GSEB,DPS,HIN,STD03,GEN,F,DPS-2026-GSEB-HIN-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01075,dps.stu.01075,2026-2027,GSEB,DPS,HIN,STD03,GEN,F,DPS-2026-GSEB-HIN-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01076,dps.stu.01076,2026-2027,GSEB,DPS,HIN,STD03,GEN,F,DPS-2026-GSEB-HIN-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01077,dps.stu.01077,2026-2027,GSEB,DPS,HIN,STD03,GEN,F,DPS-2026-GSEB-HIN-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01078,dps.stu.01078,2026-2027,GSEB,DPS,HIN,STD03,GEN,F,DPS-2026-GSEB-HIN-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01079,dps.stu.01079,2026-2027,GSEB,DPS,HIN,STD03,GEN,F,DPS-2026-GSEB-HIN-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01080,dps.stu.01080,2026-2027,GSEB,DPS,HIN,STD03,GEN,F,DPS-2026-GSEB-HIN-STD03-GEN-F,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01081,dps.stu.01081,2026-2027,GSEB,DPS,GUJ,STD04,GEN,A,DPS-2026-GSEB-GUJ-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01082,dps.stu.01082,2026-2027,GSEB,DPS,GUJ,STD04,GEN,A,DPS-2026-GSEB-GUJ-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01083,dps.stu.01083,2026-2027,GSEB,DPS,GUJ,STD04,GEN,A,DPS-2026-GSEB-GUJ-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01084,dps.stu.01084,2026-2027,GSEB,DPS,GUJ,STD04,GEN,A,DPS-2026-GSEB-GUJ-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01085,dps.stu.01085,2026-2027,GSEB,DPS,GUJ,STD04,GEN,A,DPS-2026-GSEB-GUJ-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01086,dps.stu.01086,2026-2027,GSEB,DPS,GUJ,STD04,GEN,A,DPS-2026-GSEB-GUJ-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01087,dps.stu.01087,2026-2027,GSEB,DPS,GUJ,STD04,GEN,A,DPS-2026-GSEB-GUJ-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01088,dps.stu.01088,2026-2027,GSEB,DPS,GUJ,STD04,GEN,A,DPS-2026-GSEB-GUJ-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01089,dps.stu.01089,2026-2027,GSEB,DPS,GUJ,STD04,GEN,A,DPS-2026-GSEB-GUJ-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01090,dps.stu.01090,2026-2027,GSEB,DPS,GUJ,STD04,GEN,A,DPS-2026-GSEB-GUJ-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01091,dps.stu.01091,2026-2027,GSEB,DPS,GUJ,STD04,GEN,A,DPS-2026-GSEB-GUJ-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01092,dps.stu.01092,2026-2027,GSEB,DPS,GUJ,STD04,GEN,A,DPS-2026-GSEB-GUJ-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01093,dps.stu.01093,2026-2027,GSEB,DPS,GUJ,STD04,GEN,A,DPS-2026-GSEB-GUJ-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01094,dps.stu.01094,2026-2027,GSEB,DPS,GUJ,STD04,GEN,A,DPS-2026-GSEB-GUJ-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01095,dps.stu.01095,2026-2027,GSEB,DPS,GUJ,STD04,GEN,A,DPS-2026-GSEB-GUJ-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01096,dps.stu.01096,2026-2027,GSEB,DPS,GUJ,STD04,GEN,A,DPS-2026-GSEB-GUJ-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01097,dps.stu.01097,2026-2027,GSEB,DPS,GUJ,STD04,GEN,A,DPS-2026-GSEB-GUJ-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01098,dps.stu.01098,2026-2027,GSEB,DPS,GUJ,STD04,GEN,A,DPS-2026-GSEB-GUJ-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01099,dps.stu.01099,2026-2027,GSEB,DPS,GUJ,STD04,GEN,A,DPS-2026-GSEB-GUJ-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01100,dps.stu.01100,2026-2027,GSEB,DPS,GUJ,STD04,GEN,A,DPS-2026-GSEB-GUJ-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01101,dps.stu.01101,2026-2027,GSEB,DPS,ENG,STD04,GEN,A,DPS-2026-GSEB-ENG-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01102,dps.stu.01102,2026-2027,GSEB,DPS,ENG,STD04,GEN,A,DPS-2026-GSEB-ENG-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01103,dps.stu.01103,2026-2027,GSEB,DPS,ENG,STD04,GEN,A,DPS-2026-GSEB-ENG-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01104,dps.stu.01104,2026-2027,GSEB,DPS,ENG,STD04,GEN,A,DPS-2026-GSEB-ENG-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01105,dps.stu.01105,2026-2027,GSEB,DPS,ENG,STD04,GEN,A,DPS-2026-GSEB-ENG-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01106,dps.stu.01106,2026-2027,GSEB,DPS,ENG,STD04,GEN,A,DPS-2026-GSEB-ENG-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01107,dps.stu.01107,2026-2027,GSEB,DPS,ENG,STD04,GEN,A,DPS-2026-GSEB-ENG-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01108,dps.stu.01108,2026-2027,GSEB,DPS,ENG,STD04,GEN,A,DPS-2026-GSEB-ENG-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01109,dps.stu.01109,2026-2027,GSEB,DPS,ENG,STD04,GEN,A,DPS-2026-GSEB-ENG-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01110,dps.stu.01110,2026-2027,GSEB,DPS,ENG,STD04,GEN,A,DPS-2026-GSEB-ENG-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01111,dps.stu.01111,2026-2027,GSEB,DPS,ENG,STD04,GEN,A,DPS-2026-GSEB-ENG-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01112,dps.stu.01112,2026-2027,GSEB,DPS,ENG,STD04,GEN,A,DPS-2026-GSEB-ENG-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01113,dps.stu.01113,2026-2027,GSEB,DPS,ENG,STD04,GEN,A,DPS-2026-GSEB-ENG-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01114,dps.stu.01114,2026-2027,GSEB,DPS,ENG,STD04,GEN,A,DPS-2026-GSEB-ENG-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01115,dps.stu.01115,2026-2027,GSEB,DPS,ENG,STD04,GEN,A,DPS-2026-GSEB-ENG-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01116,dps.stu.01116,2026-2027,GSEB,DPS,ENG,STD04,GEN,A,DPS-2026-GSEB-ENG-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01117,dps.stu.01117,2026-2027,GSEB,DPS,ENG,STD04,GEN,A,DPS-2026-GSEB-ENG-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01118,dps.stu.01118,2026-2027,GSEB,DPS,ENG,STD04,GEN,A,DPS-2026-GSEB-ENG-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01119,dps.stu.01119,2026-2027,GSEB,DPS,ENG,STD04,GEN,A,DPS-2026-GSEB-ENG-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01120,dps.stu.01120,2026-2027,GSEB,DPS,ENG,STD04,GEN,A,DPS-2026-GSEB-ENG-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01121,dps.stu.01121,2026-2027,GSEB,DPS,HIN,STD04,GEN,A,DPS-2026-GSEB-HIN-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01122,dps.stu.01122,2026-2027,GSEB,DPS,HIN,STD04,GEN,A,DPS-2026-GSEB-HIN-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01123,dps.stu.01123,2026-2027,GSEB,DPS,HIN,STD04,GEN,A,DPS-2026-GSEB-HIN-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01124,dps.stu.01124,2026-2027,GSEB,DPS,HIN,STD04,GEN,A,DPS-2026-GSEB-HIN-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01125,dps.stu.01125,2026-2027,GSEB,DPS,HIN,STD04,GEN,A,DPS-2026-GSEB-HIN-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01126,dps.stu.01126,2026-2027,GSEB,DPS,HIN,STD04,GEN,A,DPS-2026-GSEB-HIN-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01127,dps.stu.01127,2026-2027,GSEB,DPS,HIN,STD04,GEN,A,DPS-2026-GSEB-HIN-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01128,dps.stu.01128,2026-2027,GSEB,DPS,HIN,STD04,GEN,A,DPS-2026-GSEB-HIN-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01129,dps.stu.01129,2026-2027,GSEB,DPS,HIN,STD04,GEN,A,DPS-2026-GSEB-HIN-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01130,dps.stu.01130,2026-2027,GSEB,DPS,HIN,STD04,GEN,A,DPS-2026-GSEB-HIN-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01131,dps.stu.01131,2026-2027,GSEB,DPS,HIN,STD04,GEN,A,DPS-2026-GSEB-HIN-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01132,dps.stu.01132,2026-2027,GSEB,DPS,HIN,STD04,GEN,A,DPS-2026-GSEB-HIN-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01133,dps.stu.01133,2026-2027,GSEB,DPS,HIN,STD04,GEN,A,DPS-2026-GSEB-HIN-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01134,dps.stu.01134,2026-2027,GSEB,DPS,HIN,STD04,GEN,A,DPS-2026-GSEB-HIN-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01135,dps.stu.01135,2026-2027,GSEB,DPS,HIN,STD04,GEN,A,DPS-2026-GSEB-HIN-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01136,dps.stu.01136,2026-2027,GSEB,DPS,HIN,STD04,GEN,A,DPS-2026-GSEB-HIN-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01137,dps.stu.01137,2026-2027,GSEB,DPS,HIN,STD04,GEN,A,DPS-2026-GSEB-HIN-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01138,dps.stu.01138,2026-2027,GSEB,DPS,HIN,STD04,GEN,A,DPS-2026-GSEB-HIN-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
HIST-01139,dps.stu.01139,2026-2027,GSEB,DPS,HIN,STD04,GEN,A,DPS-2026-GSEB-HIN-STD04-GEN-A,ACTIVE,PENDING,2026-04-01,2027-03-31,principal.sharma,2026-04-01,Generated current academic history row.
