academic_year,grade_code,stream_code,subject_code,course_code,classwork_weight,assignment_weight,chapter_gate_weight,term_exam_weight,final_exam_weight,passing_percent
2026-2027,PRO_CS_EXE,LAW,TAX,DPS-GSEB-GUJ-PRO_CS_EXE-LAW-TAX-2026,20,25,15,20,20,40
2026-2027,PRO_CS_EXE,LAW,AUDIT,DPS-GSEB-GUJ-PRO_CS_EXE-LAW-AUDIT-2026,20,25,15,20,20,40
2026-2027,PRO_CS_EXE,LAW,APT_REAS,DPS-GSEB-GUJ-PRO_CS_EXE-LAW-APT_REAS-2026,20,25,15,20,20,40
2026-2027,UNI_PG_AI_Y1,AIE,DSA,DPS-GSEB-GUJ-UNI_PG_AI_Y1-AIE-DSA-2026,20,25,15,20,20,40
2026-2027,UNI_PG_AI_Y1,AIE,DBMS,DPS-GSEB-GUJ-UNI_PG_AI_Y1-AIE-DBMS-2026,20,25,15,20,20,40
2026-2027,UNI_PG_AI_Y1,AIE,OS,DPS-GSEB-GUJ-UNI_PG_AI_Y1-AIE-OS-2026,20,25,15,20,20,40
2026-2027,UNI_PG_AI_Y1,AIE,CN,DPS-GSEB-GUJ-UNI_PG_AI_Y1-AIE-CN-2026,20,25,15,20,20,40
2026-2027,UNI_PG_AI_Y1,AIE,AI_ML,DPS-GSEB-GUJ-UNI_PG_AI_Y1-AIE-AI_ML-2026,20,25,15,20,20,40
2026-2027,UNI_PG_AI_Y1,AIE,SWE,DPS-GSEB-GUJ-UNI_PG_AI_Y1-AIE-SWE-2026,20,25,15,20,20,40
2026-2027,UNI_PG_AI_Y1,AIE,FIN_MGT,DPS-GSEB-GUJ-UNI_PG_AI_Y1-AIE-FIN_MGT-2026,20,25,15,20,20,40
2026-2027,UNI_PG_AI_Y1,AIE,MKT_MGT,DPS-GSEB-GUJ-UNI_PG_AI_Y1-AIE-MKT_MGT-2026,20,25,15,20,20,40
2026-2027,UNI_PG_AI_Y1,AIE,OB,DPS-GSEB-GUJ-UNI_PG_AI_Y1-AIE-OB-2026,20,25,15,20,20,40
2026-2027,UNI_PG_AI_Y2,AIE,DSA,DPS-GSEB-GUJ-UNI_PG_AI_Y2-AIE-DSA-2026,20,25,15,20,20,40
2026-2027,UNI_PG_AI_Y2,AIE,DBMS,DPS-GSEB-GUJ-UNI_PG_AI_Y2-AIE-DBMS-2026,20,25,15,20,20,40
2026-2027,UNI_PG_AI_Y2,AIE,OS,DPS-GSEB-GUJ-UNI_PG_AI_Y2-AIE-OS-2026,20,25,15,20,20,40
2026-2027,UNI_PG_AI_Y2,AIE,CN,DPS-GSEB-GUJ-UNI_PG_AI_Y2-AIE-CN-2026,20,25,15,20,20,40
2026-2027,UNI_PG_AI_Y2,AIE,AI_ML,DPS-GSEB-GUJ-UNI_PG_AI_Y2-AIE-AI_ML-2026,20,25,15,20,20,40
2026-2027,UNI_PG_AI_Y2,AIE,SWE,DPS-GSEB-GUJ-UNI_PG_AI_Y2-AIE-SWE-2026,20,25,15,20,20,40
2026-2027,UNI_PG_AI_Y2,AIE,FIN_MGT,DPS-GSEB-GUJ-UNI_PG_AI_Y2-AIE-FIN_MGT-2026,20,25,15,20,20,40
2026-2027,UNI_PG_AI_Y2,AIE,MKT_MGT,DPS-GSEB-GUJ-UNI_PG_AI_Y2-AIE-MKT_MGT-2026,20,25,15,20,20,40
2026-2027,UNI_PG_AI_Y2,AIE,OB,DPS-GSEB-GUJ-UNI_PG_AI_Y2-AIE-OB-2026,20,25,15,20,20,40
2026-2027,UNI_PG_MBA_Y1,MGT,DSA,DPS-GSEB-GUJ-UNI_PG_MBA_Y1-MGT-DSA-2026,20,25,15,20,20,40
2026-2027,UNI_PG_MBA_Y1,MGT,DBMS,DPS-GSEB-GUJ-UNI_PG_MBA_Y1-MGT-DBMS-2026,20,25,15,20,20,40
2026-2027,UNI_PG_MBA_Y1,MGT,OS,DPS-GSEB-GUJ-UNI_PG_MBA_Y1-MGT-OS-2026,20,25,15,20,20,40
2026-2027,UNI_PG_MBA_Y1,MGT,CN,DPS-GSEB-GUJ-UNI_PG_MBA_Y1-MGT-CN-2026,20,25,15,20,20,40
2026-2027,UNI_PG_MBA_Y1,MGT,AI_ML,DPS-GSEB-GUJ-UNI_PG_MBA_Y1-MGT-AI_ML-2026,20,25,15,20,20,40
2026-2027,UNI_PG_MBA_Y1,MGT,SWE,DPS-GSEB-GUJ-UNI_PG_MBA_Y1-MGT-SWE-2026,20,25,15,20,20,40
2026-2027,UNI_PG_MBA_Y1,MGT,FIN_MGT,DPS-GSEB-GUJ-UNI_PG_MBA_Y1-MGT-FIN_MGT-2026,20,25,15,20,20,40
2026-2027,UNI_PG_MBA_Y1,MGT,MKT_MGT,DPS-GSEB-GUJ-UNI_PG_MBA_Y1-MGT-MKT_MGT-2026,20,25,15,20,20,40
2026-2027,UNI_PG_MBA_Y1,MGT,OB,DPS-GSEB-GUJ-UNI_PG_MBA_Y1-MGT-OB-2026,20,25,15,20,20,40
2026-2027,UNI_PG_MBA_Y2,MGT,DSA,DPS-GSEB-GUJ-UNI_PG_MBA_Y2-MGT-DSA-2026,20,25,15,20,20,40
2026-2027,UNI_PG_MBA_Y2,MGT,DBMS,DPS-GSEB-GUJ-UNI_PG_MBA_Y2-MGT-DBMS-2026,20,25,15,20,20,40
2026-2027,UNI_PG_MBA_Y2,MGT,OS,DPS-GSEB-GUJ-UNI_PG_MBA_Y2-MGT-OS-2026,20,25,15,20,20,40
2026-2027,UNI_PG_MBA_Y2,MGT,CN,DPS-GSEB-GUJ-UNI_PG_MBA_Y2-MGT-CN-2026,20,25,15,20,20,40
2026-2027,UNI_PG_MBA_Y2,MGT,AI_ML,DPS-GSEB-GUJ-UNI_PG_MBA_Y2-MGT-AI_ML-2026,20,25,15,20,20,40
2026-2027,UNI_PG_MBA_Y2,MGT,SWE,DPS-GSEB-GUJ-UNI_PG_MBA_Y2-MGT-SWE-2026,20,25,15,20,20,40
2026-2027,UNI_PG_MBA_Y2,MGT,FIN_MGT,DPS-GSEB-GUJ-UNI_PG_MBA_Y2-MGT-FIN_MGT-2026,20,25,15,20,20,40
2026-2027,UNI_PG_MBA_Y2,MGT,MKT_MGT,DPS-GSEB-GUJ-UNI_PG_MBA_Y2-MGT-MKT_MGT-2026,20,25,15,20,20,40
2026-2027,UNI_PG_MBA_Y2,MGT,OB,DPS-GSEB-GUJ-UNI_PG_MBA_Y2-MGT-OB-2026,20,25,15,20,20,40
2026-2027,UNI_PG_LAW_Y1,LAW,DSA,DPS-GSEB-GUJ-UNI_PG_LAW_Y1-LAW-DSA-2026,20,25,15,20,20,40
2026-2027,UNI_PG_LAW_Y1,LAW,DBMS,DPS-GSEB-GUJ-UNI_PG_LAW_Y1-LAW-DBMS-2026,20,25,15,20,20,40
2026-2027,UNI_PG_LAW_Y1,LAW,OS,DPS-GSEB-GUJ-UNI_PG_LAW_Y1-LAW-OS-2026,20,25,15,20,20,40
2026-2027,UNI_PG_LAW_Y1,LAW,CN,DPS-GSEB-GUJ-UNI_PG_LAW_Y1-LAW-CN-2026,20,25,15,20,20,40
2026-2027,UNI_PG_LAW_Y1,LAW,AI_ML,DPS-GSEB-GUJ-UNI_PG_LAW_Y1-LAW-AI_ML-2026,20,25,15,20,20,40
2026-2027,UNI_PG_LAW_Y1,LAW,SWE,DPS-GSEB-GUJ-UNI_PG_LAW_Y1-LAW-SWE-2026,20,25,15,20,20,40
2026-2027,UNI_PG_LAW_Y1,LAW,FIN_MGT,DPS-GSEB-GUJ-UNI_PG_LAW_Y1-LAW-FIN_MGT-2026,20,25,15,20,20,40
2026-2027,UNI_PG_LAW_Y1,LAW,MKT_MGT,DPS-GSEB-GUJ-UNI_PG_LAW_Y1-LAW-MKT_MGT-2026,20,25,15,20,20,40
2026-2027,UNI_PG_LAW_Y1,LAW,OB,DPS-GSEB-GUJ-UNI_PG_LAW_Y1-LAW-OB-2026,20,25,15,20,20,40
2026-2027,UNI_PG_LAW_Y2,LAW,DSA,DPS-GSEB-GUJ-UNI_PG_LAW_Y2-LAW-DSA-2026,20,25,15,20,20,40
2026-2027,UNI_PG_LAW_Y2,LAW,DBMS,DPS-GSEB-GUJ-UNI_PG_LAW_Y2-LAW-DBMS-2026,20,25,15,20,20,40
2026-2027,UNI_PG_LAW_Y2,LAW,OS,DPS-GSEB-GUJ-UNI_PG_LAW_Y2-LAW-OS-2026,20,25,15,20,20,40
2026-2027,UNI_PG_LAW_Y2,LAW,CN,DPS-GSEB-GUJ-UNI_PG_LAW_Y2-LAW-CN-2026,20,25,15,20,20,40
2026-2027,UNI_PG_LAW_Y2,LAW,AI_ML,DPS-GSEB-GUJ-UNI_PG_LAW_Y2-LAW-AI_ML-2026,20,25,15,20,20,40
2026-2027,UNI_PG_LAW_Y2,LAW,SWE,DPS-GSEB-GUJ-UNI_PG_LAW_Y2-LAW-SWE-2026,20,25,15,20,20,40
2026-2027,UNI_PG_LAW_Y2,LAW,FIN_MGT,DPS-GSEB-GUJ-UNI_PG_LAW_Y2-LAW-FIN_MGT-2026,20,25,15,20,20,40
2026-2027,UNI_PG_LAW_Y2,LAW,MKT_MGT,DPS-GSEB-GUJ-UNI_PG_LAW_Y2-LAW-MKT_MGT-2026,20,25,15,20,20,40
2026-2027,UNI_PG_LAW_Y2,LAW,OB,DPS-GSEB-GUJ-UNI_PG_LAW_Y2-LAW-OB-2026,20,25,15,20,20,40
2026-2027,UNI_PHD_AI,RES,AI_ML,DPS-GSEB-GUJ-UNI_PHD_AI-RES-AI_ML-2026,20,25,15,20,20,40
2026-2027,UNI_PHD_DS,RES,AI_ML,DPS-GSEB-GUJ-UNI_PHD_DS-RES-AI_ML-2026,20,25,15,20,20,40
2026-2027,UNI_PHD_RE,RES,AI_ML,DPS-GSEB-GUJ-UNI_PHD_RE-RES-AI_ML-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y1,CSA,DSA,DPS-GSEB-GUJ-UNI_UG_BCA_Y1-CSA-DSA-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y1,CSA,DBMS,DPS-GSEB-GUJ-UNI_UG_BCA_Y1-CSA-DBMS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y1,CSA,OS,DPS-GSEB-GUJ-UNI_UG_BCA_Y1-CSA-OS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y1,CSA,CN,DPS-GSEB-GUJ-UNI_UG_BCA_Y1-CSA-CN-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y1,CSA,AI_ML,DPS-GSEB-GUJ-UNI_UG_BCA_Y1-CSA-AI_ML-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y1,CSA,SWE,DPS-GSEB-GUJ-UNI_UG_BCA_Y1-CSA-SWE-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y1,CSA,THERMO,DPS-GSEB-GUJ-UNI_UG_BCA_Y1-CSA-THERMO-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y1,CSA,CIRCUITS,DPS-GSEB-GUJ-UNI_UG_BCA_Y1-CSA-CIRCUITS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y1,CSA,ANAT,DPS-GSEB-GUJ-UNI_UG_BCA_Y1-CSA-ANAT-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y1,CSA,PHYS,DPS-GSEB-GUJ-UNI_UG_BCA_Y1-CSA-PHYS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y1,CSA,PHARM,DPS-GSEB-GUJ-UNI_UG_BCA_Y1-CSA-PHARM-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y1,CSA,PATH,DPS-GSEB-GUJ-UNI_UG_BCA_Y1-CSA-PATH-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y1,CSA,COM_MED,DPS-GSEB-GUJ-UNI_UG_BCA_Y1-CSA-COM_MED-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y1,CSA,LAW_CON,DPS-GSEB-GUJ-UNI_UG_BCA_Y1-CSA-LAW_CON-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y1,CSA,LAW_IPC,DPS-GSEB-GUJ-UNI_UG_BCA_Y1-CSA-LAW_IPC-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y1,CSA,LAW_CONTR,DPS-GSEB-GUJ-UNI_UG_BCA_Y1-CSA-LAW_CONTR-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y1,CSA,JURIS,DPS-GSEB-GUJ-UNI_UG_BCA_Y1-CSA-JURIS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y1,CSA,CORP_ACC,DPS-GSEB-GUJ-UNI_UG_BCA_Y1-CSA-CORP_ACC-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y1,CSA,FIN_MGT,DPS-GSEB-GUJ-UNI_UG_BCA_Y1-CSA-FIN_MGT-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y1,CSA,MKT_MGT,DPS-GSEB-GUJ-UNI_UG_BCA_Y1-CSA-MKT_MGT-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y1,CSA,OB,DPS-GSEB-GUJ-UNI_UG_BCA_Y1-CSA-OB-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y1,CSA,UI_UX,DPS-GSEB-GUJ-UNI_UG_BCA_Y1-CSA-UI_UX-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y1,CSA,TYPO,DPS-GSEB-GUJ-UNI_UG_BCA_Y1-CSA-TYPO-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y1,CSA,ARCH_DSN,DPS-GSEB-GUJ-UNI_UG_BCA_Y1-CSA-ARCH_DSN-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y2,CSA,DSA,DPS-GSEB-GUJ-UNI_UG_BCA_Y2-CSA-DSA-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y2,CSA,DBMS,DPS-GSEB-GUJ-UNI_UG_BCA_Y2-CSA-DBMS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y2,CSA,OS,DPS-GSEB-GUJ-UNI_UG_BCA_Y2-CSA-OS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y2,CSA,CN,DPS-GSEB-GUJ-UNI_UG_BCA_Y2-CSA-CN-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y2,CSA,AI_ML,DPS-GSEB-GUJ-UNI_UG_BCA_Y2-CSA-AI_ML-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y2,CSA,SWE,DPS-GSEB-GUJ-UNI_UG_BCA_Y2-CSA-SWE-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y2,CSA,THERMO,DPS-GSEB-GUJ-UNI_UG_BCA_Y2-CSA-THERMO-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y2,CSA,CIRCUITS,DPS-GSEB-GUJ-UNI_UG_BCA_Y2-CSA-CIRCUITS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y2,CSA,ANAT,DPS-GSEB-GUJ-UNI_UG_BCA_Y2-CSA-ANAT-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y2,CSA,PHYS,DPS-GSEB-GUJ-UNI_UG_BCA_Y2-CSA-PHYS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y2,CSA,PHARM,DPS-GSEB-GUJ-UNI_UG_BCA_Y2-CSA-PHARM-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y2,CSA,PATH,DPS-GSEB-GUJ-UNI_UG_BCA_Y2-CSA-PATH-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y2,CSA,COM_MED,DPS-GSEB-GUJ-UNI_UG_BCA_Y2-CSA-COM_MED-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y2,CSA,LAW_CON,DPS-GSEB-GUJ-UNI_UG_BCA_Y2-CSA-LAW_CON-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y2,CSA,LAW_IPC,DPS-GSEB-GUJ-UNI_UG_BCA_Y2-CSA-LAW_IPC-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y2,CSA,LAW_CONTR,DPS-GSEB-GUJ-UNI_UG_BCA_Y2-CSA-LAW_CONTR-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y2,CSA,JURIS,DPS-GSEB-GUJ-UNI_UG_BCA_Y2-CSA-JURIS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y2,CSA,CORP_ACC,DPS-GSEB-GUJ-UNI_UG_BCA_Y2-CSA-CORP_ACC-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y2,CSA,FIN_MGT,DPS-GSEB-GUJ-UNI_UG_BCA_Y2-CSA-FIN_MGT-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y2,CSA,MKT_MGT,DPS-GSEB-GUJ-UNI_UG_BCA_Y2-CSA-MKT_MGT-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y2,CSA,OB,DPS-GSEB-GUJ-UNI_UG_BCA_Y2-CSA-OB-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y2,CSA,UI_UX,DPS-GSEB-GUJ-UNI_UG_BCA_Y2-CSA-UI_UX-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y2,CSA,TYPO,DPS-GSEB-GUJ-UNI_UG_BCA_Y2-CSA-TYPO-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y2,CSA,ARCH_DSN,DPS-GSEB-GUJ-UNI_UG_BCA_Y2-CSA-ARCH_DSN-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y3,CSA,DSA,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-DSA-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y3,CSA,DBMS,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-DBMS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y3,CSA,OS,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-OS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y3,CSA,CN,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-CN-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y3,CSA,AI_ML,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-AI_ML-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y3,CSA,SWE,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-SWE-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y3,CSA,THERMO,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-THERMO-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y3,CSA,CIRCUITS,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-CIRCUITS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y3,CSA,ANAT,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-ANAT-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y3,CSA,PHYS,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-PHYS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y3,CSA,PHARM,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-PHARM-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y3,CSA,PATH,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-PATH-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y3,CSA,COM_MED,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-COM_MED-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y3,CSA,LAW_CON,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-LAW_CON-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y3,CSA,LAW_IPC,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-LAW_IPC-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y3,CSA,LAW_CONTR,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-LAW_CONTR-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y3,CSA,JURIS,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-JURIS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y3,CSA,CORP_ACC,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-CORP_ACC-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y3,CSA,FIN_MGT,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-FIN_MGT-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y3,CSA,MKT_MGT,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-MKT_MGT-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y3,CSA,OB,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-OB-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y3,CSA,UI_UX,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-UI_UX-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y3,CSA,TYPO,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-TYPO-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BCA_Y3,CSA,ARCH_DSN,DPS-GSEB-GUJ-UNI_UG_BCA_Y3-CSA-ARCH_DSN-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y1,MGT,DSA,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-DSA-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y1,MGT,DBMS,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-DBMS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y1,MGT,OS,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-OS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y1,MGT,CN,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-CN-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y1,MGT,AI_ML,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-AI_ML-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y1,MGT,SWE,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-SWE-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y1,MGT,THERMO,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-THERMO-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y1,MGT,CIRCUITS,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-CIRCUITS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y1,MGT,ANAT,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-ANAT-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y1,MGT,PHYS,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-PHYS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y1,MGT,PHARM,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-PHARM-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y1,MGT,PATH,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-PATH-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y1,MGT,COM_MED,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-COM_MED-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y1,MGT,LAW_CON,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-LAW_CON-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y1,MGT,LAW_IPC,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-LAW_IPC-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y1,MGT,LAW_CONTR,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-LAW_CONTR-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y1,MGT,JURIS,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-JURIS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y1,MGT,CORP_ACC,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-CORP_ACC-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y1,MGT,FIN_MGT,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-FIN_MGT-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y1,MGT,MKT_MGT,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-MKT_MGT-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y1,MGT,OB,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-OB-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y1,MGT,UI_UX,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-UI_UX-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y1,MGT,TYPO,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-TYPO-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y1,MGT,ARCH_DSN,DPS-GSEB-GUJ-UNI_UG_BBA_Y1-MGT-ARCH_DSN-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y2,MGT,DSA,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-DSA-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y2,MGT,DBMS,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-DBMS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y2,MGT,OS,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-OS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y2,MGT,CN,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-CN-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y2,MGT,AI_ML,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-AI_ML-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y2,MGT,SWE,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-SWE-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y2,MGT,THERMO,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-THERMO-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y2,MGT,CIRCUITS,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-CIRCUITS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y2,MGT,ANAT,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-ANAT-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y2,MGT,PHYS,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-PHYS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_BBA_Y2,MGT,PHARM,DPS-GSEB-GUJ-UNI_UG_BBA_Y2-MGT-PHARM-2026,20,25,15,20,20,40
