cohort_code,name,idnumber,context_category_code,board_code,school_code,medium_code,grade_code,stream_code,division_code,academic_year,visible,description
DPS-2026-GSEB-GUJ-STD11-ARTS-E,DPS 2026-2027 Gujarati Medium Standard 11 ARTS Division E,DPS-2026-GSEB-GUJ-STD11-ARTS-E,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD11_ARTS,GSEB,DPS,GUJ,STD11,ARTS,E,2026-2027,1,2026-2027 cohort for STD11 ARTS GUJ Division E.
DPS-2026-GSEB-GUJ-STD11-ARTS-F,DPS 2026-2027 Gujarati Medium Standard 11 ARTS Division F,DPS-2026-GSEB-GUJ-STD11-ARTS-F,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD11_ARTS,GSEB,DPS,GUJ,STD11,ARTS,F,2026-2027,1,2026-2027 cohort for STD11 ARTS GUJ Division F.
DPS-2026-GSEB-GUJ-STD12-SCI-A,DPS 2026-2027 Gujarati Medium Standard 12 SCI Division A,DPS-2026-GSEB-GUJ-STD12-SCI-A,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD12_SCI,GSEB,DPS,GUJ,STD12,SCI,A,2026-2027,1,2026-2027 cohort for STD12 SCI GUJ Division A.
DPS-2026-GSEB-GUJ-STD12-SCI-B,DPS 2026-2027 Gujarati Medium Standard 12 SCI Division B,DPS-2026-GSEB-GUJ-STD12-SCI-B,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD12_SCI,GSEB,DPS,GUJ,STD12,SCI,B,2026-2027,1,2026-2027 cohort for STD12 SCI GUJ Division B.
DPS-2026-GSEB-GUJ-STD12-SCI-C,DPS 2026-2027 Gujarati Medium Standard 12 SCI Division C,DPS-2026-GSEB-GUJ-STD12-SCI-C,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD12_SCI,GSEB,DPS,GUJ,STD12,SCI,C,2026-2027,1,2026-2027 cohort for STD12 SCI GUJ Division C.
DPS-2026-GSEB-GUJ-STD12-SCI-D,DPS 2026-2027 Gujarati Medium Standard 12 SCI Division D,DPS-2026-GSEB-GUJ-STD12-SCI-D,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD12_SCI,GSEB,DPS,GUJ,STD12,SCI,D,2026-2027,1,2026-2027 cohort for STD12 SCI GUJ Division D.
DPS-2026-GSEB-GUJ-STD12-SCI-E,DPS 2026-2027 Gujarati Medium Standard 12 SCI Division E,DPS-2026-GSEB-GUJ-STD12-SCI-E,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD12_SCI,GSEB,DPS,GUJ,STD12,SCI,E,2026-2027,1,2026-2027 cohort for STD12 SCI GUJ Division E.
DPS-2026-GSEB-GUJ-STD12-SCI-F,DPS 2026-2027 Gujarati Medium Standard 12 SCI Division F,DPS-2026-GSEB-GUJ-STD12-SCI-F,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD12_SCI,GSEB,DPS,GUJ,STD12,SCI,F,2026-2027,1,2026-2027 cohort for STD12 SCI GUJ Division F.
DPS-2026-GSEB-GUJ-STD12-COM-A,DPS 2026-2027 Gujarati Medium Standard 12 COM Division A,DPS-2026-GSEB-GUJ-STD12-COM-A,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD12_COM,GSEB,DPS,GUJ,STD12,COM,A,2026-2027,1,2026-2027 cohort for STD12 COM GUJ Division A.
DPS-2026-GSEB-GUJ-STD12-COM-B,DPS 2026-2027 Gujarati Medium Standard 12 COM Division B,DPS-2026-GSEB-GUJ-STD12-COM-B,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD12_COM,GSEB,DPS,GUJ,STD12,COM,B,2026-2027,1,2026-2027 cohort for STD12 COM GUJ Division B.
DPS-2026-GSEB-GUJ-STD12-COM-C,DPS 2026-2027 Gujarati Medium Standard 12 COM Division C,DPS-2026-GSEB-GUJ-STD12-COM-C,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD12_COM,GSEB,DPS,GUJ,STD12,COM,C,2026-2027,1,2026-2027 cohort for STD12 COM GUJ Division C.
DPS-2026-GSEB-GUJ-STD12-COM-D,DPS 2026-2027 Gujarati Medium Standard 12 COM Division D,DPS-2026-GSEB-GUJ-STD12-COM-D,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD12_COM,GSEB,DPS,GUJ,STD12,COM,D,2026-2027,1,2026-2027 cohort for STD12 COM GUJ Division D.
DPS-2026-GSEB-GUJ-STD12-COM-E,DPS 2026-2027 Gujarati Medium Standard 12 COM Division E,DPS-2026-GSEB-GUJ-STD12-COM-E,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD12_COM,GSEB,DPS,GUJ,STD12,COM,E,2026-2027,1,2026-2027 cohort for STD12 COM GUJ Division E.
DPS-2026-GSEB-GUJ-STD12-COM-F,DPS 2026-2027 Gujarati Medium Standard 12 COM Division F,DPS-2026-GSEB-GUJ-STD12-COM-F,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD12_COM,GSEB,DPS,GUJ,STD12,COM,F,2026-2027,1,2026-2027 cohort for STD12 COM GUJ Division F.
DPS-2026-GSEB-GUJ-STD12-ARTS-A,DPS 2026-2027 Gujarati Medium Standard 12 ARTS Division A,DPS-2026-GSEB-GUJ-STD12-ARTS-A,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD12_ARTS,GSEB,DPS,GUJ,STD12,ARTS,A,2026-2027,1,2026-2027 cohort for STD12 ARTS GUJ Division A.
DPS-2026-GSEB-GUJ-STD12-ARTS-B,DPS 2026-2027 Gujarati Medium Standard 12 ARTS Division B,DPS-2026-GSEB-GUJ-STD12-ARTS-B,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD12_ARTS,GSEB,DPS,GUJ,STD12,ARTS,B,2026-2027,1,2026-2027 cohort for STD12 ARTS GUJ Division B.
DPS-2026-GSEB-GUJ-STD12-ARTS-C,DPS 2026-2027 Gujarati Medium Standard 12 ARTS Division C,DPS-2026-GSEB-GUJ-STD12-ARTS-C,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD12_ARTS,GSEB,DPS,GUJ,STD12,ARTS,C,2026-2027,1,2026-2027 cohort for STD12 ARTS GUJ Division C.
DPS-2026-GSEB-GUJ-STD12-ARTS-D,DPS 2026-2027 Gujarati Medium Standard 12 ARTS Division D,DPS-2026-GSEB-GUJ-STD12-ARTS-D,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD12_ARTS,GSEB,DPS,GUJ,STD12,ARTS,D,2026-2027,1,2026-2027 cohort for STD12 ARTS GUJ Division D.
DPS-2026-GSEB-GUJ-STD12-ARTS-E,DPS 2026-2027 Gujarati Medium Standard 12 ARTS Division E,DPS-2026-GSEB-GUJ-STD12-ARTS-E,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD12_ARTS,GSEB,DPS,GUJ,STD12,ARTS,E,2026-2027,1,2026-2027 cohort for STD12 ARTS GUJ Division E.
DPS-2026-GSEB-GUJ-STD12-ARTS-F,DPS 2026-2027 Gujarati Medium Standard 12 ARTS Division F,DPS-2026-GSEB-GUJ-STD12-ARTS-F,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD12_ARTS,GSEB,DPS,GUJ,STD12,ARTS,F,2026-2027,1,2026-2027 cohort for STD12 ARTS GUJ Division F.
DPS-2026-GSEB-ENG-STD01-GEN-A,DPS 2026-2027 English Medium Standard 1 GEN Division A,DPS-2026-GSEB-ENG-STD01-GEN-A,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD01_GEN,GSEB,DPS,ENG,STD01,GEN,A,2026-2027,1,2026-2027 cohort for STD01 GEN ENG Division A.
DPS-2026-GSEB-ENG-STD01-GEN-B,DPS 2026-2027 English Medium Standard 1 GEN Division B,DPS-2026-GSEB-ENG-STD01-GEN-B,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD01_GEN,GSEB,DPS,ENG,STD01,GEN,B,2026-2027,1,2026-2027 cohort for STD01 GEN ENG Division B.
DPS-2026-GSEB-ENG-STD01-GEN-C,DPS 2026-2027 English Medium Standard 1 GEN Division C,DPS-2026-GSEB-ENG-STD01-GEN-C,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD01_GEN,GSEB,DPS,ENG,STD01,GEN,C,2026-2027,1,2026-2027 cohort for STD01 GEN ENG Division C.
DPS-2026-GSEB-ENG-STD01-GEN-D,DPS 2026-2027 English Medium Standard 1 GEN Division D,DPS-2026-GSEB-ENG-STD01-GEN-D,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD01_GEN,GSEB,DPS,ENG,STD01,GEN,D,2026-2027,1,2026-2027 cohort for STD01 GEN ENG Division D.
DPS-2026-GSEB-ENG-STD01-GEN-E,DPS 2026-2027 English Medium Standard 1 GEN Division E,DPS-2026-GSEB-ENG-STD01-GEN-E,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD01_GEN,GSEB,DPS,ENG,STD01,GEN,E,2026-2027,1,2026-2027 cohort for STD01 GEN ENG Division E.
DPS-2026-GSEB-ENG-STD01-GEN-F,DPS 2026-2027 English Medium Standard 1 GEN Division F,DPS-2026-GSEB-ENG-STD01-GEN-F,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD01_GEN,GSEB,DPS,ENG,STD01,GEN,F,2026-2027,1,2026-2027 cohort for STD01 GEN ENG Division F.
DPS-2026-GSEB-ENG-STD02-GEN-A,DPS 2026-2027 English Medium Standard 2 GEN Division A,DPS-2026-GSEB-ENG-STD02-GEN-A,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD02_GEN,GSEB,DPS,ENG,STD02,GEN,A,2026-2027,1,2026-2027 cohort for STD02 GEN ENG Division A.
DPS-2026-GSEB-ENG-STD02-GEN-B,DPS 2026-2027 English Medium Standard 2 GEN Division B,DPS-2026-GSEB-ENG-STD02-GEN-B,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD02_GEN,GSEB,DPS,ENG,STD02,GEN,B,2026-2027,1,2026-2027 cohort for STD02 GEN ENG Division B.
DPS-2026-GSEB-ENG-STD02-GEN-C,DPS 2026-2027 English Medium Standard 2 GEN Division C,DPS-2026-GSEB-ENG-STD02-GEN-C,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD02_GEN,GSEB,DPS,ENG,STD02,GEN,C,2026-2027,1,2026-2027 cohort for STD02 GEN ENG Division C.
DPS-2026-GSEB-ENG-STD02-GEN-D,DPS 2026-2027 English Medium Standard 2 GEN Division D,DPS-2026-GSEB-ENG-STD02-GEN-D,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD02_GEN,GSEB,DPS,ENG,STD02,GEN,D,2026-2027,1,2026-2027 cohort for STD02 GEN ENG Division D.
DPS-2026-GSEB-ENG-STD02-GEN-E,DPS 2026-2027 English Medium Standard 2 GEN Division E,DPS-2026-GSEB-ENG-STD02-GEN-E,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD02_GEN,GSEB,DPS,ENG,STD02,GEN,E,2026-2027,1,2026-2027 cohort for STD02 GEN ENG Division E.
DPS-2026-GSEB-ENG-STD02-GEN-F,DPS 2026-2027 English Medium Standard 2 GEN Division F,DPS-2026-GSEB-ENG-STD02-GEN-F,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD02_GEN,GSEB,DPS,ENG,STD02,GEN,F,2026-2027,1,2026-2027 cohort for STD02 GEN ENG Division F.
DPS-2026-GSEB-ENG-STD03-GEN-A,DPS 2026-2027 English Medium Standard 3 GEN Division A,DPS-2026-GSEB-ENG-STD03-GEN-A,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD03_GEN,GSEB,DPS,ENG,STD03,GEN,A,2026-2027,1,2026-2027 cohort for STD03 GEN ENG Division A.
DPS-2026-GSEB-ENG-STD03-GEN-B,DPS 2026-2027 English Medium Standard 3 GEN Division B,DPS-2026-GSEB-ENG-STD03-GEN-B,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD03_GEN,GSEB,DPS,ENG,STD03,GEN,B,2026-2027,1,2026-2027 cohort for STD03 GEN ENG Division B.
DPS-2026-GSEB-ENG-STD03-GEN-C,DPS 2026-2027 English Medium Standard 3 GEN Division C,DPS-2026-GSEB-ENG-STD03-GEN-C,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD03_GEN,GSEB,DPS,ENG,STD03,GEN,C,2026-2027,1,2026-2027 cohort for STD03 GEN ENG Division C.
DPS-2026-GSEB-ENG-STD03-GEN-D,DPS 2026-2027 English Medium Standard 3 GEN Division D,DPS-2026-GSEB-ENG-STD03-GEN-D,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD03_GEN,GSEB,DPS,ENG,STD03,GEN,D,2026-2027,1,2026-2027 cohort for STD03 GEN ENG Division D.
DPS-2026-GSEB-ENG-STD03-GEN-E,DPS 2026-2027 English Medium Standard 3 GEN Division E,DPS-2026-GSEB-ENG-STD03-GEN-E,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD03_GEN,GSEB,DPS,ENG,STD03,GEN,E,2026-2027,1,2026-2027 cohort for STD03 GEN ENG Division E.
DPS-2026-GSEB-ENG-STD03-GEN-F,DPS 2026-2027 English Medium Standard 3 GEN Division F,DPS-2026-GSEB-ENG-STD03-GEN-F,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD03_GEN,GSEB,DPS,ENG,STD03,GEN,F,2026-2027,1,2026-2027 cohort for STD03 GEN ENG Division F.
DPS-2026-GSEB-ENG-STD04-GEN-A,DPS 2026-2027 English Medium Standard 4 GEN Division A,DPS-2026-GSEB-ENG-STD04-GEN-A,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD04_GEN,GSEB,DPS,ENG,STD04,GEN,A,2026-2027,1,2026-2027 cohort for STD04 GEN ENG Division A.
DPS-2026-GSEB-ENG-STD04-GEN-B,DPS 2026-2027 English Medium Standard 4 GEN Division B,DPS-2026-GSEB-ENG-STD04-GEN-B,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD04_GEN,GSEB,DPS,ENG,STD04,GEN,B,2026-2027,1,2026-2027 cohort for STD04 GEN ENG Division B.
DPS-2026-GSEB-ENG-STD04-GEN-C,DPS 2026-2027 English Medium Standard 4 GEN Division C,DPS-2026-GSEB-ENG-STD04-GEN-C,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD04_GEN,GSEB,DPS,ENG,STD04,GEN,C,2026-2027,1,2026-2027 cohort for STD04 GEN ENG Division C.
DPS-2026-GSEB-ENG-STD04-GEN-D,DPS 2026-2027 English Medium Standard 4 GEN Division D,DPS-2026-GSEB-ENG-STD04-GEN-D,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD04_GEN,GSEB,DPS,ENG,STD04,GEN,D,2026-2027,1,2026-2027 cohort for STD04 GEN ENG Division D.
DPS-2026-GSEB-ENG-STD04-GEN-E,DPS 2026-2027 English Medium Standard 4 GEN Division E,DPS-2026-GSEB-ENG-STD04-GEN-E,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD04_GEN,GSEB,DPS,ENG,STD04,GEN,E,2026-2027,1,2026-2027 cohort for STD04 GEN ENG Division E.
DPS-2026-GSEB-ENG-STD04-GEN-F,DPS 2026-2027 English Medium Standard 4 GEN Division F,DPS-2026-GSEB-ENG-STD04-GEN-F,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD04_GEN,GSEB,DPS,ENG,STD04,GEN,F,2026-2027,1,2026-2027 cohort for STD04 GEN ENG Division F.
DPS-2026-GSEB-ENG-STD05-GEN-A,DPS 2026-2027 English Medium Standard 5 GEN Division A,DPS-2026-GSEB-ENG-STD05-GEN-A,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD05_GEN,GSEB,DPS,ENG,STD05,GEN,A,2026-2027,1,2026-2027 cohort for STD05 GEN ENG Division A.
DPS-2026-GSEB-ENG-STD05-GEN-B,DPS 2026-2027 English Medium Standard 5 GEN Division B,DPS-2026-GSEB-ENG-STD05-GEN-B,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD05_GEN,GSEB,DPS,ENG,STD05,GEN,B,2026-2027,1,2026-2027 cohort for STD05 GEN ENG Division B.
DPS-2026-GSEB-ENG-STD05-GEN-C,DPS 2026-2027 English Medium Standard 5 GEN Division C,DPS-2026-GSEB-ENG-STD05-GEN-C,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD05_GEN,GSEB,DPS,ENG,STD05,GEN,C,2026-2027,1,2026-2027 cohort for STD05 GEN ENG Division C.
DPS-2026-GSEB-ENG-STD05-GEN-D,DPS 2026-2027 English Medium Standard 5 GEN Division D,DPS-2026-GSEB-ENG-STD05-GEN-D,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD05_GEN,GSEB,DPS,ENG,STD05,GEN,D,2026-2027,1,2026-2027 cohort for STD05 GEN ENG Division D.
DPS-2026-GSEB-ENG-STD05-GEN-E,DPS 2026-2027 English Medium Standard 5 GEN Division E,DPS-2026-GSEB-ENG-STD05-GEN-E,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD05_GEN,GSEB,DPS,ENG,STD05,GEN,E,2026-2027,1,2026-2027 cohort for STD05 GEN ENG Division E.
DPS-2026-GSEB-ENG-STD05-GEN-F,DPS 2026-2027 English Medium Standard 5 GEN Division F,DPS-2026-GSEB-ENG-STD05-GEN-F,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD05_GEN,GSEB,DPS,ENG,STD05,GEN,F,2026-2027,1,2026-2027 cohort for STD05 GEN ENG Division F.
DPS-2026-GSEB-ENG-STD06-GEN-A,DPS 2026-2027 English Medium Standard 6 GEN Division A,DPS-2026-GSEB-ENG-STD06-GEN-A,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD06_GEN,GSEB,DPS,ENG,STD06,GEN,A,2026-2027,1,2026-2027 cohort for STD06 GEN ENG Division A.
DPS-2026-GSEB-ENG-STD06-GEN-B,DPS 2026-2027 English Medium Standard 6 GEN Division B,DPS-2026-GSEB-ENG-STD06-GEN-B,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD06_GEN,GSEB,DPS,ENG,STD06,GEN,B,2026-2027,1,2026-2027 cohort for STD06 GEN ENG Division B.
DPS-2026-GSEB-ENG-STD06-GEN-C,DPS 2026-2027 English Medium Standard 6 GEN Division C,DPS-2026-GSEB-ENG-STD06-GEN-C,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD06_GEN,GSEB,DPS,ENG,STD06,GEN,C,2026-2027,1,2026-2027 cohort for STD06 GEN ENG Division C.
DPS-2026-GSEB-ENG-STD06-GEN-D,DPS 2026-2027 English Medium Standard 6 GEN Division D,DPS-2026-GSEB-ENG-STD06-GEN-D,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD06_GEN,GSEB,DPS,ENG,STD06,GEN,D,2026-2027,1,2026-2027 cohort for STD06 GEN ENG Division D.
DPS-2026-GSEB-ENG-STD06-GEN-E,DPS 2026-2027 English Medium Standard 6 GEN Division E,DPS-2026-GSEB-ENG-STD06-GEN-E,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD06_GEN,GSEB,DPS,ENG,STD06,GEN,E,2026-2027,1,2026-2027 cohort for STD06 GEN ENG Division E.
DPS-2026-GSEB-ENG-STD06-GEN-F,DPS 2026-2027 English Medium Standard 6 GEN Division F,DPS-2026-GSEB-ENG-STD06-GEN-F,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD06_GEN,GSEB,DPS,ENG,STD06,GEN,F,2026-2027,1,2026-2027 cohort for STD06 GEN ENG Division F.
DPS-2026-GSEB-ENG-STD07-GEN-A,DPS 2026-2027 English Medium Standard 7 GEN Division A,DPS-2026-GSEB-ENG-STD07-GEN-A,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD07_GEN,GSEB,DPS,ENG,STD07,GEN,A,2026-2027,1,2026-2027 cohort for STD07 GEN ENG Division A.
DPS-2026-GSEB-ENG-STD07-GEN-B,DPS 2026-2027 English Medium Standard 7 GEN Division B,DPS-2026-GSEB-ENG-STD07-GEN-B,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD07_GEN,GSEB,DPS,ENG,STD07,GEN,B,2026-2027,1,2026-2027 cohort for STD07 GEN ENG Division B.
DPS-2026-GSEB-ENG-STD07-GEN-C,DPS 2026-2027 English Medium Standard 7 GEN Division C,DPS-2026-GSEB-ENG-STD07-GEN-C,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD07_GEN,GSEB,DPS,ENG,STD07,GEN,C,2026-2027,1,2026-2027 cohort for STD07 GEN ENG Division C.
DPS-2026-GSEB-ENG-STD07-GEN-D,DPS 2026-2027 English Medium Standard 7 GEN Division D,DPS-2026-GSEB-ENG-STD07-GEN-D,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD07_GEN,GSEB,DPS,ENG,STD07,GEN,D,2026-2027,1,2026-2027 cohort for STD07 GEN ENG Division D.
DPS-2026-GSEB-ENG-STD07-GEN-E,DPS 2026-2027 English Medium Standard 7 GEN Division E,DPS-2026-GSEB-ENG-STD07-GEN-E,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD07_GEN,GSEB,DPS,ENG,STD07,GEN,E,2026-2027,1,2026-2027 cohort for STD07 GEN ENG Division E.
DPS-2026-GSEB-ENG-STD07-GEN-F,DPS 2026-2027 English Medium Standard 7 GEN Division F,DPS-2026-GSEB-ENG-STD07-GEN-F,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD07_GEN,GSEB,DPS,ENG,STD07,GEN,F,2026-2027,1,2026-2027 cohort for STD07 GEN ENG Division F.
DPS-2026-GSEB-ENG-STD08-GEN-A,DPS 2026-2027 English Medium Standard 8 GEN Division A,DPS-2026-GSEB-ENG-STD08-GEN-A,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD08_GEN,GSEB,DPS,ENG,STD08,GEN,A,2026-2027,1,2026-2027 cohort for STD08 GEN ENG Division A.
DPS-2026-GSEB-ENG-STD08-GEN-B,DPS 2026-2027 English Medium Standard 8 GEN Division B,DPS-2026-GSEB-ENG-STD08-GEN-B,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD08_GEN,GSEB,DPS,ENG,STD08,GEN,B,2026-2027,1,2026-2027 cohort for STD08 GEN ENG Division B.
DPS-2026-GSEB-ENG-STD08-GEN-C,DPS 2026-2027 English Medium Standard 8 GEN Division C,DPS-2026-GSEB-ENG-STD08-GEN-C,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD08_GEN,GSEB,DPS,ENG,STD08,GEN,C,2026-2027,1,2026-2027 cohort for STD08 GEN ENG Division C.
DPS-2026-GSEB-ENG-STD08-GEN-D,DPS 2026-2027 English Medium Standard 8 GEN Division D,DPS-2026-GSEB-ENG-STD08-GEN-D,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD08_GEN,GSEB,DPS,ENG,STD08,GEN,D,2026-2027,1,2026-2027 cohort for STD08 GEN ENG Division D.
DPS-2026-GSEB-ENG-STD08-GEN-E,DPS 2026-2027 English Medium Standard 8 GEN Division E,DPS-2026-GSEB-ENG-STD08-GEN-E,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD08_GEN,GSEB,DPS,ENG,STD08,GEN,E,2026-2027,1,2026-2027 cohort for STD08 GEN ENG Division E.
DPS-2026-GSEB-ENG-STD08-GEN-F,DPS 2026-2027 English Medium Standard 8 GEN Division F,DPS-2026-GSEB-ENG-STD08-GEN-F,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD08_GEN,GSEB,DPS,ENG,STD08,GEN,F,2026-2027,1,2026-2027 cohort for STD08 GEN ENG Division F.
DPS-2026-GSEB-ENG-STD09-GEN-A,DPS 2026-2027 English Medium Standard 9 GEN Division A,DPS-2026-GSEB-ENG-STD09-GEN-A,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD09_GEN,GSEB,DPS,ENG,STD09,GEN,A,2026-2027,1,2026-2027 cohort for STD09 GEN ENG Division A.
DPS-2026-GSEB-ENG-STD09-GEN-B,DPS 2026-2027 English Medium Standard 9 GEN Division B,DPS-2026-GSEB-ENG-STD09-GEN-B,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD09_GEN,GSEB,DPS,ENG,STD09,GEN,B,2026-2027,1,2026-2027 cohort for STD09 GEN ENG Division B.
DPS-2026-GSEB-ENG-STD09-GEN-C,DPS 2026-2027 English Medium Standard 9 GEN Division C,DPS-2026-GSEB-ENG-STD09-GEN-C,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD09_GEN,GSEB,DPS,ENG,STD09,GEN,C,2026-2027,1,2026-2027 cohort for STD09 GEN ENG Division C.
DPS-2026-GSEB-ENG-STD09-GEN-D,DPS 2026-2027 English Medium Standard 9 GEN Division D,DPS-2026-GSEB-ENG-STD09-GEN-D,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD09_GEN,GSEB,DPS,ENG,STD09,GEN,D,2026-2027,1,2026-2027 cohort for STD09 GEN ENG Division D.
DPS-2026-GSEB-ENG-STD09-GEN-E,DPS 2026-2027 English Medium Standard 9 GEN Division E,DPS-2026-GSEB-ENG-STD09-GEN-E,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD09_GEN,GSEB,DPS,ENG,STD09,GEN,E,2026-2027,1,2026-2027 cohort for STD09 GEN ENG Division E.
DPS-2026-GSEB-ENG-STD09-GEN-F,DPS 2026-2027 English Medium Standard 9 GEN Division F,DPS-2026-GSEB-ENG-STD09-GEN-F,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD09_GEN,GSEB,DPS,ENG,STD09,GEN,F,2026-2027,1,2026-2027 cohort for STD09 GEN ENG Division F.
DPS-2026-GSEB-ENG-STD10-GEN-A,DPS 2026-2027 English Medium Standard 10 GEN Division A,DPS-2026-GSEB-ENG-STD10-GEN-A,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD10_GEN,GSEB,DPS,ENG,STD10,GEN,A,2026-2027,1,2026-2027 cohort for STD10 GEN ENG Division A.
DPS-2026-GSEB-ENG-STD10-GEN-B,DPS 2026-2027 English Medium Standard 10 GEN Division B,DPS-2026-GSEB-ENG-STD10-GEN-B,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD10_GEN,GSEB,DPS,ENG,STD10,GEN,B,2026-2027,1,2026-2027 cohort for STD10 GEN ENG Division B.
DPS-2026-GSEB-ENG-STD10-GEN-C,DPS 2026-2027 English Medium Standard 10 GEN Division C,DPS-2026-GSEB-ENG-STD10-GEN-C,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD10_GEN,GSEB,DPS,ENG,STD10,GEN,C,2026-2027,1,2026-2027 cohort for STD10 GEN ENG Division C.
DPS-2026-GSEB-ENG-STD10-GEN-D,DPS 2026-2027 English Medium Standard 10 GEN Division D,DPS-2026-GSEB-ENG-STD10-GEN-D,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD10_GEN,GSEB,DPS,ENG,STD10,GEN,D,2026-2027,1,2026-2027 cohort for STD10 GEN ENG Division D.
DPS-2026-GSEB-ENG-STD10-GEN-E,DPS 2026-2027 English Medium Standard 10 GEN Division E,DPS-2026-GSEB-ENG-STD10-GEN-E,DRONA_TRUST_GSEB_DPS_2026_2027_ENG_STD10_GEN,GSEB,DPS,ENG,STD10,GEN,E,2026-2027,1,2026-2027 cohort for STD10 GEN ENG Division E.
